# 节点数  边数   ,380  3587
368,288
368,366
368,336
368,360
368,37
165,314
165,321
165,303
165,68
165,219
165,29
165,306
165,203
165,70
165,247
165,307
165,355
165,224
112,292
112,153
112,329
112,199
112,358
112,129
112,202
112,82
112,279
112,361
112,198
112,201
112,190
112,273
112,178
218,215
218,288
218,96
218,219
218,65
218,253
292,275
292,189
292,320
292,359
292,65
292,224
16,197
16,88
16,369
16,207
16,183
16,371
16,237
16,215
16,173
16,358
16,333
16,367
16,314
16,321
16,189
16,175
16,67
16,280
16,310
16,216
16,134
16,290
16,196
16,68
16,219
16,306
16,203
16,338
16,273
16,332
16,28
16,138
16,295
16,141
16,178
177,319
177,153
177,175
177,201
84,197
84,153
84,182
84,188
84,229
84,329
84,199
84,173
84,269
84,357
84,202
84,161
84,275
84,321
84,189
84,280
84,320
84,279
84,78
84,201
84,68
84,360
84,203
84,338
84,70
84,356
84,90
84,180
84,273
84,307
84,152
84,224
84,138
84,373
197,189
197,40
197,325
197,2
197,65
197,49
364,79
364,183
364,159
364,78
364,150
364,219
364,379
364,178
260,329
260,189
260,159
260,308
260,315
260,359
263,182
263,189
263,175
263,50
135,369
135,308
135,361
135,224
239,129
239,51
239,201
239,42
239,273
239,298
239,322
58,153
58,229
58,202
58,175
58,203
58,90
58,307
58,373
73,153
73,5
126,166
126,153
126,329
126,358
126,163
126,189
126,320
126,310
126,244
126,359
126,338
126,273
126,307
126,322
126,178
319,177
319,79
140,199
140,201
140,273
88,62
88,320
147,166
147,153
147,320
147,201
147,359
147,306
147,338
147,273
147,298
147,332
147,152
147,224
147,181
147,373
222,153
222,202
222,313
222,180
222,332
89,275
89,175
89,307
264,153
264,78
264,201
264,373
182,263
182,48
182,83
182,138
182,241
369,9
369,105
116,152
116,50
61,182
61,329
61,173
61,274
61,321
61,51
61,211
61,77
61,313
61,298
61,337
61,138
79,319
79,153
79,20
79,66
79,175
79,23
79,33
79,21
79,41
79,336
79,157
79,3
79,373
229,307
48,182
48,329
48,129
48,344
48,321
48,82
48,78
48,310
48,224
48,50
354,189
207,319
207,129
207,309
207,103
207,333
207,272
207,282
207,148
207,104
207,359
207,169
207,306
207,204
207,6
207,10
207,11
207,108
207,353
207,141
183,129
183,82
183,291
183,43
183,311
183,313
183,259
183,2
183,70
183,19
183,10
183,186
183,154
183,55
183,49
183,295
183,141
371,113
329,79
329,20
329,312
329,82
329,41
329,22
329,311
237,198
237,326
215,166
215,153
215,298
99,175
99,159
99,273
99,178
113,177
113,197
113,319
113,369
113,79
113,183
113,358
113,129
113,278
113,163
113,189
113,151
113,320
113,308
113,51
113,279
113,310
113,366
113,201
113,306
113,341
113,313
113,152
113,343
113,373
113,295
113,178
87,17
87,32
87,90
87,318
87,253
335,153
20,79
20,329
20,320
20,111
20,273
173,61
173,205
173,224
173,49
162,159
158,197
158,319
158,153
158,183
158,304
158,283
158,366
158,201
158,277
158,49
137,166
137,288
137,114
137,273
149,153
149,183
149,51
149,359
149,273
149,152
342,189
342,175
200,153
200,201
200,233
200,373
107,226
46,292
46,197
46,319
46,182
46,369
46,183
46,237
46,342
46,200
46,129
46,344
46,189
46,156
46,361
46,134
46,248
46,359
46,169
46,338
46,70
46,180
46,273
46,355
46,138
46,178
129,193
129,223
62,319
62,88
62,89
62,329
62,173
62,163
62,189
62,78
62,340
62,203
62,338
62,224
62,50
94,159
94,97
94,174
94,311
94,100
278,125
278,191
278,143
278,244
278,359
278,114
278,256
269,199
276,319
276,199
81,358
81,309
81,66
81,159
81,19
81,273
210,211
210,306
210,90
210,373
209,201
365,358
365,274
365,293
365,315
365,29
365,70
225,166
225,88
225,182
225,369
225,79
225,229
225,183
225,329
225,237
225,215
225,200
225,357
225,202
225,309
225,161
225,352
225,367
225,314
225,304
225,189
225,82
225,175
225,193
225,159
225,151
225,227
225,156
225,320
225,293
225,315
225,303
225,361
225,198
225,310
225,216
225,134
225,290
225,196
225,201
225,248
225,359
225,219
225,325
225,336
225,360
225,80
225,313
225,330
225,240
225,190
225,70
225,356
225,90
225,180
225,42
225,273
225,152
225,28
225,322
225,92
225,224
225,230
225,378
225,343
225,138
225,50
225,178
309,265
309,283
309,6
309,259
309,180
9,153
9,369
9,229
9,183
9,329
9,215
9,199
9,173
9,358
9,129
9,161
9,163
9,314
9,189
9,235
9,175
9,67
9,320
9,279
9,150
9,216
9,290
9,68
9,363
9,219
9,336
9,29
9,306
9,334
9,360
9,203
9,338
9,70
9,90
9,273
9,298
9,307
9,152
9,322
9,224
9,230
9,50
267,199
267,333
267,196
267,184
267,298
267,379
161,359
161,219
161,49
161,138
265,166
265,215
265,87
265,163
265,320
265,211
265,78
265,68
265,359
265,294
36,138
36,178
103,183
103,333
103,280
103,51
103,377
103,211
103,216
103,290
103,68
103,40
103,334
103,330
103,168
103,295
103,141
103,178
352,183
352,225
352,159
352,83
352,122
352,47
352,230
352,138
214,173
214,298
118,342
118,129
118,361
118,69
18,153
18,369
18,183
18,175
18,67
18,159
18,320
18,216
18,273
18,178
351,163
351,189
351,308
351,238
351,359
351,240
351,356
351,273
351,138
221,319
221,369
221,79
221,358
221,274
221,321
221,189
221,169
221,203
221,247
221,90
221,298
221,355
221,224
221,138
221,362
109,183
109,87
109,173
109,321
109,189
109,175
109,67
109,285
109,279
109,366
109,340
109,68
109,219
109,203
109,70
109,90
109,224
74,229
74,129
74,280
74,379
74,50
163,166
125,153
125,229
125,183
125,358
125,129
125,309
125,333
125,51
125,340
125,238
125,359
125,80
125,330
125,338
125,356
125,152
125,28
125,322
125,181
125,50
125,178
185,197
185,358
185,163
185,367
185,175
185,150
185,179
185,306
185,80
185,70
185,69
185,355
185,138
26,368
26,166
26,129
26,314
26,189
26,217
26,51
26,134
26,359
26,219
26,338
26,247
26,50
333,207
333,148
333,255
333,204
333,114
333,152
333,266
333,353
301,166
301,153
301,137
301,200
301,202
301,285
301,228
301,306
301,360
301,77
301,338
301,70
301,356
301,90
301,294
301,298
312,329
312,189
312,175
312,41
312,338
312,152
367,185
367,191
367,219
367,154
95,368
95,79
95,183
95,173
95,314
95,321
95,189
95,82
95,279
95,78
95,179
95,340
95,196
95,359
95,219
95,29
95,360
95,247
95,298
95,322
95,224
95,138
31,130
31,175
31,273
252,220
252,124
245,183
245,199
245,251
245,189
245,175
245,219
245,341
245,356
314,183
314,9
314,95
314,251
314,0
314,30
314,366
314,179
314,331
314,68
314,60
314,219
314,187
314,43
314,44
314,172
314,55
314,92
314,328
314,49
314,52
275,89
275,331
275,37
304,129
304,309
304,212
304,28
304,141
251,314
251,143
251,366
251,119
272,329
272,129
272,193
272,273
272,322
272,178
282,329
282,129
282,344
282,163
282,304
282,51
282,111
282,41
282,355
282,50
321,153
321,88
321,129
321,95
321,300
321,193
321,220
321,21
321,216
321,331
321,205
321,8
321,22
321,204
321,44
321,171
321,56
321,247
321,298
321,318
321,253
321,328
321,343
321,128
321,372
271,369
271,79
271,329
271,129
271,344
271,163
271,189
271,175
271,320
271,293
271,201
271,224
271,373
120,358
120,129
120,189
120,198
120,325
120,138
17,319
17,166
17,153
17,229
17,329
17,215
17,87
17,358
17,129
17,202
17,274
17,321
17,308
17,377
17,366
17,41
17,359
17,203
17,338
17,298
17,224
17,379
17,50
17,373
305,273
305,160
76,159
76,308
76,327
76,299
76,340
76,205
76,359
76,6
76,273
76,307
76,49
66,319
66,79
66,199
66,129
66,314
66,201
66,359
66,70
189,312
189,283
189,216
189,325
189,65
302,329
302,74
302,31
302,284
302,285
302,159
302,146
302,143
302,346
302,377
302,216
302,205
302,242
302,203
302,236
302,356
302,277
302,152
302,49
302,138
302,241
191,319
191,183
191,278
191,279
191,377
191,310
191,196
191,244
191,359
191,298
191,152
191,372
191,50
235,153
235,183
235,129
235,9
235,274
235,97
235,71
268,166
268,180
283,319
283,229
283,183
283,358
283,129
283,309
283,189
283,175
283,196
283,201
283,359
283,325
283,77
283,343
283,141
300,129
300,202
300,161
300,321
300,175
300,78
300,179
300,340
300,68
300,203
300,77
300,70
300,90
300,343
284,88
284,329
284,173
284,161
284,163
284,321
284,78
284,196
284,203
284,77
284,70
284,90
284,307
284,28
284,224
82,183
82,95
82,159
82,11
82,273
82,138
175,79
175,67
0,319
0,369
0,79
0,183
0,358
0,129
0,274
0,314
0,189
0,151
0,227
0,156
0,51
0,279
0,377
0,201
0,359
0,70
0,273
0,152
0,323
0,372
0,50
0,373
0,295
0,141
0,178
193,197
193,79
193,229
193,129
193,274
193,321
193,189
193,242
193,2
193,273
193,101
193,154
193,318
193,224
193,49
193,373
67,16
67,153
67,9
67,175
67,159
67,303
67,291
67,97
67,47
67,154
32,87
32,202
32,314
32,321
32,377
32,361
32,290
32,68
32,247
32,298
32,224
155,153
155,183
155,358
155,129
155,189
155,175
155,159
155,196
155,325
155,273
155,298
155,178
345,79
345,173
345,366
316,183
316,129
316,156
316,360
316,273
316,28
316,224
316,295
316,178
280,16
280,74
280,119
121,319
121,199
121,163
1,166
1,153
1,369
1,329
1,199
1,202
1,189
1,175
1,244
1,201
1,273
1,224
1,178
220,183
220,329
220,173
220,358
220,274
220,252
220,321
220,285
220,201
220,360
220,70
220,90
220,298
220,307
220,224
220,138
220,373
285,153
285,369
285,116
