dataset,DouBanDatasets_RedundancyCut/Douban_202t_380w_9r
ALPHA,0.1
G_Size,5
Iteration Count,73
task_id,prediction_label
0,4.79621821110578
197,4.399910646868801
135,3.599999772011742
14,4.700401625437312
1,4.7025805660431645
158,4.7164661508266175
156,4.399999985557343
109,4.400027727718344
131,4.399995750177876
127,4.127501344956538
11,4.699228190082269
67,4.702511472348691
56,4.700580190707488
44,4.695957561364965
100,4.702522977550667
73,4.702311908302046
63,4.399997053576933
200,4.063017281531031
2,4.399957530498298
148,4.399921455829557
10,4.1943480756493825
12,4.399987825693577
68,4.37848461863735
66,4.370064300841318
46,4.743138930789492
105,4.700326409550132
28,4.399999995228441
201,3.994217637628424
96,4.703864810711181
39,4.7039451501447855
6,4.708038654959193
87,4.724146196809222
95,3.9043293128002126
142,4.3999575775512545
140,4.115692991082713
134,4.400182011025261
126,4.7070885871332795
123,4.400026300063643
74,4.399998755945984
69,4.397154966454694
24,4.700328005036191
26,4.7000631052517905
184,4.705684098888892
178,4.7069742359658475
177,4.0936091561841135
8,4.703757994696248
9,4.099991548263185
89,4.397113192139927
90,4.398625002506261
159,4.0
155,4.705995024195692
153,4.399997969275493
150,3.3011708411412055
102,4.400000072949556
141,4.701440086145681
118,3.299999999675398
120,4.115761490928561
21,4.700179516913194
54,4.703662533855743
25,4.700069144935842
48,4.400000022419708
42,4.39655336825598
72,4.701634360886533
171,4.197320654350844
58,3.907028513700229
29,4.09858066411628
37,4.712837001812999
35,4.706164688763874
187,4.399933962233688
172,4.099800301776323
169,4.400070186260008
161,4.398170056564424
94,4.7023456045979355
81,4.401711704872684
47,4.128538973752855
30,4.098976054717113
115,4.399618896268419
27,4.700807762887771
192,4.399931655094412
174,4.701063207686352
165,4.199629794817781
114,4.399461644791748
22,4.799997568022641
5,4.399999697460238
176,3.9234171456311326
85,4.3983822600419265
45,4.3996776044751185
133,4.7019450104787825
16,4.400014397916078
193,4.3970795476256495
3,4.1012094740363985
183,3.9000002940993452
180,4.3991744966914395
7,4.797314643690686
173,4.098308923880865
170,4.400027888389742
88,4.717058392097098
91,4.405961823630149
163,4.10610482966988
93,4.709598347675662
97,4.7062351646012734
98,4.799531201363231
152,4.1
145,4.706817649522612
104,4.70025914981986
138,4.103128435585278
129,4.0986373764596875
113,4.701406964909775
124,4.0
119,4.715582811744516
83,4.099999961433294
80,3.9000000450792465
79,4.0999999999997065
13,4.799994799226841
76,4.399999970388913
15,4.710571790692768
70,4.096403588343986
18,4.7010269354894385
19,4.099930259870899
65,4.733093735347292
61,4.799999984184749
60,4.704647487587036
55,3.2999999996316434
53,4.3996031548280445
52,4.799075405298548
49,4.700993418244788
43,4.700411620939962
41,4.400000088035945
40,4.100000062832221
33,4.106458969744882
34,4.700736268224873
191,4.399996334680874
92,4.700308094193604
4,4.700058526845014
139,4.399998452541491
151,4.702036491417245
107,4.39988480623734
51,4.730401549408741
168,4.700689700561981
157,3.600135010380384
132,4.399999646518256
71,4.400015090714231
188,4.399996319338345
185,4.099999996544007
181,4.0
179,4.061302720316567
147,4.701782309854421
103,4.708587932747088
144,4.703412321125078
143,4.102712873558543
62,4.70851199301094
59,4.799996928351068
57,4.399999041019179
23,4.400001964825641
31,4.399999582260736
38,4.7000486052420865
32,4.399966994951859
122,4.701117763146576
167,3.3007077181800795
164,4.79999999999935
111,4.700323807092464
78,4.09999999215359
50,4.399953117016777
137,4.399695512983124
125,3.916328146181848
162,3.901492263902773
136,4.399996447857449
166,4.400000004753827
199,4.79999998957433
146,4.70059309743837
128,4.399998251094114
117,4.397752290551969
121,4.399994692808
84,4.687261691545893
82,4.099414589621154
195,4.099999999997547
99,4.399999754979342
101,4.100203529591641
106,4.0999569133138705
36,4.0
182,4.7000630386694455
64,4.399941371082721
196,3.599999821153689
194,3.900002986136248
189,3.9000019925219256
175,4.399999575587047
108,3.929726592164964
116,4.700486844594614
20,4.097959533855148
110,4.399974941235235
17,4.799779679431287
190,4.099999999999999
186,4.399962379480373
86,4.127531301572821
160,4.099636530809856
154,4.35725915322388
149,4.19897789995742
130,3.9993191824457304
112,4.700612876661803
77,4.0
75,4.799999994073762
198,4.099999999999891
