dataset,DouBanDatasets_RedundancyCut/Douban_202t_932w
ALPHA,0.1
G_Size,5
worker_id,worker_severity
0,-0.09051527173412709
1,0.14493689506150326
2,0.004254879008529483
3,-0.5095076856603838
4,-0.10067279010579645
5,-0.7216087890999889
6,0.37334975995386405
7,-0.04536408377618858
8,-0.17446101529743702
9,0.14892122718831532
10,0.15930190569473535
11,0.3857820316481675
12,0.5179529455101093
13,0.3499712545893884
14,-0.4172341840170509
15,0.24801822313784744
16,-0.237906526335304
17,0.6055396178012229
18,-0.26227430750763614
19,0.00999239418620182
20,-0.31093800529395843
21,0.237613668843846
22,0.33102800864869547
23,0.018919268742087707
24,-0.3753323308465505
25,0.20059354722858505
26,0.4456086413603221
27,0.3251208372560537
28,0.12645653557879274
29,-0.40353339214631956
30,-0.018816091866308608
31,-0.15409934718517637
32,0.3497702766725245
33,-0.28073046051951983
34,0.5011651203921721
35,-0.27903403781261965
36,0.1806638579109038
37,0.28995532006277186
38,0.024188524494290074
39,0.281975320296115
40,0.3786432597318465
41,-0.6147787055608176
42,0.16161606413102825
43,-1.4492882221345387
44,0.155903824000405
45,-0.30183068556628057
46,0.3557014547541137
47,-0.030737871523211686
48,-0.10597816066903296
49,0.08992662657684512
50,0.04161703264465284
51,-0.13567088119524254
52,0.35801272059455064
53,0.2877550443152718
54,-0.07481314991391333
55,-0.3006207184783996
56,0.11273755965497205
57,0.13614434213519966
58,0.03465873001566617
59,-0.03384592212625332
60,-0.03787793387189439
61,0.04006864219785633
62,0.2763733545039503
63,-0.0029020987131021477
64,0.0090666624708639
65,0.2613265755716861
66,-0.1436786552154074
67,0.1917358769607084
68,0.17471800028048212
69,0.49708729813261954
70,0.06400445044564279
71,0.29998198191762004
72,-0.014628117685610051
73,-0.70001801808238
74,0.3395302887202673
75,0.4022246345511809
76,0.3295105020860651
77,0.2999819819176201
78,0.4306727518406793
79,-0.134220240984727
80,0.5761910011830578
81,0.12344475190443358
82,0.2081619897984015
83,0.4999990116389205
84,0.2130895140033608
85,0.40338575930169135
86,0.38220170964627526
87,0.06386750361286916
88,0.46706968250911624
89,0.1974740984644011
90,0.37977412656515364
91,0.4358592849212037
92,0.1805064893111333
93,0.49999901163892047
94,0.16507480118923917
95,0.058470773934885624
96,0.11756639325641954
97,-0.43490975132584
98,0.18411039061351217
99,0.20619505090965348
100,-0.2600207992802089
101,-0.5370683028258084
102,0.10743949617390376
103,-0.17282226239493972
104,0.23368795331780567
105,0.3956269777323575
106,0.21597396947018024
107,-0.15053193044267613
108,0.2179425139842504
109,0.14042830012537513
110,0.3041297484608488
111,-0.40875991662773
112,-0.5881702142514058
113,-0.13907508571947547
114,0.15496565385413336
115,0.2777286302687973
116,0.26199235131184434
117,0.45459970427145074
118,0.41038003505374054
119,0.002360950291822208
120,0.2407190472705974
121,-0.10484830473486703
122,0.47930571447498865
123,-0.07165033614734106
124,-0.043621691881848126
125,0.3366926438734099
126,-0.008753636644803064
127,0.16777986200400063
128,0.5348151623927182
129,0.22001427126746115
130,-0.017708600710412793
131,0.06411800138263148
132,-0.06554143121543622
133,0.5000000495826008
134,-0.5000000129375454
135,0.1428522500297704
136,0.006072867690936987
137,0.39688838862891535
138,-0.45249133527324864
139,0.46695658190985356
140,0.5833241787443809
141,0.3184339993448526
142,-0.20857556735516355
143,0.49597048668664095
144,0.42546139260078425
145,-0.07468147601243821
146,0.26639155005545306
147,0.5034292512007845
148,-0.1390396088941493
149,0.4999985586773542
150,0.4856972608728207
151,-0.25317090582472485
152,0.01630239737695582
153,-0.3362017556123553
154,0.22830017133943611
155,-0.03938170887477475
156,0.8354036882046286
157,0.5605218584530398
158,0.32747423078002985
159,-0.0055024683180704154
160,0.5971716700426188
161,-0.27498007740977753
162,-0.7003033743471343
163,0.3998449165941476
164,0.2890267871906967
165,-0.7003033743471343
166,-0.17576718267669247
167,-0.5503441204746063
168,0.45725165409831453
169,0.6210639394760928
170,0.4999916594784672
171,-0.38940253953561993
172,-0.3095748535730641
173,-0.5065582962281672
174,-0.33791984189243635
175,0.3667251045647632
176,0.2928813694587486
177,0.2582079774426474
178,0.39248713441970384
179,-0.8927508298702272
180,0.22096740460840444
181,0.555024504903567
182,0.2988201393745705
183,-0.6209103818695418
184,0.33153982843837176
185,0.2988854513986607
186,0.05201581727957489
187,-0.4801194811743535
188,-0.4858433602490192
189,0.6159045474920114
190,-0.3300444449998573
191,-0.6408733484802865
