# 节点数  边数   ,1822  14408
1668,1052
572,429
572,1048
572,404
572,577
572,377
572,1005
572,358
572,373
572,1623
180,890
180,584
180,734
180,194
180,1689
180,1386
180,1742
180,1003
180,1094
180,123
180,1705
180,654
180,442
180,1736
180,1523
180,1410
180,863
180,203
180,1806
180,65
555,652
555,560
555,67
555,899
555,780
555,441
555,454
555,22
555,480
1528,1136
1157,156
1157,149
1157,1407
153,1700
153,325
153,1735
153,1592
153,1615
153,1112
153,1725
153,1462
153,1639
153,1727
153,406
153,935
153,43
153,1409
28,292
3,1588
3,1113
3,1483
3,468
3,44
3,921
3,413
3,286
3,102
3,543
3,1078
3,1597
3,156
3,1631
3,565
3,1627
3,542
3,282
3,89
3,868
3,1784
3,92
3,292
3,865
3,341
3,34
3,485
3,1735
3,1455
3,108
3,27
3,1629
3,1463
3,1697
3,120
3,1573
3,1112
3,1541
3,129
3,548
3,1698
3,242
3,37
3,560
3,522
3,962
3,452
3,954
3,580
3,569
3,1363
3,277
3,696
3,139
3,174
3,296
3,1034
3,1126
3,52
3,1743
3,680
3,554
3,133
3,1371
3,595
3,1787
3,544
3,1680
3,1145
3,799
3,149
3,798
3,39
3,1266
3,784
3,663
3,380
3,31
3,1381
3,319
3,1462
3,1554
3,1398
3,1116
3,1384
3,521
3,1318
3,720
3,602
3,783
3,1639
3,1510
3,789
3,1644
3,1391
3,195
3,995
3,780
3,893
3,1059
3,1727
3,756
3,250
3,1663
3,81
3,1087
3,870
3,879
3,943
3,920
3,1522
3,104
3,61
3,1100
3,1443
3,406
3,38
3,434
3,511
3,203
3,1417
3,1038
3,33
3,42
3,596
3,1802
3,651
3,425
3,1156
3,1120
3,419
3,358
3,278
3,417
3,1042
3,279
3,659
3,396
3,217
3,56
3,970
3,436
3,760
3,1205
3,347
3,1412
3,1611
3,402
3,355
3,892
3,827
3,591
3,1093
3,1441
3,118
3,152
3,1490
3,1657
3,368
3,883
3,1421
3,1428
3,1389
1043,87
1043,746
1043,22
1043,935
1043,77
579,241
579,247
579,1666
579,181
579,1522
579,104
579,419
334,333
334,313
334,1390
334,44
334,1769
334,1653
334,325
334,290
334,71
334,27
334,514
334,522
334,1642
334,452
334,139
334,554
334,322
334,133
334,350
334,219
334,22
334,203
334,311
334,730
334,1042
334,62
334,1418
334,77
334,1021
334,550
334,1389
47,421
47,1419
47,1496
47,1462
47,1433
47,414
47,203
47,427
47,1092
47,471
47,1428
532,1480
1388,1034
665,54
665,1189
665,238
665,492
665,69
665,902
665,109
665,162
488,480
488,358
1761,1743
1761,72
1613,1784
275,313
275,1769
275,282
275,34
275,876
275,37
275,345
275,139
275,1398
275,780
275,65
275,84
275,1205
327,1217
327,1803
327,1543
327,1624
327,1234
327,12
327,456
327,1427
327,844
327,782
327,1092
327,1235
327,910
327,1623
641,238
1564,1407
35,421
35,1084
35,156
35,565
35,92
35,485
35,1786
35,27
35,1629
35,1463
35,1693
35,1628
35,120
35,37
35,345
35,1381
35,563
35,1480
35,1131
35,1383
35,1458
35,591
35,1441
35,1657
215,72
621,805
621,492
621,61
621,59
1692,499
1692,1691
1379,543
1379,1407
1379,1611
1379,355
1236,1073
1236,162
1476,93
333,42
333,118
618,1426
618,543
618,969
618,1170
618,1213
618,238
618,1423
618,223
618,916
618,887
618,787
618,72
618,904
618,1002
618,1266
618,0
618,127
618,233
618,942
618,1064
618,1604
618,450
618,1301
618,645
335,54
335,1471
335,1000
335,27
335,1463
335,514
335,432
335,580
335,1015
335,1414
335,1083
335,1462
335,1060
335,938
335,1765
335,233
335,1100
335,1600
335,203
335,311
335,1529
335,941
335,1096
335,60
335,118
1740,918
1740,42
1740,162
1740,43
1740,541
925,1065
925,52
925,70
925,373
925,355
965,44
965,4
965,40
172,1141
172,930
172,1497
172,1578
172,1576
172,1445
172,1422
172,1375
172,982
172,1114
172,308
172,938
172,183
172,203
172,1729
1392,1634
1392,1112
1392,37
1392,1462
958,238
958,888
1599,891
54,374
54,178
54,238
54,46
54,344
54,50
54,135
54,162
468,1044
313,282
313,292
313,1052
313,1409
1622,930
1622,1634
1622,108
1622,1615
1622,1620
1622,1499
1390,557
1771,1157
1771,500
1771,336
1771,746
1768,747
1768,871
1768,62
985,660
985,749
985,355
781,1681
781,1199
781,93
151,543
151,1624
151,1689
151,719
151,65
1456,1611
1121,373
165,542
165,1784
165,623
165,92
165,695
165,1134
165,27
165,336
165,1541
165,686
165,734
165,238
165,496
165,866
165,139
165,69
165,451
165,1261
165,72
165,251
165,149
165,39
165,51
165,112
165,222
165,585
165,111
165,109
165,250
165,40
165,22
165,93
165,1598
165,311
165,33
165,50
165,65
165,60
165,1231
165,501
165,77
165,152
896,92
896,1383
1788,62
461,514
1330,196
314,257
314,25
314,668
314,916
314,1502
314,72
314,362
314,251
314,798
314,264
314,521
314,585
314,459
314,620
314,46
314,1239
314,344
314,1460
314,135
44,227
