# 节点数  边数   ,2347  18445
2142,1351
735,557
735,1347
735,233
735,526
735,740
735,482
735,748
735,520
735,593
735,460
735,480
735,487
231,1140
231,775
231,751
231,941
231,253
231,2171
231,1782
231,2237
231,1280
231,1211
231,152
231,2191
231,839
231,570
231,2227
231,2265
231,1963
231,1816
231,1104
231,267
231,2322
231,81
1967,1463
1490,199
1490,186
1490,1781
1587,1189
1587,38
1587,2229
1587,90
1587,2190
1587,210
1587,75
1587,53
1587,457
196,399
196,2181
196,495
196,422
196,2226
196,2045
196,2073
196,1434
196,112
196,532
196,2214
196,1887
196,167
196,2216
196,527
196,1193
196,53
196,1815
870,1189
32,380
3,399
3,2041
3,226
3,1910
3,543
3,604
3,438
3,54
3,1176
3,537
3,369
3,126
3,700
3,1390
3,2053
3,199
3,2225
3,2090
3,723
3,2086
3,699
3,365
3,108
3,1109
3,715
3,2297
3,116
3,189
3,380
3,1106
3,2186
3,441
3,38
3,250
3,626
3,2226
3,1872
3,96
3,1016
3,31
3,2088
3,1883
3,661
3,2146
3,149
3,2023
3,1434
3,1983
3,162
3,265
3,2179
3,317
3,41
3,719
3,674
3,550
3,1230
3,343
3,1220
3,1588
3,743
3,732
3,1755
3,750
3,360
3,894
3,176
3,224
3,384
3,1322
3,1453
3,62
3,2238
3,875
3,711
3,165
3,1762
3,764
3,2300
3,701
3,2158
3,2272
3,485
3,710
3,186
3,1022
3,49
3,1427
3,1629
3,1005
3,853
3,484
3,35
3,1777
3,412
3,1887
3,757
3,2000
3,1799
3,1436
3,1780
3,673
3,1700
3,923
3,771
3,1004
3,2234
3,1153
3,1932
3,167
3,1945
3,1009
3,2115
3,1788
3,254
3,1272
3,1001
3,1795
3,1144
3,1438
3,1357
3,2216
3,968
3,326
3,2266
3,2134
3,93
3,166
3,1111
3,1124
3,217
3,1206
3,1175
3,1324
3,1579
3,1962
3,128
3,74
3,1415
3,1860
3,527
3,42
3,562
3,658
3,544
3,1797
3,267
3,1824
3,2165
3,1334
3,234
3,37
3,52
3,765
3,2318
3,836
3,549
3,1489
3,531
3,1443
3,44
3,593
3,460
3,361
3,521
3,1337
3,362
3,843
3,513
3,285
3,66
3,1238
3,564
3,976
3,1837
3,1550
3,416
3,1817
3,2251
3,2069
3,524
3,457
3,1143
3,2105
3,1060
3,261
3,1405
3,1858
3,148
3,195
3,1916
3,2128
3,469
3,1128
3,1828
3,1840
3,455
3,1786
1338,106
1338,2188
1338,958
1338,23
1338,1193
1338,194
1338,99
742,316
742,322
742,2140
742,232
742,592
742,1962
742,128
742,44
432,1822
432,430
432,406
432,1787
432,438
432,54
432,2277
432,2124
432,422
432,378
432,89
432,31
432,664
432,674
432,807
432,2113
432,343
432,176
432,711
432,419
432,165
432,2108
432,448
432,287
432,1134
432,331
432,23
432,1797
432,267
432,25
432,937
432,1337
432,75
432,1825
432,99
432,1303
432,705
432,1786
432,545
374,422
374,1589
374,2111
374,1763
374,2217
374,222
374,2270
374,1458
374,1843
374,1120
57,546
57,1826
57,632
57,233
57,1926
57,1887
57,1845
57,1210
57,538
57,267
57,555
57,1404
57,607
57,1840
684,1908
1785,1322
855,64
855,1530
855,313
855,638
855,1383
855,87
855,1154
855,134
855,210
