worker_id,worker_social_influence
0,0.00022930520522815867
1,0.00022930520522815867
2,0.0020637468470534283
3,0.00022930520522815867
4,0.00022930520522815867
5,0.00022930520522815867
6,0.00045861041045631735
7,0.00045861041045631735
8,0.00045861041045631735
9,0.00022930520522815867
10,0.00022930520522815867
11,0.00022930520522815867
12,0.0009172208209126347
13,0.0018344416418252694
14,0.00022930520522815867
15,0.00022930520522815867
16,0.00045861041045631735
17,0.0020637468470534283
18,0.00022930520522815867
19,0.000687915615684476
20,0.00022930520522815867
21,0.00022930520522815867
22,0.00022930520522815867
23,0.00022930520522815867
24,0.00022930520522815867
25,0.00045861041045631735
26,0.000687915615684476
27,0.00022930520522815867
28,0.00022930520522815867
29,0.00045861041045631735
30,0.000687915615684476
31,0.00022930520522815867
32,0.001375831231368952
33,0.0009172208209126347
34,0.00022930520522815867
35,0.00045861041045631735
36,0.0009172208209126347
37,0.000687915615684476
38,0.00022930520522815867
39,0.00022930520522815867
40,0.00045861041045631735
41,0.00045861041045631735
42,0.00022930520522815867
43,0.00022930520522815867
44,0.00045861041045631735
45,0.00045861041045631735
46,0.00022930520522815867
47,0.0016051364365971107
48,0.00022930520522815867
49,0.00022930520522815867
50,0.00022930520522815867
51,0.00022930520522815867
52,0.00022930520522815867
53,0.0009172208209126347
54,0.0009172208209126347
55,0.0011465260261407934
56,0.000687915615684476
57,0.0020637468470534283
58,0.0016051364365971107
59,0.0011465260261407934
60,0.002293052052281587
61,0.00022930520522815867
62,0.00045861041045631735
63,0.00022930520522815867
64,0.00045861041045631735
65,0.00022930520522815867
66,0.0011465260261407934
67,0.00022930520522815867
68,0.00022930520522815867
69,0.00022930520522815867
70,0.000687915615684476
71,0.00022930520522815867
72,0.00022930520522815867
73,0.0011465260261407934
74,0.000687915615684476
75,0.00022930520522815867
76,0.000687915615684476
77,0.00022930520522815867
78,0.00022930520522815867
79,0.0018344416418252694
80,0.00022930520522815867
81,0.0011465260261407934
82,0.00045861041045631735
83,0.00045861041045631735
84,0.00045861041045631735
85,0.00045861041045631735
86,0.00022930520522815867
87,0.00022930520522815867
88,0.000687915615684476
89,0.00022930520522815867
90,0.00022930520522815867
91,0.0018344416418252694
92,0.00022930520522815867
93,0.00022930520522815867
94,0.0011465260261407934
95,0.00022930520522815867
96,0.0011465260261407934
97,0.0018344416418252694
98,0.000687915615684476
99,0.00022930520522815867
100,0.0018344416418252694
101,0.001375831231368952
102,0.00022930520522815867
103,0.000687915615684476
104,0.0009172208209126347
105,0.00022930520522815867
106,0.00045861041045631735
107,0.00022930520522815867
108,0.00045861041045631735
109,0.00045861041045631735
110,0.000687915615684476
111,0.00022930520522815867
112,0.00022930520522815867
113,0.00022930520522815867
114,0.00022930520522815867
115,0.00022930520522815867
116,0.00022930520522815867
117,0.00022930520522815867
118,0.00022930520522815867
119,0.00022930520522815867
120,0.00022930520522815867
121,0.00022930520522815867
122,0.00022930520522815867
123,0.00022930520522815867
124,0.00022930520522815867
125,0.00022930520522815867
126,0.00045861041045631735
127,0.00022930520522815867
128,0.00045861041045631735
129,0.0018344416418252694
130,0.000687915615684476
131,0.000687915615684476
132,0.00022930520522815867
133,0.00022930520522815867
134,0.00022930520522815867
135,0.00022930520522815867
136,0.00045861041045631735
137,0.0016051364365971107
138,0.00022930520522815867
139,0.000687915615684476
140,0.00045861041045631735
141,0.00045861041045631735
142,0.00022930520522815867
143,0.00022930520522815867
144,0.00022930520522815867
145,0.00022930520522815867
146,0.00022930520522815867
147,0.00022930520522815867
148,0.00022930520522815867
149,0.00022930520522815867
150,0.00022930520522815867
151,0.00022930520522815867
152,0.00022930520522815867
153,0.00022930520522815867
154,0.00022930520522815867
155,0.00045861041045631735
156,0.00022930520522815867
157,0.00022930520522815867
158,0.0009172208209126347
159,0.00022930520522815867
160,0.00022930520522815867
161,0.00022930520522815867
162,0.00022930520522815867
163,0.00022930520522815867
164,0.00022930520522815867
165,0.00022930520522815867
166,0.00022930520522815867
167,0.00022930520522815867
168,0.00022930520522815867
169,0.00022930520522815867
170,0.006191240541160285
171,0.00022930520522815867
172,0.00022930520522815867
173,0.00022930520522815867
174,0.00022930520522815867
175,0.00022930520522815867
176,0.00022930520522815867
177,0.00022930520522815867
178,0.00045861041045631735
179,0.00022930520522815867
180,0.00022930520522815867
181,0.00022930520522815867
182,0.0016051364365971107
183,0.00022930520522815867
184,0.00045861041045631735
185,0.00022930520522815867
186,0.00022930520522815867
187,0.00022930520522815867
188,0.00022930520522815867
189,0.00022930520522815867
190,0.0020637468470534283
191,0.00022930520522815867
192,0.00022930520522815867
193,0.00022930520522815867
194,0.00022930520522815867
195,0.00022930520522815867
196,0.00022930520522815867
197,0.00022930520522815867
198,0.00045861041045631735
