# 节点数  边数   ,0  293298
2062,1317
519,1099
519,884
519,2191
1077,1549
1077,1082
1930,2061
585,1549
585,212
2003,1152
2003,3623
2003,2753
2003,1454
2003,3899
2003,175
2003,3870
2003,1507
2003,749
2003,3735
2003,3687
3692,205
2447,356
568,174
17,2885
17,1077
17,578
17,1349
17,3692
17,1710
17,907
17,2336
17,333
17,3428
17,703
17,2183
17,457
17,1173
17,3559
17,1701
17,2972
17,684
17,467
17,1572
17,2724
17,817
17,2665
17,1219
17,1480
17,631
17,2061
17,3278
17,2558
17,2731
17,2253
17,3090
17,500
17,2180
17,186
17,541
17,2644
17,2966
17,1056
17,3323
17,1541
17,1800
17,3067
17,1394
17,810
17,3045
17,1601
17,3700
17,1276
17,1280
17,3198
17,3341
17,2991
17,2113
17,934
17,791
17,1171
17,3294
17,2968
17,3961
17,3066
17,2118
17,1159
17,3503
17,2963
17,2241
17,3258
17,3495
17,3972
17,3051
17,3619
17,643
17,518
17,3969
17,185
17,3902
17,3510
17,426
17,1088
17,961
17,504
17,1979
17,3492
17,1540
17,3704
17,807
17,1012
17,716
17,2036
17,3163
17,878
17,512
17,3336
17,3789
17,2591
17,3670
17,1371
17,511
17,2827
17,3058
17,2020
17,798
17,1455
17,254
17,2466
17,332
17,1841
17,1091
17,601
17,1433
17,3777
17,1782
17,2708
17,1522
17,526
17,69
17,1941
17,3527
17,1641
17,3634
17,594
17,326
17,3363
17,1045
17,3760
17,1459
17,10
17,1524
17,1599
17,618
17,3112
17,1178
17,2691
17,3013
17,3752
17,3447
17,1507
17,3003
17,99
17,3178
17,644
17,3388
17,1440
17,2965
17,1960
17,3735
17,2652
17,2008
17,909
17,797
17,548
17,1553
17,1271
17,827
17,372
17,2612
17,73
17,1347
17,1434
17,2464
17,2780
17,3181
17,1557
17,3687
17,68
17,498
17,1913
17,2766
17,2935
17,3490
17,2751
17,1578
17,849
17,2009
17,2897
17,243
17,1343
17,1954
17,3113
17,3782
17,2630
17,2034
17,434
17,1877
17,941
17,297
17,3027
17,831
17,3778
17,540
17,2016
17,2889
17,3301
17,2600
17,858
17,2998
17,1333
17,11
17,445
17,3476
17,3598
17,411
17,3577
17,3233
17,310
17,840
17,2872
17,1025
17,563
17,3116
17,3806
17,1402
17,984
17,499
17,1881
17,2700
17,2879
17,3303
17,189
17,290
17,3957
17,824
17,1844
17,273
907,356
821,174
821,2215
1629,2153
1629,2
1629,68
1629,1306
1629,1010
1638,1911
1638,372
1638,1557
1379,202
1379,256
1379,1828
1379,2464
761,1950
36,3082
36,1173
36,2608
36,684
36,3592
36,1539
36,347
36,2968
36,2627
36,1012
36,965
36,3313
36,1456
36,3256
36,1522
36,141
36,896
36,174
36,2789
36,849
36,3653
36,205
36,2842
36,1603
36,384
36,2995
2887,3324
2887,1692
2887,3605
2887,3335
2887,2022
2887,3575
2266,1342
143,2872
3964,2018
875,2433
2670,3385
1308,1670
1308,1210
948,174
2950,2608
2950,2005
2950,1544
2950,2966
2950,3593
2950,2114
2950,504
2950,2933
2950,2687
2950,14
2950,2998
2950,856
2950,1563
2950,840
2014,3483
2014,1710
2014,2011
2014,2061
2014,3067
2014,2433
2014,3981
2014,3294
2014,3382
2014,504
2014,2933
2014,2708
2014,2817
2014,3870
2014,2101
2014,1402
1720,2507
1720,196
1720,2872
1030,2164
1030,1747
3622,2336
1288,2927
1040,639
2226,2236
2226,3258
1055,1480
1055,1210
1055,2872
3216,1672
3216,2263
3082,3408
3082,1881
1465,2922
1465,1631
1465,225
3805,718
3805,3285
3805,3815
3805,1627
3805,2150
3805,3648
3805,780
3805,3662
3318,3610
3318,597
3318,3336
3318,2439
3318,3840
3318,3356
3318,1181
3318,3296
3318,2150
3318,849
3318,1881
23,1617
23,196
23,174
23,563
2921,2263
2921,2638
259,317
259,1617
259,64
259,1033
259,2872
1989,684
1989,2
1989,689
1256,3578
1256,1170
1256,179
1256,3177
1256,2817
1256,3680
1256,1378
1256,1177
1256,3781
1256,677
1256,98
1256,3695
1256,849
1256,1830
1256,1498
457,174
457,709
109,1891
109,812
109,174
381,1911
381,2691
381,268
3594,2872
43,1012
43,100
43,560
1738,2443
2608,3592
2608,2966
2608,3198
2777,1159
2777,3027
3210,1930
152,205
3973,2966
785,205
1340,2872
1701,1114
2525,962
574,494
54,1680
54,222
54,2082
54,2702
54,2079
54,150
54,1526
54,40
54,28
54,1726
54,689
54,1511
54,174
54,1162
54,1718
54,3648
54,650
54,226
54,472
3223,2898
1017,175
1017,2443
1017,1770
3175,3198
3175,3235
3175,998
3175,535
1208,3951
1976,2130
684,174
3910,2927
2653,2641
67,356
467,212
2033,333
2033,2760
2033,1410
2033,3218
1572,226
2724,333
2724,500
2724,2966
2724,1158
37,111
37,500
37,154
37,4
37,978
37,1387
37,3199
37,196
37,570
37,260
37,58
37,2464
37,174
37,1590
37,434
37,543
37,490
2648,2945
805,3198
805,3459
805,373
3260,2226
2796,2853
2796,1145
2381,785
2381,684
2381,2657
2381,108
2381,205
2386,3434
1783,2061
2569,3198
2569,2762
2569,372
2569,205
1480,1159
2006,817
2006,1159
2006,100
2006,3582
2765,2016
335,356
2805,3067
2805,1162
2805,1881
1170,502
1170,121
2739,1173
2739,3592
2739,3623
2739,2802
2739,92
793,84
793,53
793,174
1067,174
129,684
129,294
63,2336
63,1152
63,630
63,2724
63,2061
63,2144
63,3064
63,153
63,1800
63,450
63,1276
63,3
63,454
63,2825
63,2146
63,3892
63,202
63,914
63,1599
63,460
63,196
63,40
63,28
63,1726
63,2383
63,141
63,495
63,2464
63,853
63,174
63,1803
63,725
63,2872
63,1025
874,450
111,1173
111,684
111,1572
111,1680
111,450
111,810
111,1539
111,1223
111,3198
111,454
111,804
111,501
111,1684
111,154
111,1836
111,716
111,1664
111,2573
111,2836
111,3670
111,2466
111,3892
111,150
111,1522
111,3917
111,296
111,1917
111,1552
111,362
111,618
111,3734
111,101
111,372
111,1828
111,495
111,64
111,1525
111,174
111,3328
111,1809
111,3716
111,78
111,1498
111,434
111,2140
111,220
111,297
111,3778
111,535
111,1220
111,2263
111,445
111,856
111,1958
111,1106
111,639
111,1025
111,225
111,3957
2061,1631
2742,2853
2005,1382
2005,643
2005,2933
2005,1092
2005,326
2005,3744
2005,3476
113,1443
113,1399
113,202
1944,1921
2144,77
2144,502
2144,3816
2144,2383
2144,813
9,419
9,260
9,174
9,2263
2829,3067
1987,1680
1987,215
2139,1869
2139,534
2139,2011
2139,817
2139,2061
2139,2005
2139,253
2139,1593
2139,1680
2139,3539
2139,450
2139,810
2139,3081
2139,2433
2139,3198
2139,934
2139,454
2139,1159
2139,518
2139,608
2139,961
2139,3812
2139,2198
2139,904
2139,2975
2139,323
2139,555
