task_id,truth
0,4.2
1,4.0
2,3.8
3,4.1
4,4.4
5,4.5
6,4.0
7,4.2
8,4.3
9,4.1
10,4.3
11,4.1
12,4.4
13,4.7
14,4.7
15,4.3
16,4.3
17,4.2
18,3.8
19,4.0
20,4.4
21,4.0
22,4.0
23,4.4
24,4.6
25,4.8
26,4.0
27,3.2
28,4.5
29,4.8
30,4.6
31,4.3
32,4.4
33,4.3
34,4.7
35,3.6
36,4.3
37,4.2
38,4.1
39,3.8
40,4.3
41,4.0
42,4.5
43,3.8
44,4.4
45,3.6
46,4.1
47,4.7
48,4.5
49,4.5
50,4.2
51,4.2
52,4.4
53,4.4
54,4.5
55,4.7
56,4.2
57,4.1
58,4.6
59,4.4
60,4.3
61,4.2
62,4.8
63,4.0
64,4.3
65,3.9
66,4.4
67,4.4
68,3.8
69,4.4
70,4.5
71,4.0
72,4.2
73,4.2
74,4.2
75,4.4
76,4.3
77,4.6
78,4.4
79,4.4
80,3.9
81,4.5
82,4.2
83,4.4
84,4.6
85,4.7
86,4.0
87,3.9
88,4.3
89,4.0
90,3.9
91,4.4
92,4.1
93,4.1
94,4.4
95,3.9
96,4.3
97,4.4
98,3.8
99,4.5
100,4.3
101,4.3
102,4.4
103,4.7
104,4.6
105,4.6
106,4.2
107,4.4
108,4.5
109,4.4
110,4.4
111,4.6
112,4.2
113,4.3
114,4.3
115,4.4
116,4.2
117,4.2
118,3.8
119,4.4
120,4.5
121,4.6
122,4.6
123,4.6
124,4.5
125,4.4
126,4.0
127,3.8
128,4.6
129,4.2
130,3.2
131,4.5
132,3.9
133,4.2
134,4.7
135,4.1
136,4.5
137,4.2
138,4.4
139,4.3
140,4.0
141,4.8
142,4.5
143,4.2
144,3.9
145,4.5
146,4.7
147,4.8
148,3.7
149,4.7
150,4.4
151,4.2
152,4.1
153,4.3
154,4.1
155,3.8
156,3.9
157,3.7
158,4.7
159,4.2
160,4.7
161,4.0
162,4.7
163,4.5
164,4.8
165,3.8
166,4.1
167,4.4
168,4.4
169,4.0
170,4.3
171,4.1
172,4.5
173,3.0
174,4.7
175,4.1
176,4.5
177,4.7
178,4.4
179,4.9
180,4.6
181,4.6
182,4.2
183,4.0
184,3.8
185,4.4
186,4.4
187,4.5
188,4.3
189,4.4
190,4.9
191,3.7
192,4.2
193,4.7
194,2.8
195,4.5
196,4.4
197,3.3
198,4.6
199,4.5
200,4.8
201,4.1
202,4.5
203,4.3
204,4.5
205,4.3
206,4.3
207,4.7
208,4.1
209,4.4
210,4.6
211,4.6
212,4.3
213,4.3
214,4.4
215,4.3
216,4.3
217,4.7
218,4.5
219,4.5
220,4.7
221,4.3
222,4.0
223,4.0
224,4.5
225,4.2
226,4.2
227,4.1
228,4.3
229,4.5
230,4.2
231,4.7
232,4.9
233,4.6
234,3.8
235,3.6
236,4.5
237,4.2
238,4.1
239,4.3
240,3.2
241,3.6
242,4.5
243,4.3
244,3.6
245,3.9
246,4.4
247,4.2
248,4.4
249,4.3
250,4.7
251,4.2
252,4.4
253,4.5
254,3.7
255,4.8
256,4.2
257,3.8
258,4.7
259,4.4
260,4.1
261,4.5
262,4.0
263,3.7
264,4.1
265,4.6
266,4.3
267,4.2
268,4.6
269,4.7
270,4.8
271,4.3
272,4.1
273,4.3
274,4.1
275,3.5
276,4.6
277,4.0
278,4.1
279,3.9
280,4.0
281,4.8
282,4.5
283,4.2
284,4.7
285,4.0
286,3.9
287,4.6
288,3.8
289,3.6
290,4.0
291,4.4
292,3.6
293,4.7
294,4.0
295,3.8
296,4.1
297,4.7
298,4.1
299,4.8
300,3.0
301,4.1
302,5.0
303,4.6
304,4.8
305,4.3
306,4.8
307,3.5
308,4.5
