task_id,truth
0,4.2
1,3.9
2,3.6
3,4.3
4,4.4
5,4.5
6,4.0
7,4.4
8,4.0
9,4.1
10,4.6
11,4.2
12,4.1
13,4.0
14,4.6
15,4.5
16,4.2
17,3.9
18,4.4
19,4.2
20,4.0
21,3.7
22,4.0
23,3.8
24,4.1
25,4.0
26,4.2
27,4.3
28,4.3
29,4.1
30,4.4
31,4.7
32,4.7
33,4.3
34,4.3
35,4.2
36,3.8
37,4.0
38,4.4
39,4.0
40,4.0
41,4.4
42,4.8
43,3.2
44,4.5
45,4.8
46,4.6
47,4.3
48,4.4
49,4.3
50,4.7
51,4.2
52,4.1
53,3.8
54,4.3
55,4.5
56,3.8
57,3.6
58,4.7
59,4.5
60,4.5
61,4.2
62,4.4
63,4.4
64,4.5
65,4.7
66,4.2
67,4.1
68,4.6
69,4.4
70,4.3
71,4.2
72,4.8
73,4.0
74,4.3
75,3.9
76,4.4
77,4.4
78,3.8
79,4.4
80,4.5
81,4.0
82,4.2
83,4.4
84,4.3
85,4.6
86,4.4
87,4.4
88,3.9
89,4.5
90,4.2
91,4.6
92,4.7
93,4.3
94,4.0
95,3.9
96,4.4
97,4.1
98,4.1
99,4.4
100,3.9
101,4.3
102,4.4
103,3.8
104,4.5
105,4.3
106,4.3
107,4.4
108,4.7
109,4.6
110,4.6
111,4.2
112,4.4
113,4.5
114,4.4
115,4.4
116,4.6
117,4.2
118,4.3
119,4.3
120,4.4
121,4.2
122,4.2
123,3.8
124,4.4
125,4.5
126,4.6
127,4.6
128,4.6
129,4.4
130,3.8
131,4.6
132,4.2
133,3.2
134,4.5
135,3.9
136,4.2
137,4.7
138,4.1
139,4.5
140,4.2
141,4.4
142,4.3
143,4.0
144,4.8
145,4.5
146,4.2
147,3.9
148,4.5
149,4.7
150,4.8
151,3.7
152,4.7
153,4.4
154,4.2
155,4.1
156,4.3
157,4.1
158,3.8
159,4.7
160,4.2
161,4.7
162,4.0
163,4.7
164,4.5
165,4.8
166,3.8
167,4.1
168,4.4
169,4.4
170,4.0
171,4.3
172,4.1
173,4.5
174,3.0
175,4.7
176,4.1
177,4.5
178,4.7
179,4.4
180,4.9
181,4.6
182,4.2
183,4.0
184,3.8
185,4.4
186,4.4
187,4.5
188,4.3
189,4.4
190,4.9
191,3.7
192,4.2
193,4.7
194,2.8
195,4.5
196,4.4
197,3.3
198,4.6
199,4.5
200,4.8
201,4.1
202,4.5
203,4.3
204,4.5
205,4.3
206,4.3
207,4.7
208,4.1
209,4.4
210,4.6
211,4.6
212,4.3
213,4.3
214,4.4
215,4.3
216,4.3
217,4.7
218,4.5
219,4.5
220,4.7
221,4.3
222,4.0
223,4.0
224,4.5
225,4.2
226,4.2
227,4.1
228,4.3
229,4.5
230,4.2
231,4.7
232,4.9
233,4.6
234,3.8
235,3.6
236,4.5
237,4.2
238,4.1
239,4.3
240,3.2
241,3.6
242,4.5
243,4.3
244,3.6
245,3.9
246,4.4
247,4.2
248,4.4
249,4.3
250,4.7
251,4.2
252,4.4
253,4.5
254,3.7
255,4.8
256,4.2
257,3.8
258,4.7
259,4.4
260,4.1
261,4.5
262,4.0
263,3.7
264,4.1
265,4.6
266,4.3
267,4.2
268,4.6
269,4.7
270,4.8
271,4.3
272,4.1
273,4.3
274,4.1
275,3.5
276,4.6
277,4.0
278,4.1
279,3.9
280,4.0
281,4.8
282,4.5
283,4.2
284,4.7
285,4.0
286,3.9
287,4.6
288,3.8
289,3.6
290,4.0
291,4.4
292,3.6
293,4.7
294,4.0
295,3.8
296,4.1
297,4.7
298,4.1
299,4.8
300,3.0
301,4.1
302,5.0
303,4.6
304,3.5
305,4.8
306,4.3
307,4.8
308,4.5
