worker_id,task_id,label
0,0,5
0,83,4
0,87,5
1,0,5
2,0,5
2,10,5
2,11,4
2,24,4
2,31,4
2,47,3
2,70,4
2,102,3
2,109,4
2,123,4
2,156,3
3,0,5
3,32,5
3,58,3
3,71,5
3,170,4
4,0,5
4,11,5
5,0,5
6,0,1
6,11,5
6,171,1
7,0,5
8,0,5
8,42,5
8,84,5
9,0,5
9,10,5
9,39,5
9,96,5
9,135,3
9,201,4
10,0,5
10,2,5
10,3,5
10,4,5
10,16,4
10,21,4
10,37,4
11,0,5
11,4,5
11,6,4
11,35,4
11,187,5
12,0,5
12,34,5
13,0,5
13,1,4
13,4,4
13,24,5
13,29,4
13,35,4
13,57,4
14,0,5
14,1,5
14,2,5
14,3,5
14,4,4
14,6,5
14,11,5
14,21,4
14,24,5
14,28,5
14,38,4
14,43,5
14,51,4
14,74,5
14,79,4
14,92,4
14,115,5
14,141,4
14,151,4
14,157,4
14,169,4
14,193,5
15,0,4
15,3,5
15,5,3
15,6,4
15,7,4
15,8,4
15,11,4
15,12,3
15,14,4
15,15,5
15,16,4
15,19,3
15,21,3
15,22,4
15,29,2
15,35,3
15,38,5
15,39,4
15,49,4
15,55,4
15,63,3
15,67,4
15,88,3
15,97,4
15,98,4
15,99,4
15,103,3
15,115,4
15,116,4
15,117,2
15,119,4
15,133,4
15,137,3
15,141,5
15,150,5
15,157,4
15,169,4
15,171,4
15,187,3
16,0,5
16,2,5
16,3,5
16,8,5
16,15,4
16,19,4
16,22,5
16,80,5
16,112,5
17,0,4
17,2,4
17,4,5
17,13,5
17,29,5
17,33,5
17,44,5
17,58,4
17,61,5
17,79,4
17,121,4
18,0,5
18,41,4
18,53,5
18,72,5
18,91,5
18,109,4
18,124,5
18,168,4
19,0,5
19,1,5
19,3,5
19,4,4
19,5,5
19,16,4
19,21,5
19,83,4
19,88,4
19,99,4
19,157,4
20,0,5
20,1,5
20,2,5
20,4,5
20,12,5
20,21,5
20,26,5
20,36,5
20,42,3
20,43,5
20,71,4
20,88,5
20,94,3
20,117,4
20,121,4
20,128,5
20,164,4
20,169,4
20,187,5
20,189,4
20,193,4
21,0,5
21,3,5
21,4,4
21,7,5
21,8,5
21,10,4
21,11,5
21,14,5
21,15,5
21,17,5
21,19,4
21,20,4
21,21,5
21,22,4
21,28,5
21,33,4
21,35,5
21,36,5
21,37,4
21,39,5
21,41,5
21,42,3
21,43,5
21,45,4
21,49,4
21,50,4
21,51,4
21,52,3
21,53,5
21,54,4
21,58,4
21,63,4
21,65,4
21,67,4
21,71,5
21,76,4
21,96,4
21,97,5
21,99,4
21,100,4
21,105,4
21,116,4
21,125,4
21,126,4
21,133,4
21,147,4
21,150,4
21,169,5
21,179,4
21,185,4
21,187,4
21,191,4
21,197,4
22,0,4
22,3,4
22,4,4
22,6,4
22,8,4
22,10,4
22,12,4
22,13,4
22,15,4
22,16,4
22,17,4
22,20,4
22,21,4
22,23,4
22,35,4
22,36,4
22,37,4
22,39,4
22,43,4
22,46,4
22,50,4
22,57,4
22,61,4
22,63,4
22,65,4
22,78,4
22,85,4
22,87,4
22,88,4
22,89,4
22,90,4
22,92,4
22,97,4
22,99,4
22,101,4
22,105,4
22,106,4
22,107,4
22,112,4
22,115,4
22,116,4
22,117,5
22,119,4
22,125,4
22,138,4
22,141,4
22,147,4
22,150,4
22,157,4
22,163,4
22,166,4
22,171,4
22,177,4
22,180,4
22,181,4
22,186,4
22,195,4
22,197,4
23,0,5
23,119,5
24,0,5
24,1,5
24,169,5
24,187,4
24,188,4
25,0,4
26,0,5
26,4,5
26,16,5
26,29,5
26,35,5
26,99,5
26,133,5
26,160,4
26,166,4
27,0,4
27,6,4
27,7,5
27,8,5
27,10,5
27,21,5
27,25,4
27,26,4
27,28,4
27,33,5
27,50,4
27,72,5
27,76,4
27,89,4
27,92,5
27,102,4
27,105,4
27,111,4
27,124,4
27,141,5
28,0,4
28,4,4
28,16,4
28,29,4
28,35,4
28,51,4
28,74,4
28,81,4
28,91,4
28,135,4
29,0,5
30,0,5
30,19,5
30,103,5
31,0,3
32,0,4
32,1,4
32,4,4
32,16,4
32,66,5
32,80,5
32,84,5
33,0,5
33,1,5
33,2,5
33,4,4
33,6,5
33,8,5
33,9,5
33,13,5
33,14,5
33,18,4
33,19,4
33,20,4
33,21,4
33,22,5
33,29,5
33,35,5
33,38,5
33,39,5
33,42,5
33,43,5
33,53,5
33,76,3
33,79,5
33,90,4
33,97,4
33,99,5
33,101,5
33,106,4
33,108,5
33,114,5
33,116,4
33,124,4
33,137,4
33,140,5
33,141,5
33,144,5
33,145,5
33,147,4
33,149,5
33,152,1
33,154,5
33,157,5
33,162,5
33,167,4
33,181,4
33,186,4
33,192,5
33,201,4
34,0,5
34,12,5
34,42,5
34,74,4
34,99,5
35,0,5
35,2,5
35,3,5
35,4,5
35,5,5
35,6,5
35,9,5
35,11,5
35,12,4
35,13,5
35,21,5
35,22,5
35,37,5
35,41,5
35,44,5
36,0,5
36,3,5
36,7,5
36,8,5
36,11,5
36,12,5
36,21,5
36,25,5
36,41,5
36,49,5
36,52,5
36,59,5
36,69,4
36,76,4
36,79,4
36,83,5
36,99,5
36,100,4
36,110,4
36,133,5
36,142,5
36,144,5
36,146,4
36,149,4
36,167,5
36,181,5
36,184,4
36,190,4
37,0,5
37,1,5
37,2,5
37,3,5
37,4,5
37,5,5
37,6,5
37,7,5
37,8,5
37,9,4
37,10,5
37,11,5
37,12,4
37,13,4
37,14,5
37,15,4
37,16,3
37,18,3
37,19,4
37,20,5
37,21,4
37,22,5
37,24,5
37,25,4
37,28,4
37,29,4
37,33,4
37,35,4
37,37,4
37,39,4
37,41,4
37,42,4
37,43,5
37,45,4
37,49,5
37,53,4
37,54,4
37,58,4
37,61,4
37,63,3
37,65,4
37,66,5
37,67,4
37,68,3
37,69,3
37,73,5
37,79,4
37,80,5
37,83,3
37,88,4
37,89,5
37,90,5
37,91,4
37,94,3
37,97,3
37,99,4
37,103,5
37,115,4
37,116,4
37,117,5
37,123,5
37,133,4
37,137,4
37,150,4
37,154,3
37,157,4
37,167,5
37,187,4
38,0,5
38,12,5
38,76,5
38,117,5
38,123,4
39,0,5
39,16,5
39,24,5
39,111,5
39,123,5
39,125,5
39,133,5
39,169,5
39,176,5
40,0,5
41,0,5
41,14,5
41,135,3
41,197,4
42,0,5
42,1,4
42,4,5
42,28,5
42,101,4
42,117,4
42,154,4
42,169,4
43,0,5
43,2,5
43,4,5
43,5,5
43,7,5
43,11,4
43,13,4
43,17,4
43,19,4
43,23,5
43,29,4
43,33,5
43,35,5
43,39,4
43,42,5
43,44,4
43,50,5
43,53,5
43,58,4
43,65,5
43,71,4
43,88,4
43,117,5
44,0,5
44,14,5
44,54,4
44,95,5
45,0,5
45,1,4
45,16,4
45,17,5
45,20,5
45,27,3
45,35,4
45,40,4
45,58,3
45,76,5
45,161,4
45,176,3
46,0,5
46,3,5
46,21,5
46,26,5
46,77,5
46,88,5
46,118,4
46,133,5
46,135,5
47,0,5
47,1,5
47,2,5
47,3,5
47,4,4
47,5,4
47,6,5
47,7,5
47,8,4
47,13,4
47,16,3
47,17,4
47,19,4
47,21,4
47,28,4
47,29,5
47,36,4
47,37,3
47,38,4
47,39,4
47,43,4
47,44,4
47,49,4
47,50,4
47,51,4
47,58,3
47,59,4
47,63,3
47,65,4
47,66,4
47,69,3
47,71,4
47,73,3
47,78,4
47,79,4
47,88,4
47,89,4
47,90,4
47,91,4
47,93,3
47,97,4
47,100,4
47,106,3
47,107,4
47,115,4
47,116,3
47,122,4
47,127,3
47,133,4
47,138,3
47,150,3
47,154,4
47,157,3
47,162,3
47,163,3
47,166,3
47,186,3
47,188,3
47,200,3
48,0,5
48,5,4
48,6,5
48,19,4
48,171,3
49,0,5
49,1,5
49,11,5
49,44,5
49,56,5
49,67,5
49,109,5
49,127,5
49,131,5
49,156,4
49,158,5
50,0,5
50,2,5
50,24,5
50,193,5
51,0,4
51,14,4
51,16,5
51,21,5
51,29,5
51,83,4
51,99,3
51,116,4
52,0,5
52,150,5
52,171,5
53,0,4
53,12,5
53,54,4
54,0,5
55,0,5
55,130,5
56,0,5
56,16,5
56,24,4
57,0,5
57,87,5
58,0,4
58,1,5
58,2,5
