dataset,GoodReadsDatasets_RedundancyCut/GoodReads_309t_490w_6r
ALPHA,0.1
G_Size,5
Iteration Count,146
task_id,prediction_label
3,3.200252589919279
0,3.1324664560840545
7,4.04419581364435
14,3.9045556937349564
20,4.0355648885707645
21,3.8703216402670013
298,3.985292167607761
297,4.127296683776605
25,4.085253726852411
294,4.106430758413973
293,4.793501722589901
40,4.269230336612853
41,4.066876550421727
44,3.945693533517873
272,3.897550138498702
270,4.081559232890294
60,4.810749825505041
66,4.119764221693429
70,3.9727997325791824
100,4.026382046169769
199,4.7921864319777425
194,4.0161131202821325
300,4.111570613233336
62,4.244249073443271
67,3.1656891600047126
254,3.064603377985975
244,4.899999999998926
234,3.1287437422894118
93,3.886529102423784
105,4.08513201260944
158,4.8030842604407376
154,4.785693275139672
5,4.789801605878477
6,4.058654329498889
42,3.92833786618938
45,3.915515427637384
46,4.800145460537195
73,3.897370170914447
74,3.9240640435816916
152,3.999999998579403
4,3.9237692292561577
308,3.983414679893011
9,4.105082286961674
11,3.9386331373518733
12,3.5058198954527877
15,4.211318478439316
304,4.1407349560902045
301,4.040183468975913
295,4.801913553875516
28,3.1513311570167453
32,3.8961068993248094
33,4.082045391104182
37,4.246681608748232
38,4.801490687551165
39,3.959142222437559
43,3.9458800961492932
49,3.916605131360487
50,3.968732778410903
51,4.150851768817644
54,4.783194266877025
271,3.901751563143216
269,2.9000000010535287
56,3.9501215773790053
268,3.899766298439248
58,4.10795467044168
59,4.147674686789423
264,4.786791613784628
61,4.805965509871486
263,4.036209752453464
262,3.1744326729659726
63,3.349198153832487
64,4.806985320306949
65,3.9013891891050942
261,4.766817331082692
260,4.197497988904708
258,4.658385953171379
257,4.802895341489956
256,2.951778692448956
75,3.912754194723278
251,4.009508518927626
249,4.1338982021051525
246,3.1906297036238565
240,4.786780569197403
239,3.970362378874647
238,4.79439774225579
85,2.900530542572659
88,4.801804308365091
89,4.070931674347449
91,3.902219610372658
92,4.098279953577377
94,3.934842332408129
95,4.8018454135116615
212,2.966196294485573
211,4.802484436458348
112,3.178426790554586
193,3.9595546053200534
8,3.154003960628499
16,3.1864806131260015
17,3.9574127922957407
18,4.066636117124622
19,3.913347552412474
299,4.80297042139724
24,4.059422877380612
30,3.151702956101961
71,4.797333128323362
242,3.035707479832282
236,3.963306712093193
96,3.1943151069039466
97,3.9008687584438677
98,3.9000004247124354
101,4.079659599821439
102,4.786321071198752
103,4.099999808954696
106,4.7853586649049005
107,3.921251759253413
108,4.80328021978556
109,3.163428870919695
114,4.08177462834077
115,3.9363870026808425
302,4.803292308215075
252,4.801939246845014
233,4.806760992913979
86,4.005079410916771
231,4.606620963869161
90,4.0453675957538
1,3.1277038618458852
53,2.9036336657665895
2,4.804743573896752
303,4.799407702324936
296,4.785598991619355
26,4.094939974798426
31,4.074716103463705
245,4.803301527220538
243,4.800151980208297
119,4.801036345313626
10,4.800462155199416
13,3.180407054572338
69,4.0111703545095825
84,4.800058105059647
285,4.8049455958176726
35,4.8061143779441435
36,3.984308558750443
83,3.900136767001392
232,3.856907981614869
306,4.808459249958655
305,4.796251191241412
29,3.9500263376788456
52,4.802177711312793
110,2.9010203590966332
135,3.115885050924235
176,4.800912165177785
77,2.3
142,4.16638481587693
27,4.081602480522567
113,4.016449498373182
138,4.104936486539589
169,3.8991108856100882
167,4.8062146799487895
163,4.8950327713091655
160,4.791120674207764
275,3.900033390434536
235,4.140834463984725
213,3.198685770977194
202,4.180720489214832
200,4.1121283707452925
191,4.817516463991421
157,4.81593694440298
23,3.90840927789563
57,4.808931505455739
99,4.099955937538343
156,3.9068260065063547
267,2.3
125,3.1673440681601064
72,3.938638111723696
76,3.9000043906174593
248,4.842958065355174
78,3.151393163733494
79,4.0929625039325845
82,3.1004858805831654
117,4.802532231979276
145,3.8934620712612733
116,3.900004900072515
307,4.080805843524161
34,3.9999937181751584
222,4.811113186489451
217,3.908151427096073
134,3.9999999642637305
140,4.0
170,4.797913675381651
143,3.9026811100209087
166,4.173634249762831
165,3.911146936273789
159,3.902162582826443
188,3.100000002690434
146,3.9139118085464997
290,3.8799179772391192
277,3.900344695569364
237,3.936878737913228
161,4.80002550760435
22,3.9049312062932313
259,3.899284277709497
68,4.8005571038610775
80,2.900000916910279
288,3.930141084546965
283,4.025918779541633
209,3.1834552092171187
196,3.9219488936130844
255,3.9454247390792494
118,3.9729064151096343
273,3.804108816245096
186,3.899996064710079
