# 节点数  边数   ,2010  53283
197,1804
197,769
197,1908
1036,32
1036,1688
1036,388
351,1780
351,1440
351,461
351,276
351,795
351,741
351,145
351,51
351,712
351,1806
351,1350
351,1475
351,749
351,12
457,394
457,47
457,253
457,1552
457,276
457,1353
457,1575
457,166
457,1410
457,238
457,105
457,1507
457,1166
1670,148
1670,1270
1670,1031
1670,772
1670,1857
1670,1366
1670,725
1670,691
1670,833
1670,1533
1670,273
1670,1963
1670,971
1670,301
1670,2
1670,12
1670,1231
1670,1977
1514,1905
1514,670
1514,928
1514,807
1514,941
1514,236
1514,1933
1514,764
1514,973
1514,328
1514,137
1514,145
1514,1911
1514,346
1514,1982
1514,1303
1514,1065
1514,409
1514,572
1514,88
1514,265
761,1514
761,886
761,1237
761,148
761,838
761,1215
761,394
761,34
761,682
761,1733
761,685
761,1421
761,1281
761,767
761,1624
761,1109
761,216
761,1058
761,885
761,1152
761,1948
761,1621
761,1692
761,1620
761,811
761,1053
761,1570
761,1263
761,1777
761,429
761,121
761,1857
761,55
761,802
761,1540
761,507
761,1945
761,1801
761,1529
761,383
761,1726
761,745
761,1973
761,236
761,1949
761,862
761,560
761,1498
761,1648
761,1336
761,1538
761,555
761,729
761,1689
761,1163
761,1291
761,943
761,1240
761,725
761,1736
761,1229
761,1552
761,999
761,1494
761,1315
761,768
761,1723
761,1171
761,1297
761,1562
761,795
761,676
761,700
761,1876
761,615
761,786
761,1603
761,614
761,1001
761,391
761,284
761,880
761,1893
761,1433
761,1994
761,1290
761,1162
761,1533
761,770
761,712
761,1785
761,1342
761,25
761,1508
761,326
761,1633
761,644
761,1979
761,15
761,971
761,29
761,1765
761,1033
761,1814
761,1447
761,166
761,749
761,1356
761,1012
761,1239
761,680
761,65
761,1688
761,1982
761,330
761,548
761,987
761,118
761,1887
761,74
761,27
761,1637
761,293
761,432
761,1980
761,1995
761,1589
761,240
761,1619
761,527
761,523
761,105
761,152
761,1384
761,1699
761,1819
761,535
761,1507
761,1166
761,681
872,1584
872,95
872,1292
872,1520
872,939
872,460
872,1910
872,1667
872,237
872,829
872,343
872,918
872,102
872,1172
872,672
