# 节点数  边数   ,60105  293298
23628,56493
23628,49326
23628,59499
23628,46086
23628,59820
23628,35445
23628,18653
23628,40640
23628,13468
23628,31940
23628,48171
23628,790
23628,34447
23628,48489
23628,33976
23628,38090
23628,27645
23628,40786
23628,41503
23628,51293
23628,17100
23628,45754
23628,21112
23628,53695
23628,58042
23628,13240
23628,20786
23628,5608
23628,35899
23628,967
23628,50729
23628,3903
23628,45615
23628,10847
23628,41839
23628,17458
23628,1648
23628,2790
23628,36833
23628,15509
23628,45624
23628,27956
23628,17411
23628,54653
23628,27627
23628,36980
23628,53613
23628,12188
23628,43628
23628,9188
23628,931
23628,54891
23628,41287
23628,39471
23628,10582
23628,12106
23628,40374
23628,13405
23628,12715
23628,59004
23628,2456
23628,41760
23628,20439
23628,39544
23628,38470
23628,1426
23628,2689
23628,54423
23628,28375
23628,4301
23628,2601
23628,8995
23628,7903
23628,54960
23628,13961
23628,25106
23628,37483
23628,29554
23628,5770
23628,12794
23628,8732
23628,58661
23628,5612
23628,5089
23628,13201
23628,39840
23628,20675
23628,38311
23628,11994
23628,41657
23628,2145
23628,2656
23628,12000
23628,5327
23628,50960
23628,38342
23628,38190
23628,11959
23628,39863
23628,30661
23628,27625
23628,41160
23628,12167
23628,11801
23628,25619
23628,3977
23628,46708
23628,26955
23628,43758
23628,35731
23628,47986
23628,29327
23628,15584
23628,58123
23628,34238
23628,3481
23628,2263
23628,45983
23628,43690
23628,40952
23628,20008
23628,29080
23628,47589
23628,31678
23628,21117
23628,11682
23628,2943
23628,19609
23628,39771
23628,8735
23628,6161
23628,31390
23628,30994
23628,33478
23628,53787
23628,27273
23628,30449
23628,8371
23628,59111
23628,204
23628,14996
23628,27222
23628,37343
23628,59747
23628,8963
23628,27180
23628,39949
23628,40864
23628,44061
23628,38149
23628,35327
23628,27149
23628,2578
23628,39849
23628,12162
23628,4712
23628,22881
23628,8133
23628,36517
23628,131
23628,17544
23628,41559
23628,26207
23628,9792
23628,31727
23628,7896
23628,12210
23628,46807
23628,10668
23628,38396
23628,20577
23628,43345
23628,42304
23628,3867
23628,45464
23628,27197
23628,12433
23628,11958
23628,17767
23628,27205
23628,37644
23628,45423
23628,43607
23628,584
23628,30807
23628,14507
23628,36490
23628,1975
23628,14038
23628,17480
23628,41851
23628,24439
23628,29852
23628,40733
23628,33405
23628,45439
23628,48068
23628,36057
23628,9963
23628,8573
23628,25424
23628,36224
23628,31373
23628,6029
23628,4105
23628,41527
23628,40029
23628,11196
23628,51002
23628,9944
23628,43608
23628,4227
23628,17811
23628,36339
23628,27422
23628,9136
23628,10203
23628,35051
23628,38637
23628,33573
23628,10627
23628,38024
23628,14961
23628,31959
23628,17003
23628,2701
23628,4494
23628,55872
23628,41842
23628,5313
23628,21103
23628,27615
23628,38630
23628,23609
23628,32166
23628,2744
23628,5925
23628,21622
23628,24941
23628,1817
23628,29802
23628,31745
23628,47458
23628,35983
23628,10515
23628,21504
23628,43885
23628,54365
23628,21518
23628,6337
23628,14918
23628,49834
23628,19541
23628,5009
23628,2816
23628,40993
23628,43092
23628,8583
23628,17200
23628,59098
23628,50630
23628,4633
23628,29882
23628,35592
23628,25194
23628,36715
23628,24835
23628,57735
23628,58456
23628,2859
23628,22526
23628,25241
23628,3630
23628,1011
23628,7112
23628,43784
23628,40584
23628,7658
23628,4455
23628,29707
23628,24894
23628,25130
23628,39903
23628,49457
23628,17101
23628,32831
23628,4637
23628,2118
23628,1579
23628,59967
23628,11101
23628,27288
23628,37559
23628,25434
23628,13408
23628,55763
23628,7446
23628,50296
23628,5371
23628,51983
23628,38996
23628,41474
23628,37328
23628,35643
23628,13066
23628,15038
23628,49891
23628,41695
23628,8417
23628,30340
23628,34192
23628,46246
23628,5906
23628,37604
23628,46244
23628,35532
23628,9728
23628,10045
23628,38039
23628,39722
23628,78
23628,56201
23628,37948
23628,6555
23628,18755
23628,36297
23628,30428
23628,3625
23628,38072
23628,38428
23628,6786
23628,31988
23628,23833
23628,8654
23628,31538
23628,38849
23628,28794
23628,58272
2531,21569
2531,58550
2531,458
2531,39054
2531,2179
2531,3152
2531,22246
2531,692
2531,21669
2531,33494
32135,13044
542,4574
542,587
542,33175
8076,3635
8076,16675
27161,14493
11909,12164
11909,14823
11909,8447
18834,58825
41411,5831
34879,14822
15297,17547
15297,57224
15297,42653
1054,36762
1054,6561
1054,15133
1054,39762
1054,33843
1054,49406
1054,2559
4199,39054
39200,50505
40364,45494
17127,169
17127,6294
32122,34054
2045,11747
2045,1680
2045,8897
56950,24499
56950,19682
56950,39801
14506,58891
14506,51912
14506,48242
14506,50048
14506,28433
14506,55178
14506,58911
14506,31778
14506,24125
14506,23013
29028,19784
29028,9704
29028,46869
29028,47341
29028,12916
29028,34627
29028,2196
29028,45453
29028,6711
29028,2386
25097,4457
16711,59342
16711,39392
16711,31084
16711,58035
16711,42151
16711,53087
44856,32471
44856,48208
44856,15560
44856,56057
44856,3577
44856,55313
44856,45398
44856,56936
44856,46598
44856,34250
44856,51766
44856,42113
44856,21069
33411,11747
33411,30501
33411,35726
36848,25675
1041,32679
1041,19032
1041,60070
1041,43205
1041,26833
1041,58553
1041,31547
1041,21255
1041,11505
1041,31661
1041,33313
1041,52451
1041,4976
1041,56854
1041,7320
1041,54946
1041,17247
1041,53228
1041,4407
1041,53186
1041,56917
1041,6751
1041,14254
1041,10397
1041,28279
1041,34621
1041,26025
1041,1153
1041,6895
1041,55653
1041,55045
1041,16663
1041,34294
1041,33375
1041,32992
1041,44916
1041,32383
1041,26490
1041,56857
1041,1407
1041,33507
1041,1523
1041,25786
1041,6891
1041,1208
1041,21003
1041,2899
1041,38796
1041,58178
1041,43832
1041,33002
1041,5081
1041,27217
1041,19835
1041,2232
1041,23884
1041,50632
1041,56544
1041,56911
1041,20864
1041,52395
1041,8691
4552,281
4552,322
4552,2914
42913,1861
48945,2512
48945,1861
48945,7365
48945,39434
48945,19861
50388,50555
24495,43363
53305,31778
53305,53804
19960,17274
38404,38569
10302,59889
10302,36805
10302,37033
10302,47646
10302,10118
10302,57886
10302,58013
10302,35012
10302,14832
10302,9892
10302,13307
10302,8426
10302,30414
10302,13614
10302,10383
10302,599
10302,4110
10302,6660
10302,57780
10302,41914
10302,57336
10302,59412
10302,3534
10302,13336
10302,42918
10302,38733
10302,719
10302,43018
10302,41652
10302,6749
10302,34659
10302,17860
10302,11408
10302,56861
10302,31146
10302,22188
10302,59960
10302,30703
10302,42847
10302,57956
10302,25969
10302,57506
10302,10725
10302,35252
10302,14883
10302,18809
10302,57481
10302,20344
10302,10728
10302,57888
10302,2731
10302,58312
10302,57723
10302,56548
10302,47099
10302,45414
10302,806
10302,57808
10302,36185
10302,39598
10302,50756
10302,19407
10302,13413
10302,2910
10302,57215
10302,32848
10302,45751
10302,2148
10302,44339
10302,43832
10302,4852
10302,27372
10302,36952
10302,58143
10302,5080
10302,11144
10302,2926
10302,10221
10302,46197
10302,49891
10302,34814
10302,5586
10302,21101
10302,8138
10302,16884
10302,3625
10302,28971
10302,29685
10302,5057
10302,1461
53641,38678
53641,36249
44496,14852
44496,15267
42068,46290
8177,16283
8177,31430
1132,34321
32767,9774
6020,57326
40787,39065
11044,36646
4435,8854
4435,40041
5888,5404
19690,21219
8800,28703
650,31990
650,6166
22544,13752
8147,2299
8147,10095
8147,59888
8147,17081
8147,1287
8147,4906
8147,4045
8147,3871
8147,32082
8147,43128
8147,3830
8147,36249
8147,14823
8147,3943
8147,11382
8147,58311
8147,117
19892,14580
19892,38670
41870,16890
41870,52359
4505,4452
4505,6174
4505,935
22856,22028
22856,2522
22856,39392
22856,7140
51820,32727
23258,44734
23258,32205
50757,24779
35269,35450
58443,15151
49870,27943
29038,39295
29038,47511
30599,48302
20158,5831
27587,3151
27587,32205
16272,17747
16272,42671
12572,34971
49046,42321
6737,27550
6737,50662
6737,31479
8462,12864
8462,19116
8462,13621
8462,44245
8462,19857
8462,18209
8462,8537
8462,32798
8462,27021
8462,13285
46260,35294
4468,163
17467,17040
17467,25782
10796,7655
10796,39859
10796,10534
10796,10853
28179,48533
12830,43363
12830,31775
15395,43432
15395,32504
15395,51220
15395,49070
15395,23901
15395,49031
15395,42414
15395,28207
15395,2316
15395,44894
15395,12599
15395,6312
15395,13834
15395,17910
15395,46251
15395,22422
15395,21755
15395,57710
15395,55483
15395,15542
15395,41815
1745,37396
19400,3085
19400,43481
19400,16890
22028,54080
22028,44591
22028,4912
22028,11747
22028,18341
22028,5324
22028,33192
22028,23874
22028,35726
22028,593
22028,2926
22028,106
22028,33899
22028,3908
2845,9386
2845,43363
2845,40852
2845,4678
2845,3793
2845,20864
2845,40285
2845,2856
5941,43363
5941,8426
7093,56407
7093,32309
41688,31729
22640,41276
22640,59051
22640,39601
22640,30406
22640,36351
22640,1950
22640,7853
22640,45770
22640,4688
22640,59359
22640,10248
23961,7527
7278,223
7278,6268
11042,7243
11042,8074
11042,58550
11042,32205
11042,7140
3951,55040
16160,17829
16160,15764
16160,21746
16160,24474
16160,8350
14598,20397
14598,13824
14598,45678
14598,47204
14598,30821
14598,10742
14598,46948
14598,17835
14598,32522
16061,27592
16061,14662
16061,26842
16061,7422
16061,14268
16061,6845
16061,4364
16061,42834
16061,42176
41458,9592
27125,2338
11663,458
55877,54020
17545,7151
17545,56502
17545,14498
58192,8590
44405,39054
29698,7654
29698,59929
29698,20864
8948,35205
51288,47895
51288,27943
49510,42118
49510,53652
49510,51686
44260,5885
57608,17814
57608,13248
51996,22216
51996,54111
51996,47947
51996,21611
30196,18993
30196,8546
53101,24765
12199,5441
12199,458
12199,35294
12199,8565
12199,37461
12199,38118
18933,44109
18933,2203
18933,42055
18933,32002
18248,1210
44119,42592
44119,42356
44119,52569
21511,32135
21511,40754
21511,41640
21511,32228
21511,24425
21511,50388
21511,9822
21511,51320
21511,42502
21511,51207
21511,39197
21511,47058
21511,50757
21511,24170
21511,37470
21511,28403
21511,42344
21511,52360
21511,35781
21511,31832
21511,32548
21511,37966
21511,34360
21511,28885
21511,51276
21511,51533
21511,20007
21511,47288
21511,10717
21511,47208
21511,32818
21511,28298
21511,16554
21511,41637
21511,46035
21511,59573
21511,14438
21511,22175
21511,19941
21511,15454
21511,51122
21511,39308
21511,33501
21511,42440
21511,8276
21511,53755
21511,32925
21511,2773
21511,59911
21511,32582
21511,32994
21511,47954
21511,32022
21511,21870
21511,21506
21511,21805
21511,31227
21511,24262
21511,55310
21511,10071
21511,43740
21511,59943
21511,22478
21511,47069
21511,43990
21511,26818
21511,15306
21511,15387
21511,8651
21511,26373
21511,46047
21511,58752
21511,23995
21511,51662
21511,44615
21511,21415
21511,41954
21511,11087
21511,8218
21511,27552
21511,44267
21511,48176
21511,56038
21511,19246
21511,1544
21511,56213
21511,49814
21511,50135
21511,43130
21511,28295
21511,1347
21511,45737
21511,6828
21511,20707
21511,32803
21511,55528
21511,31611
21511,19386
21511,26696
21511,59918
21511,45874
21511,49063
21511,2564
21511,45197
21511,45910
21511,32211
21511,10860
21511,48181
21511,56746
21511,54668
21511,54532
21511,3545
21511,45506
21511,55291
21511,8073
21511,39332
21511,32650
21511,24347
21511,8835
21511,18873
21511,43072
21511,55820
21511,37437
21511,26443
21511,30514
21511,31500
21511,54794
21511,43279
21511,45473
21511,45811
21511,33284
21511,43747
21511,33785
21511,47600
21511,48127
21511,47523
21511,29340
21511,15209
21511,41769
21511,5791
21511,6559
21511,33137
21511,15924
21511,15726
21511,18438
21511,40530
21511,4977
21511,51331
21511,29841
21511,56750
21511,33386
21511,39870
21511,14760
21511,55243
21511,5707
21511,33344
21511,749
21511,41813
21511,31225
21511,50068
21511,51461
21511,43432
21511,39282
21511,17114
21511,24342
21511,31872
21511,27235
21511,2357
21511,40755
21511,53199
21511,13691
21511,22263
21511,48136
21511,27757
21511,37638
21511,45738
21511,39275
21511,31940
21511,30764
21511,222
21511,32444
21511,46390
21511,7351
21511,43287
21511,34491
21511,32714
21511,7275
21511,33692
21511,52334
21511,29557
21511,42921
21511,24582
21511,7960
21511,23402
21511,26492
21511,42174
21511,21840
21511,1236
21511,37379
21511,42456
21511,12864
21511,55782
21511,27433
21511,2092
21511,27547
21511,34309
21511,54165
21511,31531
21511,50673
21511,50237
21511,48351
21511,46150
21511,34324
21511,15366
21511,57324
21511,3935
21511,55957
21511,33614
21511,17257
21511,8267
21511,55176
21511,19397
21511,15960
21511,31774
21511,15126
21511,59228
21511,3249
21511,24429
21511,23442
21511,10704
21511,51563
21511,51878
21511,38876
21511,46409
21511,49249
21511,35644
21511,16127
21511,45440
21511,10709
21511,20661
21511,41913
21511,51549
21511,50565
21511,34887
21511,49836
21511,48781
21511,53859
21511,18009
21511,3846
21511,45266
21511,18526
21511,34369
21511,10005
21511,5025
21511,26017
21511,14325
21511,42271
21511,1460
21511,48123
21511,29608
21511,32764
21511,35446
21511,58316
21511,41715
21511,39510
21511,25891
21511,30386
21511,10749
21511,473
21511,54173
21511,2519
21511,42674
21511,40694
21511,23065
21511,34013
21511,42701
21511,32867
21511,20230
21511,28757
21511,15361
21511,52351
21511,31044
21511,18903
21511,24001
21511,12531
21511,30301
21511,51120
21511,18202
21511,4369
21511,16439
21511,58915
21511,40260
21511,25590
21511,32852
21511,50226
21511,7716
21511,20046
21511,2979
21511,10743
21511,34388
21511,28074
21511,58843
21511,11596
21511,8662
21511,4795
21511,46050
21511,15197
21511,34734
21511,32504
21511,45564
21511,42951
21511,47987
21511,51434
21511,41077
21511,42633
21511,49353
21511,51193
21511,21760
21511,30452
21511,27820
21511,34385
21511,18829
21511,15274
21511,22256
21511,58841
21511,59242
21511,7949
21511,32665
21511,7104
21511,26833
21511,47494
21511,29173
21511,20633
21511,16424
21511,42295
21511,44194
21511,33049
21511,22029
21511,49678
21511,21607
21511,36491
21511,37959
21511,13473
21511,58971
21511,631
21511,22069
21511,51665
21511,44549
21511,49206
21511,57024
21511,20898
21511,49930
21511,32598
21511,26641
21511,18981
21511,47870
21511,31612
21511,31714
21511,17760
21511,59156
21511,53732
21511,41985
21511,505
21511,18214
21511,33371
21511,58553
21511,34340
21511,32898
21511,47197
21511,38938
21511,15811
21511,15305
21511,34418
21511,51050
21511,54666
21511,56441
21511,52499
21511,17402
21511,33542
21511,51938
21511,16887
21511,45139
21511,29179
21511,6787
21511,44213
21511,29454
21511,3404
21511,26911
21511,30178
21511,10767
21511,57858
21511,46351
21511,27910
21511,47077
21511,23275
21511,11586
21511,29139
21511,52037
21511,54293
21511,14338
21511,1484
21511,16599
21511,21214
21511,2572
21511,23930
21511,6167
21511,32690
21511,55993
21511,31193
21511,28790
21511,19338
21511,7349
21511,45876
21511,31934
21511,51988
21511,29240
21511,25814
21511,24129
21511,8239
21511,49684
21511,12444
21511,53470
21511,31805
21511,18576
21511,56519
21511,15290
21511,46069
21511,38519
21511,26949
21511,48164
21511,48118
21511,39309
21511,42731
21511,41845
21511,51375
21511,26525
21511,46386
21511,32766
21511,17166
21511,56416
21511,18274
21511,46763
21511,57637
21511,43449
21511,52330
21511,46007
21511,40459
21511,14374
21511,21549
21511,27556
21511,19765
21511,15625
21511,54260
21511,32758
21511,18822
21511,34366
21511,28203
21511,19583
21511,40569
21511,30766
21511,47016
21511,47991
21511,9503
21511,55807
21511,44443
21511,8150
21511,7874
21511,25809
21511,15411
21511,21459
21511,12657
21511,14295
21511,42730
21511,21281
21511,29122
21511,14628
21511,54210
21511,26763
21511,32896
21511,34032
21511,51057
21511,29352
21511,49368
21511,34942
21511,28133
21511,31984
21511,4821
21511,50289
21511,49186
21511,5843
21511,15901
21511,42374
21511,12160
21511,30115
21511,29408
21511,26839
21511,21813
21511,158
21511,44414
21511,49408
21511,45953
21511,51365
21511,58753
21511,11157
21511,7455
21511,37178
21511,9600
21511,28280
21511,4420
21511,14155
21511,6869
21511,47746
21511,37529
21511,36053
21511,59115
21511,36590
21511,48179
21511,45014
21511,52629
21511,45057
21511,11449
21511,49258
21511,24432
21511,39295
21511,47108
21511,30310
21511,30114
21511,34714
21511,11563
21511,32285
21511,10623
21511,40445
21511,47979
21511,3286
21511,55180
21511,45954
21511,45813
21511,30256
21511,21059
21511,55164
21511,31094
21511,29411
21511,56872
21511,42877
21511,7648
21511,47204
21511,48455
21511,13048
21511,51336
21511,7264
21511,29281
21511,13322
21511,53938
21511,44839
21511,47338
21511,8010
21511,45888
21511,52289
21511,47405
21511,29084
21511,40245
21511,33029
21511,22740
21511,6890
21511,51989
21511,32640
21511,58979
21511,2787
21511,12467
21511,40601
21511,1092
21511,29497
21511,53085
21511,10989
21511,30220
21511,29083
21511,27009
21511,1081
21511,33335
21511,48412
21511,50826
21511,14810
21511,48975
21511,33348
21511,36671
21511,51557
21511,34330
21511,48033
21511,6356
21511,28565
21511,31414
21511,49352
21511,28792
21511,51154
21511,48247
21511,28090
21511,5487
21511,51457
21511,37945
21511,38144
21511,46003
21511,50600
21511,30015
21511,10821
21511,6324
21511,42617
21511,30656
21511,55367
21511,58942
21511,51813
21511,43837
21511,22118
21511,46856
21511,16044
21511,48048
21511,50932
21511,46943
21511,50391
21511,56575
21511,34358
21511,4829
21511,24641
21511,27563
21511,4790
21511,56655
21511,4627
21511,53961
21511,46338
21511,39034
21511,56775
21511,33072
21511,29382
21511,51102
21511,52769
21511,41677
21511,19522
21511,45957
21511,30297
21511,8214
21511,21883
21511,55213
21511,32492
21511,44102
21511,38765
21511,34430
21511,21705
21511,21792
21511,15560
21511,13540
21511,51721
21511,52382
21511,48236
21511,48323
21511,41758
21511,33689
21511,7970
21511,43386
21511,2429
21511,58587
21511,40208
21511,28619
21511,15198
21511,16210
21511,49819
21511,14970
21511,52000
21511,52749
21511,21553
21511,15342
21511,46474
21511,2040
21511,26282
21511,49070
21511,53813
21511,32288
21511,2048
21511,51844
21511,35155
21511,36476
21511,15415
21511,25812
21511,28145
21511,24152
21511,21002
21511,18430
21511,32593
21511,32615
21511,27550
21511,46796
21511,56580
21511,22430
21511,29060
21511,48501
21511,59255
21511,57570
21511,3621
21511,47635
21511,30109
21511,19951
21511,15374
21511,44926
21511,41629
21511,43512
21511,53779
21511,14239
21511,49558
