dataset,GoodReadsDatasets_RedundancyCut/GoodReads_309t_943w_11r
ALPHA,0.1
G_Size,5
Iteration Count,94
task_id,prediction_label
3,3.5000154361184097
0,3.4966357630668874
7,3.7599545711710096
14,3.587232842683347
20,4.098095196958737
21,3.9726838640944058
298,3.789587318351554
297,3.954554603466634
25,4.250551725602511
294,3.966475689985131
293,4.327586318916141
40,4.067044086393336
41,3.862136999334498
44,3.9490965631814383
272,3.801759099807295
270,4.123962039328455
60,4.794260943823741
66,4.466329017530942
70,4.061702899861495
100,3.8742085608232912
199,4.371718781051645
194,3.811415898319622
300,4.070364155524474
62,3.9874007559693214
67,3.5003453991213607
254,3.485922994590953
244,4.799982067122152
234,3.5002424694642476
93,3.0931089275568047
105,4.3096019515665525
158,4.389323508136884
154,4.779656159722673
5,4.387914842362054
6,4.077550508943489
42,3.1185054005757515
45,4.116368746946675
46,4.408114996016847
73,3.799923563250223
74,3.806470102934414
152,4.099915908273154
4,3.9187437752304577
308,3.9459891593242795
9,3.501669610939089
11,3.74046192344784
12,3.85927730873992
15,4.357565539649819
304,4.08683872622414
301,3.876515935810528
295,4.365355753512755
28,4.0805325275437205
32,3.518842331521093
33,3.8046254919424625
37,4.387183376324946
38,4.391402398812683
39,3.8391629536089913
43,3.5191587964221838
49,4.0535697933112225
50,4.383198640381011
51,4.003489253731506
54,4.067622270151374
271,3.5000767439874534
269,3.099990956596099
56,3.773900172490338
268,3.828478833506285
58,4.057560642360753
59,3.848367641087284
264,4.04433054038517
61,4.123962202710702
263,4.036942799761584
262,3.504854382582017
63,3.459189350233307
64,4.062389018944851
65,4.209525663870002
261,4.105153492030987
260,4.240723146775708
258,4.127400559902698
257,4.370667931738968
256,2.5000627607992185
75,4.082266656082475
251,4.099992941056305
249,4.3702873670752345
246,3.498873047990263
240,4.302891385765154
239,3.4982089960983567
238,4.390542233089108
85,3.504663522291741
88,3.987564087152114
89,4.185337220939686
91,4.06950264218345
92,3.8606047601817854
94,3.5478121989440075
95,4.21811778872181
212,3.854820056299073
211,4.797245499035028
112,3.5000000085624063
193,3.8539970768538008
8,3.102274198171882
16,3.5629014423178442
17,3.9824136464894058
18,4.013534365789806
19,3.706052863122393
299,4.116482066437954
24,4.076349346167623
30,4.0706523591944235
71,4.362473109190963
242,3.5048481091634085
236,3.659443532514937
96,3.5002042262613227
97,3.512421666890032
98,3.500007953652579
101,3.5002202560066777
102,4.1924809896808295
103,3.9000000000000354
106,4.039207603310411
107,3.7972979703916447
108,4.086412701377096
109,3.538765317921726
114,4.068344501193253
115,3.712851508057974
302,4.352742299678216
252,4.393395485598694
233,4.102735559393273
86,4.220476834392237
231,4.223315390383683
90,3.8492501860889696
245,4.118596184711253
34,4.07473094817919
36,4.051623625064103
78,3.500004158019402
113,4.045326312199799
306,4.380947142431638
307,4.713721712538199
13,3.5238591941806043
305,4.393606652713177
303,4.391062920846199
26,4.4296855554492245
232,3.4994086492155256
222,4.381375742564291
217,4.076079426304236
134,4.0980962977361415
138,4.378370991547448
140,4.0999110407489505
142,4.397519547888315
170,4.098641717088511
143,3.818193764623736
167,4.0
166,4.3747752706719165
165,4.000000002651215
163,4.101772558223254
160,4.08901258832679
159,3.5000003225156777
156,3.5000003524388124
157,4.099999601247994
296,4.0999973199822035
83,3.900003698797012
290,3.8006542845247897
277,4.389159977588883
237,4.0
110,3.1011001411427523
57,4.793349313345744
1,3.500029908256878
53,4.101710353872083
2,4.399284546352628
31,4.054945722006957
243,4.376082762867268
119,4.708502303714617
10,4.083078594451742
69,4.084203214120045
84,4.703743243029757
35,4.209023157415234
188,3.8029970883474284
146,4.098102990034049
203,4.39799940260216
247,3.808113644410541
285,4.7466668317756335
29,3.81604358240345
52,4.118086866322891
135,4.388122595801887
176,4.0
77,3.499990821688559
47,3.999999715100335
48,4.386147701738041
55,4.381467429179432
266,4.082153838981555
259,4.385614928784497
68,4.0922289462819625
255,4.795576075654346
72,4.094705951658508
205,3.800829422730359
191,4.7149111955767875
275,4.10570205566046
206,3.500046634124267
23,4.043015959783344
27,4.099999655002792
169,3.500000151754189
213,3.5000418346461357
192,4.337294781985069
235,3.503286506305701
202,4.099995084397515
200,3.80075679846994
99,4.301640725809655
267,2.9000011943599437
125,3.1
164,3.50000023205249
161,4.099999710231373
118,4.099995435082978
76,4.099996967353349
248,4.081372107664296
79,3.5000003059293063
82,3.5000000040273953
117,4.383722955603518
145,3.808372747517019
