dataset,GoodReadsDatasets_RedundancyCut/GoodReads_309t_943w_11r
ALPHA,0.1
G_Size,5
Iteration Count,94
worker_id,worker_severity
0,-0.4796039305323483
1,-0.07153992010049431
2,-0.352407895753156
3,0.007265153141620747
4,0.6200049551133396
5,-0.1910401210643133
6,0.0928157088731836
7,0.24762472128142266
8,0.4426845126728253
9,-0.34968674542689127
10,0.5757847534534247
11,-0.6495741435432204
12,-0.09305986681551136
13,0.139288960206925
14,-0.8885376776236145
15,-0.07224249647758442
16,0.35772256969311006
17,-0.11529480414915935
18,-0.08347716905254228
19,0.22963008512598637
20,0.016128600598970047
21,0.2556588124907639
22,-0.5008497595979832
23,-0.6530755293723243
24,0.44508530796562773
25,-0.3874494731667361
26,-0.14614471032261686
27,-0.33892735795369067
28,-0.15723562216148274
29,0.19349326724909768
30,-0.24900196399499752
31,-0.35928799241485904
32,-0.2852916671452162
33,0.47477776336955657
34,0.05396229389485589
35,0.4780647871714971
36,-0.4515913448162825
37,-0.46606884713637364
38,-0.23089676081699406
39,0.5419525169822271
40,0.27829541748924386
41,0.527645994177899
42,0.5791297252112704
43,-0.3097462409996129
44,0.879493730375281
45,0.17589064282433195
46,0.15297604735342576
47,-0.35030150572967
48,0.5584912566902257
49,0.47232410341573355
50,0.6657053650009159
51,-0.33359500900255634
52,-0.47260779689311977
53,0.13762834425357254
54,-1.056651758633138
55,-0.15128174630177285
56,0.10664835970804112
57,-0.2974968227664869
58,0.4595878690776649
59,-0.036291219292941705
60,0.09843211664190703
61,0.030406756865753257
62,-0.09644325788731414
63,-0.20935767495128935
64,-0.1340748610829694
65,-0.020425651124595445
66,1.0117869528498729
67,0.07499626400876508
68,-0.1907182849114721
69,0.3787772558802399
70,-0.10856003625891254
71,0.2090917676974482
72,-0.4154798708425311
73,0.6343078865355847
74,-0.12408525075691754
75,1.1918736627249766
76,0.46376804560368434
77,0.5732220071575937
78,0.13361767962775745
79,0.7206731727832947
80,-0.8749248102570224
81,-0.222473886581283
82,0.6053798973611288
83,0.3281931918730307
84,0.13163123971081805
85,0.2956805635514111
86,0.2027024226879136
87,-0.4359356326785889
88,0.001019063163006799
89,-0.27384349079397685
90,0.33471488632792135
91,-0.09999885874432972
92,-0.3507691941736211
93,0.742595518909009
94,0.19454179228565463
95,-2.0227902838858407
96,0.31248588092820123
97,-0.2498012889367628
98,-0.28123203248577744
99,0.028028492214503473
100,-0.28769268335526643
101,-0.29326555091184975
102,0.7431256617242457
103,0.41286590371033
104,-0.9625186533345169
105,0.2000831199654391
106,-0.1603959289917856
107,0.08192288916654757
108,-0.8098400167805543
109,0.5976872540287393
110,0.19537450805748294
111,-0.8284825613967212
112,0.20885269908477624
113,-0.7954595678362748
114,0.20626366507788413
115,-0.5112759348379183
116,0.8776180073543682
117,-0.07916231059166726
118,-0.5512038162333125
119,-0.01205585547823198
120,0.3016469939556198
121,-0.6818822296401909
122,-0.16669945480607706
123,-0.5612538885770487
124,0.6128166236750546
125,-0.1030779775881429
126,-0.30436233276254027
127,-0.4664860888981317
128,0.3113013690762774
129,0.4237442346936732
130,-0.4626295706813586
131,-0.8453977596341373
132,-0.19550223515197096
133,0.40177960004563423
134,-0.03278612509447102
135,-1.3239691844665855
136,0.8342798579107192
137,-0.48644201818668464
138,-0.6462200160627157
139,-0.5672044171824974
140,-0.4398682690367916
141,0.4220724588797129
142,0.482668724550183
143,-1.5846682839489734
144,0.04999829305132601
145,-1.4360576891098649
146,-0.22562442395565047
147,0.5692895514244509
148,-0.7002983696580579
149,0.4803534086240656
150,-0.09999294105630538
151,0.2665684436028188
152,-0.5672253001364688
153,-0.5662993172195643
154,-0.7562796102424593
155,-0.25692886602719955
156,0.22885254913350306
157,0.4055793507556183
158,-1.1977560475589129
159,0.0944193107909265
160,-1.3886375430831304
161,0.5251470808159834
162,0.24425609617793814
163,-0.43089165557508335
164,0.053756998478370316
165,0.8893191564474207
166,0.24437358282497026
167,-1.3965772246179227
168,0.03144295548847714
169,-0.0921494665458327
170,0.2371203135454976
171,0.25600886463666805
172,0.5345363046042718
173,-0.3452350409089209
174,0.010112358491690693
175,0.01908086178877277
176,-1.395240200628457
177,0.7628685873582256
178,-0.16733419391522783
179,0.2148216554076479
180,0.17406551586636232
181,-0.13847853359368723
182,0.395277001441946
183,-0.25753367029492175
184,0.30003417656148945
185,0.3783885784328512
186,-0.7380866904189954
187,-0.7784226714246245
188,1.0640982567368997
