# 节点数  边数   ,96302  293298
33855,89227
33855,78405
33855,94954
33855,73381
33855,95645
33855,52210
33855,26991
33855,64273
33855,20216
33855,46384
33855,76651
33855,846
33855,50495
33855,77048
33855,49638
33855,58598
33855,40583
33855,64573
33855,66547
33855,81545
33855,24677
33855,72874
33855,30755
33855,84918
33855,92179
33855,19827
33855,30263
33855,7388
33855,53551
33855,1042
33855,80701
33855,4955
33855,72598
33855,15417
33855,67052
33855,25109
33855,1856
33855,3406
33855,55721
33855,22757
33855,72610
33855,41061
33855,25058
33855,86369
33855,40557
33855,56023
33855,84816
33855,17943
33855,69440
33855,12744
33855,1005
33855,86690
33855,65904
33855,61581
33855,15049
33855,17628
33855,63666
33855,20118
33855,18849
33855,93989
33855,3010
33855,66970
33855,29742
33855,61711
33855,59512
33855,1560
33855,3293
33855,85924
33855,41567
33855,5485
33855,3188
33855,12388
33855,10823
33855,86771
33855,20952
33855,36071
33855,57159
33855,43058
33855,7595
33855,19046
33855,11865
33855,93412
33855,7392
33855,6614
33855,19766
33855,62429
33855,30067
33855,59101
33855,17318
33855,66858
33855,2620
33855,3257
33855,17327
33855,6983
33855,81047
33855,59193
33855,58822
33855,17272
33855,62475
33855,44625
33855,40555
33855,65557
33855,17918
33855,17002
33855,36982
33855,5039
33855,74346
33855,39043
33855,69611
33855,53095
33855,76438
33855,42770
33855,22836
33855,92330
33855,50195
33855,4368
33855,2764
33855,73209
33855,69519
33855,64931
33855,29015
33855,42452
33855,75909
33855,46026
33855,30761
33855,16795
33855,3580
33855,28482
33855,62305
33855,11868
33855,8221
33855,45634
33855,45075
33855,48760
33855,85045
33855,39922
33855,44311
33855,11398
33855,94179
33855,213
33855,22125
33855,39804
33855,56790
33855,95494
33855,12304
33855,39560
33855,62642
33855,64731
33855,70072
33855,58742
33855,51966
33855,39448
33855,3159
33855,62447
33855,17906
33855,6129
33855,32946
33855,11118
33855,54937
33855,138
33855,25224
33855,66685
33855,37820
33855,13667
33855,46108
33855,10806
33855,17972
33855,74515
33855,15145
33855,59362
33855,29931
33855,69065
33855,67606
33855,4904
33855,72335
33855,39662
33855,18437
33855,17271
33855,25623
33855,39713
33855,57517
33855,72254
33855,69413
33855,613
33855,44835
33855,21550
33855,54872
33855,2436
33855,21037
33855,25138
33855,67064
33855,35035
33855,43456
33855,64470
33855,48651
33855,72285
33855,76531
33855,53976
33855,13923
33855,11636
33855,36668
33855,54404
33855,45604
33855,7960
33855,5204
33855,66604
33855,62843
33855,16022
33855,81107
33855,13894
33855,69414
33855,5380
33855,25701
33855,54604
33855,40164
33855,12628
33855,14297
33855,51421
33855,59897
33855,48923
33855,15099
33855,58389
33855,22078
33855,46408
33855,24575
33855,3305
33855,5836
33855,88286
33855,67055
33855,6968
33855,30739
33855,40541
33855,59879
33855,33833
33855,46894
33855,3353
33855,7807
33855,31501
33855,35779
33855,2142
33855,43398
33855,46131
33855,75697
33855,53791
33855,14961
33855,31360
33855,69790
33855,85849
33855,31387
33855,8474
33855,22017
33855,79400
33855,28335
33855,6509
33855,3433
33855,65049
33855,68683
33855,11649
33855,24794
33855,94150
33855,80573
33855,6035
33855,43495
33855,52592
33855,36212
33855,55380
33855,35617
33855,91524
33855,92960
33855,3483
33855,32511
33855,36325
33855,4564
33855,1086
33855,9579
33855,69645
33855,64139
33855,10401
33855,5761
33855,43263
33855,35702
33855,36109
33855,62551
33855,78619
33855,24678
33855,47799
33855,6039
33855,2590
33855,1763
33855,95986
33855,15831
33855,39951
33855,57345
33855,36680
33855,20123
33855,88123
33855,10083
33855,80081
33855,7045
33855,82534
33855,60630
33855,66452
33855,56764
33855,52804
33855,19516
33855,22176
33855,79482
33855,66899
33855,11447
33855,44149
33855,50086
33855,73608
33855,7773
33855,57445
33855,73606
33855,52426
33855,13581
33855,14047
33855,58444
33855,62157
33855,80
33855,88774
33855,58213
33855,8802
33855,27182
33855,54517
33855,44285
33855,4559
33855,58540
33855,59441
33855,9096
33855,46452
33855,34141
33855,11746
33855,45843
33855,60377
33855,42089
33855,92620
3099,31442
3099,93168
3099,474
3099,60728
3099,2661
3099,3861
3099,32189
3099,729
3099,31551
3099,48782
46796,19483
564,5964
564,616
564,48274
11055,4571
11055,24151
39494,21536
17189,17915
17189,21909
17189,11481
27287,93720
66265,7665
51143,21908
22526,25229
22526,90496
22526,68103
1132,55500
1132,8808
1132,22322
1132,62292
1132,49405
1132,78536
1132,3134
5336,60728
61031,80384
63642,72397
24705,177
24705,8399
46758,49806
2510,16906
2510,1896
2510,12146
90013,35107
90013,28615
90013,62349
21549,93808
21549,82447
21549,76738
21549,79741
21549,41640
21549,87120
21549,93839
21549,46166
21549,34561
21549,33098
42390,28731
42390,13554
42390,74613
42390,75500
42390,19229
42390,50761
42390,2678
42390,72313
42390,9007
42390,2903
36060,5765
24189,94586
24189,61420
24189,45188
24189,92170
24189,67409
24189,84089
71369,47328
71369,76699
71369,22811
71369,88575
71369,4495
71369,87373
71369,72215
71369,89987
71369,74178
71369,50217
71369,82250
71369,67363
71369,30697
48661,16906
48661,44390
48661,53079
55783,37060
1117,47603
1117,27583
1117,96217
