worker_id,task_id,label,truth
0,0,5,4.1
0,83,4,3.1
0,87,5,4.7
1,0,5,4.1
2,0,5,4.1
2,32,5,4.8
2,58,3,2.7
2,71,5,3.8
2,170,4,3.2
3,0,5,4.1
3,10,5,4.5
3,39,5,3.9
3,96,5,3.8
3,135,3,3.0
3,201,4,3.3
4,0,5,4.1
4,16,5,3.9
4,24,5,4.0
4,111,5,3.5
4,123,5,3.2
4,125,5,3.5
4,133,5,4.0
4,169,5,4.8
4,176,5,3.3
5,0,5,4.1
5,14,5,4.8
5,135,3,3.0
5,197,4,2.9
6,0,5,4.1
6,14,5,4.8
6,54,4,3.5
6,95,5,3.9
7,0,5,4.1
7,1,5,4.2
7,11,5,2.9
7,44,5,4.0
7,56,5,4.5
7,67,5,4.4
7,109,5,4.8
7,127,5,4.3
7,131,5,4.8
7,156,4,3.0
7,158,5,4.5
8,0,5,4.1
8,16,5,3.9
8,24,4,4.0
9,0,4,4.1
9,1,5,4.2
9,2,5,4.1
9,4,5,3.2
9,11,4,2.9
9,16,5,3.9
9,19,4,3.2
9,30,5,3.1
9,31,4,3.8
9,63,5,4.2
9,109,4,4.8
9,123,4,3.2
9,156,4,3.0
10,0,4,4.1
10,2,5,4.1
10,3,5,3.8
10,5,4,3.0
10,7,5,4.8
10,8,5,3.7
10,10,4,4.5
10,11,3,2.9
10,18,4,5.0
10,23,4,3.8
10,28,4,4.8
10,31,4,3.8
10,32,5,4.8
10,38,5,4.2
10,41,3,3.0
10,44,4,4.0
10,47,5,3.5
10,48,4,4.5
10,53,4,3.6
10,54,4,3.5
10,57,3,3.3
10,59,4,3.1
10,60,5,4.5
10,61,3,4.2
10,62,5,3.9
10,65,3,4.3
10,67,4,4.4
10,71,5,3.8
10,72,4,3.5
10,73,3,4.8
10,79,4,3.2
10,89,4,4.3
10,90,5,3.4
10,91,5,3.4
10,93,5,3.2
10,103,4,4.0
10,119,4,2.9
10,120,4,4.0
10,124,4,3.5
10,126,4,4.9
10,131,5,4.8
10,132,4,4.4
10,134,4,3.9
10,143,4,3.0
10,144,3,4.7
10,147,4,4.5
10,150,5,4.2
10,157,4,4.0
10,158,5,4.5
10,159,4,2.1
10,163,4,3.2
10,169,4,4.8
10,173,5,4.9
10,179,3,4.3
10,181,4,3.2
10,185,4,3.6
10,188,3,4.4
10,197,4,2.9
11,0,4,4.1
12,0,5,4.1
12,4,5,3.2
12,11,5,2.9
12,35,5,4.0
12,37,5,3.3
12,44,5,4.0
12,60,5,4.5
12,62,4,3.9
12,63,4,4.2
12,73,5,4.8
12,79,5,3.2
12,92,5,3.9
12,93,5,3.2
12,119,5,2.9
12,127,4,4.3
12,135,5,3.0
12,147,5,4.5
12,155,5,4.2
12,170,4,3.2
12,179,4,4.3
13,0,4,4.1
13,2,5,4.1
13,23,5,3.8
13,42,5,4.0
13,46,5,3.6
13,52,5,3.3
13,61,5,4.2
13,89,5,4.3
13,94,5,3.9
13,109,5,4.8
13,119,5,2.9
13,127,5,4.3
13,158,5,4.5
13,161,4,4.0
13,184,5,4.5
14,0,4,4.1
14,46,5,3.6
15,0,5,4.1
15,14,5,4.8
15,44,5,4.0
15,46,5,3.6
15,91,5,3.4
15,180,3,4.3
16,0,5,4.1
16,63,4,4.2
17,0,5,4.1
17,54,3,3.5
17,135,4,3.0
17,197,5,2.9
18,0,5,4.1
18,88,5,3.7
18,97,5,3.5
18,143,4,3.0
19,0,5,4.1
19,4,4,3.2
19,7,5,4.8
19,8,5,3.7
19,11,5,2.9
19,12,5,3.4
19,14,5,4.8
