worker_id,task_id,label
0,3,4
0,0,2
0,7,3
0,14,4
0,20,4
0,21,2
0,298,4
0,297,2
0,25,2
0,294,3
0,293,2
0,40,2
0,41,3
0,44,4
0,272,2
0,270,4
0,60,4
0,66,4
0,70,4
0,100,3
0,199,4
0,194,4
1,0,3
1,300,5
1,60,5
1,62,4
1,67,3
1,254,3
1,244,4
1,234,3
1,93,2
1,105,5
1,158,5
1,154,5
2,0,2
2,5,5
2,6,3
2,42,3
2,45,4
2,46,4
2,60,5
2,70,3
2,254,3
2,73,3
2,74,4
2,100,3
2,152,5
3,0,3
3,5,4
3,4,4
3,308,3
3,7,4
3,9,2
3,11,5
3,12,4
3,15,4
3,304,4
3,301,4
3,20,5
3,21,4
3,298,3
3,297,3
3,295,5
3,293,4
3,28,4
3,32,4
3,33,4
3,37,4
3,38,5
3,39,5
3,40,5
3,42,4
3,43,5
3,44,4
3,49,4
3,50,3
3,51,5
3,272,4
3,54,3
3,271,4
3,270,4
3,269,3
3,56,5
3,268,4
3,58,5
3,59,4
3,60,5
3,264,5
3,61,5
3,263,5
3,262,4
3,63,5
3,64,4
3,65,4
3,261,5
3,66,3
3,260,4
3,67,3
3,258,5
3,257,5
3,70,4
3,256,4
3,254,4
3,75,4
3,251,4
3,249,4
3,246,3
3,244,5
3,240,4
3,239,4
3,238,5
3,234,3
3,85,4
3,88,5
3,89,4
3,91,3
3,92,3
3,93,3
3,94,4
3,95,4
3,100,4
3,212,3
3,211,4
3,112,3
3,193,5
4,0,5
4,4,4
4,308,5
4,5,5
4,7,5
4,8,3
4,9,5
4,11,4
4,12,5
4,14,4
4,15,5
4,16,5
4,17,4
4,18,5
4,19,5
4,301,5
4,20,5
4,299,4
4,21,5
4,24,5
4,295,5
4,25,4
4,294,5
4,30,5
4,39,4
4,40,5
4,42,3
4,44,5
4,45,5
4,54,5
4,270,4
4,60,5
4,61,5
4,62,5
4,63,4
4,261,5
4,66,5
4,67,4
4,70,5
4,71,5
4,251,5
4,249,5
4,242,4
4,239,5
4,236,4
4,88,5
4,89,5
4,91,5
4,92,4
4,93,5
4,94,4
4,95,5
4,96,5
4,97,5
4,98,4
4,100,5
4,101,4
4,102,4
4,103,5
4,106,5
4,107,4
4,108,4
4,109,5
4,114,5
4,115,5
5,0,4
5,14,4
5,304,4
5,302,5
5,300,4
5,20,3
5,21,3
5,293,5
5,60,5
5,62,4
5,63,2
5,252,5
5,236,3
5,233,4
5,86,5
5,231,5
5,88,3
5,90,5
5,94,4
5,97,4
5,105,2
6,5,4
6,4,4
6,8,3
6,15,4
6,17,4
6,19,4
6,40,5
6,261,3
6,258,5
6,70,4
6,251,4
6,246,3
6,245,4
6,239,4
6,102,4
7,0,4
7,6,4
7,7,3
7,9,3
7,11,4
7,19,4
7,300,5
7,297,5
7,293,4
7,34,5
7,36,4
7,40,3
7,46,5
7,54,5
7,66,5
7,67,4
7,70,4
7,74,4
7,78,3
7,234,3
7,90,4
7,100,5
7,102,5
7,109,4
7,113,4
7,115,4
8,0,5
8,5,3
8,306,5
8,308,4
8,307,5
8,11,5
8,13,5
8,305,5
8,304,4
8,303,5
8,302,5
8,301,4
8,300,5
8,20,4
8,21,3
8,298,5
8,297,4
8,24,5
8,295,4
8,25,5
8,294,5
8,26,5
8,293,5
8,28,5
8,30,5
8,34,5
8,36,4
8,37,4
8,38,5
8,41,5
8,50,4
8,60,5
8,66,5
8,71,3
8,233,5
8,85,5
8,232,3
8,231,5
8,89,5
8,90,4
8,222,5
8,95,5
8,217,5
8,212,5
8,211,5
8,113,5
8,199,5
8,134,5
8,138,5
8,140,2
8,142,5
8,170,5
8,143,4
8,167,5
8,166,5
8,165,5
8,163,5
8,160,4
8,159,5
8,158,5
8,154,4
8,156,1
8,157,3
9,0,2
9,4,2
9,9,2
9,15,4
9,20,5
9,21,5
9,296,4
9,49,3
9,61,4
9,62,4
9,70,5
9,71,4
9,83,3
9,85,3
9,88,4
9,92,4
9,115,3
10,1,3
10,3,3
10,60,5
10,92,4
10,98,3
10,100,4
10,106,4
10,114,4
11,1,5
11,7,4
11,11,3
11,40,5
11,53,4
11,62,4
12,1,4
12,2,4
12,3,2
12,4,2
12,6,4
12,7,3
12,8,2
12,9,2
12,12,2
12,14,2
12,15,5
12,16,3
12,17,4
12,303,2
12,302,4
12,300,5
12,296,3
12,26,5
12,28,4
12,31,4
12,45,3
12,70,2
12,245,3
12,243,3
12,236,2
12,233,4
12,231,2
12,88,2
12,92,4
12,93,2
12,100,1
12,102,3
12,105,3
12,106,3
12,114,3
12,115,4
12,119,4
13,1,2
13,7,4
13,244,5
14,1,3
14,4,4
14,9,5
14,10,5
14,11,4
14,14,4
14,300,5
14,251,4
14,100,4
14,106,5
14,109,3
15,1,4
15,308,4
15,4,4
15,6,3
15,12,3
15,13,4
15,14,3
15,15,4
15,19,3
15,20,2
15,24,4
15,295,5
15,293,5
15,59,5
15,60,4
15,67,3
15,69,5
15,70,4
15,71,4
15,254,4
15,73,4
15,84,4
15,109,3
16,1,4
16,13,3
16,32,3
16,35,5
16,188,3
