dataset,DouBanDatasets_SWTest/Douban_6543w
ALPHA,0.1
G_Size,5
Iteration Count,21
worker_id,worker_severity
0,-0.5910350417515965
1,-0.01172768850037141
2,-0.04615384615384622
3,-0.1617867972017072
4,-0.005121575529682027
5,-0.6266797806899577
6,0.44765781321745785
7,0.02089553871143124
8,0.20419216646249377
9,-0.01017133022926045
10,-0.04981048621349121
11,-0.12577617711574463
12,-0.34932397138874044
13,0.45296372204930524
14,0.3656711367847673
15,-0.10738928880529139
16,-0.4411236692361575
17,-0.3963517639676323
18,-0.06271186442678464
19,0.09841004436205275
20,0.433713217858204
21,-0.24096808842813777
22,0.12549752883432924
23,-0.1338198830708093
24,0.3250601533321565
25,0.5268761609577849
26,0.4554253251521873
27,-0.1457142857142859
28,0.1538807236982206
29,0.5099999999861526
30,0.42380952380952386
31,-0.035433768301382604
32,0.14122001055948813
33,-0.37317383332870985
34,0.4827055026359088
35,-0.734524633060307
36,-0.11756754844139707
37,0.24080368514544584
38,-0.2525467337511232
39,0.030061756218666077
40,-0.006703146857353678
41,-0.17088484561975714
42,-0.24618725690285856
43,0.00803759378093546
44,0.10524886304986265
45,0.23313754898582745
46,0.30947839447599107
47,-0.044346135728426925
48,-0.08500327072504521
49,0.6141181488866675
50,-0.5649626016814766
51,0.4909090909099288
52,-0.01532033380221982
53,-0.022023429713822068
54,0.49706386787428275
55,0.11238137327604023
56,0.12359258295700316
57,0.45083056015145323
58,-0.3381220661115992
59,0.1135594411417446
60,0.5662008218221866
61,-0.2256470114921462
62,-0.11799852684185463
63,0.4791677477516117
64,-0.3954889980244774
65,0.39568793903517413
66,-0.14395446629102318
67,0.2518075333200942
68,0.17744357394904475
69,-0.5636363636531428
70,-0.14779270514683174
71,0.49571925382322396
72,0.3653061224489796
73,0.1310001981891525
74,-0.019144546567795382
75,-0.022704461761214552
76,0.1995784619850502
77,0.04261820042783062
78,0.24225393353773844
79,0.15447670376134107
80,0.05955154631989168
81,0.44110923115131856
82,0.23686110647569739
83,0.5142992987781023
84,0.23614309880971618
85,0.32497855068778725
86,-0.04335258096741394
87,0.30048643851573653
88,0.5325581030240829
89,0.23708069670257498
90,-0.45116279082298544
91,-0.37345349937550104
92,0.4195261545259518
93,-0.014415305851766359
94,0.5715687239153084
95,0.35008888645438596
96,0.38457311938499045
97,0.05333315616775711
98,-0.07561178808923305
99,0.2596118337698339
100,0.20269654413630359
101,-0.5987168877535122
102,0.39167214676797113
103,0.08439092592972827
104,0.5000956438989028
105,0.5480559472107213
106,0.19683228683996556
107,0.14837269092131447
108,-0.8802793453968011
109,0.2602564102564658
110,0.39173783859506456
111,0.3681818181820881
112,0.4876923076993423
113,0.42273975919078677
114,-0.4299310502946049
115,0.07454444762840991
116,-0.009709480990080526
117,-0.6252533862953595
118,0.10976134768367282
119,0.5234931632841328
120,0.37057980478171343
121,0.40281791427089964
122,0.10385888600000667
123,0.1629788593755773
124,0.1298858488450201
125,0.13666462891868153
126,-0.033027767656126285
127,-0.08370328611488288
128,-0.014285721311519952
129,0.1805902471592685
130,-0.13319919517141576
131,-0.6287778697549448
132,0.24660240127697394
133,-0.495945798803359
134,-0.37857597165984863
135,-0.15901648885509984
136,0.37876656246665225
137,0.1820399182247152
138,0.2213071752901212
139,-0.6475659926218599
140,0.17506970300067143
141,0.22668814108045282
142,-0.14210526839681364
143,0.41238230235121215
144,0.4475578234571589
145,0.12094697319818996
146,0.475715766082298
147,0.08820852558850029
148,0.15972547780135382
149,-0.14950750112209987
150,0.43221864951707645
151,0.2114688051987344
152,0.3793548387402173
153,-0.45233028563090916
154,0.17333893983553517
155,-0.04425384225324491
156,0.47069485185485715
157,-0.35499999999999976
158,0.38811417148536487
159,0.36420686383145723
160,0.33416856490762276
161,0.34080187617632035
162,-0.3640354825302909
163,0.2560812099394252
164,0.307142877511195
165,-0.3852701602689051
166,0.18043425657634876
167,-0.0011799451828653684
168,-0.1191511469574897
169,-0.056097560975609945
170,-0.1392295111434747
171,0.21053791578206404
172,-1.213953488365446
173,0.246544820664711
174,0.1903846154036571
175,0.20781249998974868
176,-0.3913618887587409
177,-0.2243281221045378
178,-0.18823529441334882
179,0.5450516258096011
180,0.6615150787169698
181,-0.3673639249960998
182,-0.9162363137298565
183,0.2980642922204028
184,0.2186687508831865
185,0.08916363636369116
186,0.4508479697117309
187,0.049865145616496416
188,-0.18100031140318973
189,0.10895110829100835
190,0.3928540005371889
