dataset,DouBanDatasets_RedundancyCut/Douban_202t_432w_10r
ALPHA,0.1
G_Size,5
Iteration Count,121
worker_id,worker_severity
0,0.04179235060767212
1,0.26211258981142793
2,-0.04764730713117247
3,-0.5192501001027644
4,-0.2539463277020536
5,-0.7345984414505956
6,0.44265347505008007
7,0.024115245608481235
8,-0.0801363340723384
9,0.2225949508753449
10,-0.25523320974952685
11,0.1929203764578765
12,0.3833916039286291
13,-0.021187437241559786
14,-0.26804050731974294
15,0.2000006040134222
16,0.5321186103438065
17,0.2413708339333201
18,0.14143606705144518
19,0.2860154231203399
20,0.24060003233413774
21,-0.41317674336556476
22,0.048670525776172195
23,-0.3794435411236268
24,0.32150051600998275
25,0.37936337040850865
26,0.2040743692714274
27,-0.20180245508404335
28,0.1374416903459536
29,0.21533349209557454
30,0.20404423783457104
31,0.11896041836536654
32,0.10330987908895992
33,-0.03202040532917047
34,0.45995586872668703
35,0.17985497571439357
36,0.29988529952090165
37,-0.07836127316881446
38,-0.7001147004790981
39,0.28269744577078343
40,0.5783067917764491
41,0.34930831037542814
42,0.3380485194241636
43,0.39975435930778447
44,0.32080648191357064
45,0.37403930381593964
46,0.3681434016670873
47,0.0774368685773873
48,-0.184641284890727
49,-0.522094855836497
50,0.25326728549500155
51,0.130386823816616
52,-0.11985724813912221
53,0.19488041165137784
54,0.18013277479819337
55,0.07545787133101545
56,0.2205031551442868
57,-0.5080607934833025
58,-0.17156090598904106
59,0.6312597336950517
60,-0.07354415447229652
61,0.9999999259143957
62,0.0740607007913123
63,0.1904555372199186
64,0.6280932100358326
65,0.26667397585143876
66,0.1563104038484163
67,-0.2999999952373785
68,-0.17152646938640587
69,0.08537256946865876
70,0.02547792723165229
71,0.5068919191982536
72,0.5488271614151609
73,0.5770273005910372
74,-0.2402124202622414
75,0.024209203943048815
76,-0.06186499363328664
77,-0.212958732808678
78,0.1938458807294236
79,-0.0738792616565087
80,0.944797798264771
81,0.5133539587093655
82,0.33773037743454387
83,0.07788838076884316
84,0.6516070072174787
85,0.6598831930179582
86,0.08441757913620748
87,-0.1813743841193802
88,-0.2555591990044604
89,-0.18674074673895333
90,0.335333103917349
91,0.20155252126512063
92,0.3137768197444671
93,0.46756479637863463
94,-0.7019437114886975
95,-0.5821504794828279
96,0.6910112159281031
97,0.3147093115542666
98,0.1999326163509881
99,-0.0057004560437629295
100,0.18429516517456235
101,0.09401720746113208
102,0.32634969452945173
103,0.061924631180492566
104,0.19390685568975052
105,-0.22810097712132427
106,0.29396748582479587
107,-0.6730995298304643
108,-0.2652660938177251
109,0.05593510797450979
110,0.4924063681016928
111,-0.06500160066195344
112,-0.2213599519455963
113,0.37641124452336827
114,0.6923494216578002
115,0.4821542218022066
116,-0.29999999872418387
117,0.32959775358601273
118,0.7141186570870275
119,-0.03828577912566171
120,-0.24836891968998248
121,0.45004374498033933
122,0.5244885035184882
123,0.3956941956454694
124,0.2521516168002682
125,-0.03705568644098104
126,0.49956217262269487
127,0.2964390536021194
128,0.26154435162860035
129,-0.33009597313181355
130,-0.23634941114120406
131,0.01758990234731734
132,0.5448130940860003
133,0.30036697369455184
134,0.0538933489057581
135,0.12315850137282573
136,0.3398960436286649
137,0.318710891328491
138,0.08491957805746293
139,-0.27752574934473556
140,0.5022774717882135
141,0.32820805126554414
142,0.6677342122714693
143,-0.6974376385268848
144,0.5798596711274288
145,0.4486915899787561
146,0.2984859607957816
147,-0.13494839076742005
148,0.29848596079578166
149,0.20956290004412037
150,0.1719869390527378
151,0.4367645993043741
152,-0.2999999989648608
153,-0.14916238324047257
154,0.3954232373111857
155,-0.0751404913482472
156,0.030745331123554025
157,0.6771400165524041
158,-0.7282523942696131
159,0.7000001256340422
160,0.7000093115532116
161,-0.2999998743659577
162,0.7000001256340422
163,-0.32775463936406585
164,0.20064699351451104
165,0.21912986913646598
166,-0.2505485915537245
167,0.4826623441528688
168,0.25658010227646444
169,0.02649005953310672
170,0.36079945247907863
171,0.3938254246181014
172,0.14111778076941242
173,-0.02172658288467516
174,-0.5650135141748346
175,0.0999996563471759
176,0.0531360973238219
177,0.26945492077564487
178,-0.039070410857479004
179,0.9000000704738047
180,-0.3758855589737243
181,-0.7609861118261773
182,0.2994290474583045
183,-0.0002854760218413025
184,0.35136403205184324
185,0.16336013349380374
186,0.0
187,-0.851211367876291
188,0.19999925302230853
189,0.2153684921134438
190,0.22932188197559605
191,0.0076854299051662715
