dataset,GoodReadsDatasets_RedundancyCut/GoodReads_309t_583w_7r
ALPHA,0.1
G_Size,5
Iteration Count,118
worker_id,worker_ability
0,0.7479866286663714
1,0.3390024143638393
2,0.4027964927523725
3,0.5376022465477388
4,0.5820089166323312
5,0.5521963314298681
6,0.3446880282091284
7,0.48000150569984984
8,0.18272642984465276
9,0.37501053431906417
10,0.735510367818374
11,0.3436716856451952
12,0.42059955204303134
13,0.4951496625419098
14,0.36624633932800865
15,0.209209074571566
16,0.2141799513713874
17,0.8531097693264235
18,0.22638183033324713
19,0.3148977377613641
20,0.35307982604002214
21,0.35708025915071034
22,0.5014083164470045
23,0.14829862989373552
24,0.7054894892185749
25,0.13689640736488012
26,0.46512779924787157
27,0.11918499010646816
28,0.1353360679440013
29,0.16646123303005325
30,0.2693792913392946
31,0.16535171141599686
32,0.4682060327321875
33,0.3642626598130886
34,0.40414932022589894
35,0.6466560829286008
36,0.3347661840049134
37,0.35638494163093715
38,0.47359120171363017
39,0.4814619138892304
40,0.8735462709764453
41,0.15192756927605633
42,0.20264878999958394
43,0.06396670030127277
44,0.22615912339890312
45,0.37815534214296337
46,0.27706423452020496
47,0.38794675637164144
48,0.3022616293749876
49,0.12841511581000858
50,0.2481355167649117
51,0.40303313730319273
52,0.46710882335923454
53,0.4456324581816099
54,0.3122693515583094
55,0.2753728389032536
56,0.34309023567391606
57,0.37630208169270213
58,0.20565636869622375
59,0.5858534175083212
60,0.026117595816379343
61,0.6295143987041816
62,0.23120898177678093
63,0.38974779172148644
64,0.18394975140649078
65,0.7388276208196523
66,0.32814864669136873
67,0.3380389708099775
68,0.25763400161377426
69,0.06890413033681846
70,0.5895795511871792
71,0.14659021589149954
72,0.019689996201813362
73,0.15816751978313748
74,0.15923999560128643
75,0.4720618834073777
76,0.11674447137273854
77,0.5443327585925727
78,0.14014335907591072
79,0.4347845701637175
80,0.454703963476513
81,0.21703764453962607
82,0.5013973938928523
83,0.14408262925897952
84,0.568473311689446
85,0.4598782780396801
86,0.13200431551059627
87,0.17210278973300505
88,0.07721085057880714
89,0.5514595908518481
90,4.602505329692513e-07
91,0.3762573381983603
92,0.24980938272109038
93,0.15055472803186
94,0.46617537507015144
95,0.21677723559823675
96,0.4505307100473596
97,0.2289262123722833
98,0.12392563745870877
99,0.22604277273594886
100,0.31310074443317915
101,0.18070407458152654
102,0.28679977901853376
103,0.8492009486470867
104,0.1682020744648725
105,0.6094047853177718
106,0.35119767768704085
107,0.23772373277584144
108,0.4973195017754786
109,0.17317105425791718
110,0.32650066787320975
111,0.23443988517740175
112,0.2992209348958414
113,0.148723283072638
114,0.05904106613115234
115,0.05533149645193733
116,0.21470875348386628
117,0.2132980486119236
118,0.08371635205157411
119,0.46945503442502373
120,0.3427366788003178
121,0.08061703176817962
122,0.39430927896689416
123,0.23587701852273524
124,0.20618088800814954
125,0.15445955238803222
126,0.2194588555997778
127,0.19138720869208023
128,0.4307286291946221
129,0.023618327196479237
130,0.35968544011768044
131,0.1856749693108612
132,0.17404615100626994
133,0.07163444159976844
134,0.19879472439667584
135,0.1945448999148035
136,0.24121516010735017
137,0.17159848088512727
138,0.08638677288297712
139,0.17284496311870082
140,0.23377172638972904
141,0.611315110959857
142,0.2615369230415747
143,0.09444040427642678
144,0.14144731019773166
145,0.6301235651020031
146,0.24735604187296348
147,0.08109011495449174
148,0.17219885010332459
149,0.20934708163395502
150,0.27807746920853543
151,0.21122559224436538
152,0.2108215646880177
153,0.20422717851377717
154,0.06907846745724895
155,0.049096634413113814
156,0.1944136811119785
157,0.05831390238417942
158,0.589149529577682
159,0.45612980841345807
160,0.09933211024487908
161,0.3395769656977139
162,0.1761934128948598
163,0.04712412694744268
164,0.19526948126356497
165,0.047127523769961654
166,0.18888351482975027
167,0.18895506111192337
168,0.02546560363747351
169,9.073816149019199e-07
170,0.29203878075588086
171,0.23601748587729163
172,0.23602744692142605
173,0.16673777384021027
174,0.17831061865115236
175,0.1687080596512836
176,0.19489282781703274
177,0.313662849577504
178,0.235389520949931
179,0.032786084134168066
180,0.3096728807453848
181,0.18472732299303754
182,0.09435869885246498
183,0.19389174016517266
184,0.0996526409206543
185,0.32726650445644073
186,0.1417116628289149
187,0.06184985210940916
188,0.23763456835392532
189,0.16256031423082282
190,0.20607229525790122
191,0.388941767815192
192,0.2330393956363229
193,0.3271977988371473
194,0.14266890832060816
195,0.21039290521520626
196,0.07035328288567498
