dataset,GoodReadsDatasets_RedundancyCut/GoodReads_309t_2864w
ALPHA,0.1
G_Size,5
worker_id,worker_severity
0,-0.2959612447764922
1,-0.12481684476552879
2,-0.289540229469747
3,0.022991573663411178
4,0.4403481799519015
5,-0.2455021109671414
6,0.10162823060707199
7,0.26723432824608107
8,0.3536470280511945
9,-0.35711243522407493
10,0.5500307302098398
11,-0.4787569772826903
12,-0.38528346290479
13,0.388520825751896
14,0.009614179471388522
15,-0.6881066330702853
16,-0.4922531926745329
17,-0.07577149176212523
18,0.10123839345696166
19,0.36259239504414625
20,0.2872388605379338
21,-0.005991552911602377
22,0.04462160343052271
23,0.49678010690258095
24,0.7491883500433875
25,0.3993477212351415
26,-0.5857359180021066
27,0.43252754255344095
28,-0.4892945429837637
29,0.13916457564441084
30,0.5658848096416802
31,0.024432229415443332
32,-0.06450120485125395
33,-0.13226193950225248
34,0.37556005304354584
35,-0.029741006727640674
36,0.3090349113891098
37,-0.6059135223531859
38,0.04202582424346267
39,0.2030809866452065
40,0.031578434595451184
41,-0.1886838281757549
42,-0.43846392310184645
43,0.42286027520671204
44,0.5840125241657417
45,0.06183094120073256
46,-0.37072735210633684
47,0.14738246164403174
48,-0.15632030347294334
49,-0.20064648321554182
50,-0.5790546408981305
51,-0.06779809468797524
52,0.24228337540891956
53,-0.7314832373411064
54,-0.2145934411308365
55,0.3115650432325646
56,-0.06347832982289116
57,0.009439828166354868
58,0.09549554791571857
59,-0.4282176533728016
60,0.4328663885366775
61,-0.3377394989572186
62,0.06299380153531847
63,-0.306370978693402
64,-0.024400984453469384
65,0.19157081237661214
66,-0.06895752477567453
67,-0.47995352931118274
68,-0.20501432906688502
69,0.47919791321412997
70,0.2839803248647709
71,-0.14427068270085483
72,0.0537698439099094
73,0.024742621446944866
74,-0.9226299630934524
75,-0.9988973705407274
76,0.4465264323544995
77,0.5174297563881541
78,-0.37690188966060706
79,-1.4779273296269941
80,0.8469164893728814
81,0.24591017292641482
82,-0.07723721756719788
83,0.37014307122175344
84,0.5772985214742338
85,0.49867567932316414
86,0.6949394563740126
87,-0.1620697358243248
88,0.11436757436575315
89,-0.38855402810759604
90,0.04603826202345082
91,-0.8581231246193596
92,0.3821645911754075
93,0.09162361147267468
94,0.492385386662498
95,-0.22439894514347908
96,-0.3532810940152415
97,-0.11057965988345901
98,0.4732405308494113
99,0.016057285952294498
100,0.25805876826436924
101,-0.09498134997177984
102,0.0007255326581615284
103,0.7117947982112076
104,0.12298577775158129
105,-0.14430131805530305
106,-0.12608834342156328
107,0.24085694665304352
108,-0.13409422981713237
109,-1.1653741513478058
110,-0.018561244246171105
111,0.4363343769842672
112,-0.22497444214100487
113,-0.5209770022353343
114,-0.5816591224443871
115,-0.0003340995032514373
116,0.27913080271951957
117,0.25530133737267663
118,-0.3113755713845539
119,-0.8076098052330977
120,0.041724380647250384
121,0.9493332485075527
122,-0.10002175601285315
123,-0.2659430441639264
124,0.024851287261897708
125,-0.19821625594656947
126,-0.5574571710856487
127,0.1733517485041701
128,-0.2850246169265138
129,0.2590455869054343
130,0.9699915437421587
131,-1.0677278570828808
132,1.9000000000004433
133,0.38001887624851405
134,0.6094654814463918
135,-0.7336731246439783
136,-0.9856268880520225
137,-0.46606634776818906
138,0.10487643168018089
139,-0.19103480498392644
140,-0.008337151035685764
141,-0.20720386409456898
142,0.10441828948304166
143,0.9186762686236494
144,0.4465837393751888
145,0.018022119399055823
146,-1.8831259950568473
147,0.08425242415727674
148,0.1007025478589542
149,0.7454546307325933
150,-0.0051148523304701664
151,-0.3271777695621488
152,-0.292083988750364
153,0.2429391667681192
154,-0.06036951957640553
155,0.07888058537519588
156,-0.18123036974463952
157,0.4200775383472405
158,0.1412588727382231
159,0.022659175494803407
160,-0.2307839516506245
161,0.5340030609130915
162,-1.0104811751541263
163,-0.047213574304009354
164,0.14077119443997393
165,-0.07116426420255743
166,0.2021246157915813
167,-0.26584310236649733
168,0.019524544845961982
169,-0.18093123137801753
170,0.7311778181101568
171,0.29363914561020693
172,-0.8061359143740623
173,-0.24864439912493702
174,0.33608556472280054
175,0.03983216995826089
176,0.3861471149977575
177,-0.7413109440675212
178,0.6436086195615465
179,0.3194344403271006
180,0.6949202456343075
181,-0.13913610333065501
182,-0.10301150490753824
183,-0.05312209190955073
184,-0.3462700660039407
185,0.22329706708853278
186,0.06621327303013215
187,-0.34584859075018776
188,0.6257185230522633
189,0.08190202149603609
