dataset,GoodReadsDatasets_RedundancyCut/GoodReads_309t_2864w
ALPHA,0.1
G_Size,5
k_value,phi_k
0.0,0.0
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.00423962291508856
3.0,0.0
3.1,0.028117698904494712
3.2,0.0
3.3,0.0
3.4,0.08089149835768149
3.5,2.1160852953353465e-13
3.6,0.0
3.7,1.6561155154781944e-13
3.8,0.25141352797012273
3.9,0.08650064808719657
4.0,0.07689513627454364
4.1,0.2171451572844785
4.2,0.10417612867870134
4.3,2.63289929249439e-10
4.4,0.1077422443458904
4.5,0.0
4.6,0.02953847544937315
4.7,0.01333986146875248
4.8,0.0
4.9,0.0
5.0,0.0
