dataset,DouBanDatasets_RedundancyCut/Douban_202t_483w_11r
ALPHA,0.1
G_Size,5
Iteration Count,78
worker_id,worker_ability
0,0.12974410171474848
1,0.12103351128314671
2,0.09520618791128767
3,0.22714518400394476
4,0.08193003464539696
5,0.2028149734086286
6,0.08336399005507344
7,0.16342298629991975
8,0.31602785509796927
9,0.04337393264422067
10,0.16019504731432913
11,0.47555236265998896
12,0.04700468679057379
13,0.1605100714939736
14,0.14015500394071093
15,0.22141929485323844
16,0.05672972462179447
17,0.23494969726141798
18,0.05580634075530851
19,0.15194793804443538
20,0.2747958480673597
21,0.16285179373390554
22,0.14718096155691898
23,0.16491232222798616
24,0.08020388396692499
25,0.3512782249722384
26,0.508591305558347
27,0.2970527512456674
28,0.3275483690026182
29,0.24753052577489934
30,0.15770276353157558
31,0.09254236403300964
32,0.09549524407711726
33,0.1451243470613088
34,0.21168117135164474
35,0.08292533677093906
36,0.18718759048070208
37,0.26414307868532394
38,0.21900773714148003
39,0.056789374973264174
40,0.07742920442831575
41,0.13246662351308094
42,0.08255670917102918
43,0.2952479979280899
44,0.09577428297346598
45,0.08310301292666385
46,0.11431626438034016
47,0.07452869351256489
48,0.06148605646184924
49,0.28132122826260586
50,0.0754633807983918
51,0.11784279146005086
52,0.1628297956542748
53,0.2197229562378481
54,0.3805734505833845
55,0.06324268904493324
56,0.055615262642896554
57,0.26608896107626684
58,0.1991874254352847
59,0.19588581329786528
60,0.12850103689033454
61,0.17912077082724076
62,0.09738601204890811
63,0.1759599785551674
64,0.35879499805847553
65,0.17852933445560573
66,0.24633021364906632
67,0.05919777124352874
68,0.07165543137374897
69,0.1892358251125994
70,0.0542804586772002
71,0.07294698311192387
72,0.15479321267485424
73,0.13093643438740993
74,0.3460077906606928
75,0.07421671938709837
76,0.018898160406879843
77,0.03787373252847992
78,0.15105780202615052
79,0.054823729934579055
80,0.07368837412130316
81,0.20298716200280606
82,0.22084409203896743
83,0.08764468737206198
84,0.06627544645933132
85,0.3757497700703443
86,0.03348679171740363
87,0.5299397278261829
88,0.28874322651005646
89,0.14062312454691955
90,0.13574483789476594
91,0.06936389237987167
92,0.2339965229251499
93,0.10513234014124383
94,0.09516713087942254
95,0.23993854619482732
96,0.25183618758439685
97,0.16448967476505444
98,0.04115976123236105
99,0.16292071487956994
100,0.5474753730541213
101,0.09845482961590794
102,0.30926385438617515
103,0.23524166626459012
104,0.13194121626930744
105,0.19300710243091423
106,0.07559025222914387
107,0.03784089686787125
108,0.20266999943041067
109,0.20414382788330468
110,0.05717115008025792
111,0.16427070957304873
112,0.07594174408741004
113,0.6696765839514288
114,0.5348550250993739
115,0.44017590131555656
116,0.05659191521033949
117,0.2047387676812988
118,0.22971867529940268
119,0.2151057575232703
120,0.11092243706020678
121,0.0720454779472073
122,0.19989945493375047
123,0.16617036721678988
124,0.15094296849480576
125,0.10461243024647437
126,0.037828150115339916
127,0.13762525549287627
128,0.31412403906618713
129,0.11630819757316994
130,0.06632112802293241
131,0.20218976643598208
132,0.08027467566903267
133,0.08466574647478395
134,0.10311404931284947
135,0.08765942943775436
136,0.11991136566774868
137,0.11102601816472714
138,0.05578975108456965
139,0.06735248867956624
140,0.07184942256748439
141,0.24826749547915805
142,0.06399281841207562
143,0.23350461329017877
144,0.08620264692607349
145,0.2501562988685757
146,0.11337681683977179
147,0.3760109667517805
148,0.09606288033894292
149,0.2648626236428623
150,0.06458980952169432
151,0.05416383571745671
152,0.04757249230842809
153,0.2872361636084276
154,0.1395711897636893
155,0.09790726575371156
156,0.06749854166943957
157,0.19900378696952647
158,0.6243502785538758
159,0.10857991530320059
160,0.1664086194152587
161,0.0714061050576007
162,0.056694882954243464
163,0.12011189560493402
164,0.05673582991082437
165,0.24682961778432796
166,0.14231431971902825
167,0.07257627261706581
168,0.15113939942792018
169,0.07558946303558292
170,0.10834862222565966
171,0.06481985240048722
172,0.1269855582434841
173,0.10838340017526016
174,0.2634322014886076
175,0.11337777629347273
176,0.11357287740730629
177,0.11178607496914633
178,0.07571955569193467
179,0.11337955119971008
180,0.257717772419169
181,0.12549441960123622
182,0.11716706997594988
183,0.14048626482387241
184,0.23882140380750125
185,0.06358078829032546
186,0.32020770055704384
187,0.112765000491779
188,0.0566655608758898
189,0.1204501562567172
190,0.2158340864680291
191,0.014318545671294609
192,0.2647840434066643
193,0.11376967592321852
194,0.46365356910146244
195,0.16780035531704102
196,0.1985560079598111
