dataset,GoodReadsDatasets_RedundancyCut/GoodReads_309t_3982w
ALPHA,0.1
G_Size,5
task_id,prediction_label
3,3.5096813640833977
0,3.7231989143315856
7,3.6561441390087133
14,3.7056432744887653
20,4.2282426366115535
21,4.197647863876571
298,3.979195507622366
297,3.9059736114325943
25,3.9975124897533196
294,3.947884437517433
293,4.18374419414879
40,4.207206128108651
41,3.959758811168452
44,3.825872980472613
272,3.6996109813279956
270,3.720673288745893
60,4.584129435539467
66,4.1890521776372465
70,4.001282974277848
100,3.699748793718708
199,4.19994388424162
194,4.196928766897868
300,4.176158820245805
62,3.716463314944336
67,3.7471817598973916
254,3.716902561655696
244,4.698569013714844
234,3.707200305741367
93,3.1984031306631455
105,4.0316448049507345
158,4.699689913415635
154,4.665639066142452
5,4.180311968602516
6,4.047537426099736
42,3.2020672158210166
45,4.18948654993029
46,4.192195187260368
73,3.8962855844828117
74,3.5005809568375112
152,4.199838829519304
4,3.6993542959676775
308,4.018218189030609
9,3.76226516170191
11,3.8599962897370355
12,3.564503811660221
15,3.855997093902596
304,3.999883977468616
301,4.188148909361066
295,4.579567981938728
28,4.604438121250569
32,3.9379660527656934
33,3.8009227602456033
37,4.1837741105924895
38,3.9979899473972895
39,4.157906436247328
43,3.9411179164088557
49,3.7044732238094666
50,4.179322975000929
51,4.1954544263239475
54,4.2003970288403085
271,3.200779294885686
269,3.9000623883066172
56,3.7869499405537943
268,3.8521475204114064
58,3.9604426439922014
59,4.004011438683274
264,3.7000112595259695
61,4.153341949561283
263,3.707818771248444
262,3.899958085826244
63,3.865451428034669
64,3.709083116452896
65,3.702466363381045
261,3.8912735073802116
260,4.1903472396504515
258,4.061273842249802
257,4.201211154921926
256,3.4991651248605313
75,3.7104372851620786
251,4.084501758595481
249,3.9093703712762657
246,3.2000949373906784
240,4.631400888728864
239,3.7030378776704094
238,4.60552382691252
85,3.548500155492451
88,3.980263987640297
89,4.262522706969996
91,3.722450265791412
92,4.187064072348044
94,3.695653764878044
95,4.191162189297868
212,3.988104004937981
211,4.005936471387883
112,3.499999854122347
193,3.92994321536576
8,3.2000647597444956
16,3.703571367120092
17,3.807058972804799
18,4.01076989733095
19,3.4991526447121153
299,4.186846245546876
24,4.181529783877658
30,4.005262161011117
71,3.978746134114971
242,3.9025103355818267
236,4.025295887797553
96,3.7055444978220202
97,3.5003904281819005
98,3.500419385388556
101,3.7096591979182625
102,4.107473503022747
103,3.8000475364966446
106,3.9113649985630317
107,3.7262954564857864
108,3.9996282280245428
109,3.4957828447674175
114,4.000010423793715
115,3.930841699167351
302,4.182012413888878
252,4.191780584687477
233,4.195116405177848
86,4.141203649832834
231,4.263498045386905
90,3.52078557984732
245,4.594456289275285
34,4.198177101492838
36,3.900063153856794
78,3.7024680453971657
113,4.092176779378239
306,4.205126634917794
307,4.195672409667208
13,3.9996127362757705
305,4.395897964826165
303,4.551560703085087
26,4.211626102322849
232,3.500386947018924
222,4.19997162682829
217,4.195263264258566
134,4.0
138,4.605305196328851
140,4.0
142,4.600547709131921
170,4.0
143,3.804857797174491
167,3.9000005249485508
166,4.097100967546528
165,4.099476348718295
163,4.600826335809945
160,4.200011424166785
159,3.8999998970676026
156,3.5000079146916447
157,4.602311953220497
296,4.001596422338679
83,3.697872879238413
290,3.8000733333581436
277,4.18665416901604
237,3.9000000000087436
110,3.2000226580455924
57,4.200897452054321
275,4.092933876927768
69,3.9625037717379086
235,3.7551923040030655
202,3.9
1,3.208660167411597
53,3.99705360003303
2,4.198551282993187
31,3.972765491139419
243,3.9999744383852898
119,4.199952569346596
192,4.20090871734997
29,4.0
283,4.000097694469718
280,4.000008690500254
267,3.500000252773111
266,4.165761660536517
76,3.900000002302862
250,3.9968850685575203
248,4.122593922043446
82,3.4999999985220094
198,4.0
178,3.9
27,4.197804903256898
169,3.999999920210804
77,3.20000000409823
135,4.190329803676774
153,3.7003896851620426
10,3.930604379753386
48,4.025308396371104
35,4.0399876973372075
23,4.200063800324216
99,4.199999182589325
52,3.9492304096210775
72,4.200670557348967
79,3.7037087672127598
117,4.199849490674823
145,3.8999999997415893
116,3.7075401263504375
120,3.8002408539184365
191,4.613167591774411
133,3.7003867463297713
181,4.0
255,4.222162599216611
55,4.0
172,3.7003457746108537
84,4.099924568689767
188,4.1
146,4.1168336439141955
203,3.899999999999998
247,3.7122172130919844
161,4.199773505820282
204,3.900456341427534
104,4.191516023895014
291,3.9
47,4.39914981817429
