dataset,GoodReadsDatasets_RedundancyCut/GoodReads_309t_3982w
ALPHA,0.1
G_Size,5
worker_id,worker_severity
0,-0.30420013408108165
1,-0.10663917104187087
2,-0.2545909254158795
3,0.01946102345296322
4,0.40299859032437085
5,-0.2156118572616754
6,0.07585216551010293
7,0.1760148594287964
8,0.38957196421743473
9,-0.3726781721161985
10,0.5706436950040056
11,-0.4803357781336631
12,-0.3594981855304287
13,0.41890891570118194
14,0.03172101908527553
15,-0.6803742309688229
16,-0.48880775030924273
17,-0.08378999835615875
18,0.12065488211194389
19,0.36656139208751604
20,0.3009450486271284
21,0.04215281694585051
22,0.003050071107502691
23,0.42222041454777104
24,0.7078909970661245
25,0.30867811172649695
26,-0.535981734848809
27,0.43480547887281856
28,-0.47830724674558023
29,0.20346744459719493
30,0.5291206140634163
31,-0.19742606630279744
32,-0.08435790082705619
33,0.038396192207803555
34,-0.04044638144963444
35,0.30150531569989514
36,-1.0891685364254315
37,0.15356365906278047
38,0.2291401995852297
39,-0.1801105253189098
40,0.033799078743287254
41,-0.07754029250119554
42,-0.11975296941367165
43,-0.0876601155842622
44,0.3710070598765033
45,0.34863025289185945
46,-0.45861486355375874
47,0.16190758044677936
48,-0.023483424556246486
49,-0.17389517990604494
50,-0.2942484788397491
51,0.39850733256753273
52,0.5618627406076383
53,0.04993951954922024
54,-0.46044400495461607
55,0.12177824769286621
56,-0.14260997379120532
57,-0.17797941140995704
58,-0.6175567442431493
59,0.06354117440183271
60,0.22470272009165457
61,-0.7131905921620629
62,-0.20382663659468397
63,0.2824174855860374
64,-0.09639067230834154
65,0.03128400183708412
66,0.03889158524583218
67,0.22126054876391513
68,0.9050291151861491
69,0.6060188490010048
70,-0.16087106432688464
71,0.0513594718742388
72,-0.5626300016392367
73,0.8357695561590249
74,-0.8921274596018961
75,-0.56844744159706
76,-0.15530555605357535
77,-0.3857708987771723
78,0.44134963299916635
79,-0.34611568345435184
80,0.03828098611030499
81,-0.2895792428463139
82,0.017923355015851156
83,0.16615819907751866
84,-0.030106102749877454
85,-0.5164923169718508
86,-0.22629709530096218
87,0.5755911222576714
88,0.24345315161447087
89,-0.1710896256300705
90,0.11754824850781732
91,0.014493299307351732
92,-0.795951052019145
93,-0.9601021671219764
94,0.45085153182305454
95,0.4111845645806961
96,-0.42797820375862
97,-1.5492546844097155
98,0.8014487170068132
99,0.19664093998007137
100,-0.05463364780024491
101,0.40252039238801673
102,0.5541383504294253
103,0.4687931199654899
104,0.6759357525993376
105,-0.16613902334647
106,0.10187112752556499
107,0.3195701360780366
108,-0.15157197637061595
109,-0.19855128299318664
110,0.4259018338806871
111,-0.10884406142570706
112,-1.3323432192476854
113,0.6520154628659656
114,0.2833559767687831
115,-0.9500802102789341
116,0.040641796564713624
117,-0.664107110963472
118,-0.3232517036045381
119,0.3052090017659783
120,-0.024621140990309463
121,0.4954867930050759
122,-0.30241192726470184
123,0.012002800090601087
124,-0.5507254478313793
125,-1.0346814126228874
126,-0.2696365729605868
127,0.3682698487529968
128,-0.29647550471770595
129,0.19338885179663484
130,-0.6049048443358601
131,-0.17126265948757552
132,0.465717840747072
133,0.00845468890340177
134,0.20950730053510694
135,-0.03778808154124091
136,0.6867606676025928
137,0.33489488130617057
138,-0.20152639466933053
139,-0.1631863247694877
140,0.17659746876085397
141,-0.18183495727152352
142,-0.23932823922641536
143,-0.839982934345395
144,-0.3946911977056871
145,0.3393884258430961
146,0.5519869038273982
147,-1.0828671262485678
148,0.005301361063573801
149,0.410652931912141
150,-0.5817435403456372
151,0.1101443381167461
152,-1.874424895255673
153,-0.663272868862203
154,0.9524625739002625
155,0.8117074867892585
156,-0.5368351960733783
157,-0.13924035165263007
158,-0.35424384518217705
159,-0.020822858223526534
160,0.2875518690618765
161,-0.35624960839092656
162,-0.8493757000865966
163,0.1565071633085269
164,-0.19410683455278605
165,-0.267718724569296
166,-0.2232537659109864
167,-0.5582357444005546
168,0.24839858427525016
169,-0.29427867639772537
170,0.22935892685947593
171,0.9179816605074148
172,-1.0732022336699356
173,1.7999352402555042
174,0.7999352402555043
175,-0.29496123337709174
176,-1.8479238022559643
177,0.19353781473362322
178,-0.1645440615444773
179,0.1755972454389907
180,0.553465079581104
181,0.7376460324795758
182,-0.10541732853772257
183,-0.06629270525325316
184,0.2720728722430142
185,0.38858781838341416
186,0.6272475482276806
187,-0.445181595460972
188,-0.99861018728195
189,-0.5211640023313358
