dataset,GoodReadsDatasets_RedundancyCut/GoodReads_309t_3982w
ALPHA,0.1
G_Size,5
k_value,phi_k
0.0,0.0
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.003320090665338932
3.1,0.0
3.2,0.0286020326544519
3.3,0.0037926578585813476
3.4,0.0
3.5,0.05751503988993826
3.6,0.0
3.7,0.13437538957891476
3.8,0.055733303058730824
3.9,0.14705001020017056
4.0,0.157796336999985
4.1,0.08391781211648108
4.2,0.2353905117026687
4.3,0.005611261745706513
4.4,0.02381296196541504
4.5,0.0
4.6,0.04871482024166248
4.7,0.014367771321950346
4.8,0.0
4.9,0.0
5.0,0.0
