dataset,DouBanDatasets_RedundancyCut/Douban_202t_2323w
ALPHA,0.1
G_Size,5
task_id,prediction_label
0,4.700009497680865
197,4.403830501670181
135,4.305345419010539
14,4.700024796168274
1,4.700004167174837
158,4.602593429193314
156,4.402829744240637
109,4.504864421661146
131,4.600004829024397
127,4.498983236520499
11,4.500419813269208
67,4.500808120952835
56,4.399414985247903
44,4.600968909163973
100,4.500990859614234
73,4.500136467029239
63,4.595984275574078
200,4.400067483559161
2,4.6002907446181505
148,4.493885551870406
10,4.599968388394427
12,4.400175055710632
68,4.408422840389898
66,4.4818782194234315
46,4.599930101039838
105,4.600082666613833
28,4.699994650757344
201,4.199995014454373
96,4.6000898806636625
39,4.600190445277421
6,4.7999971784494075
87,4.799652139327196
95,4.134039867017703
142,4.500064005411608
140,4.3993215676642
134,4.4007100742529675
126,4.799999967080877
123,4.399998708217827
74,4.498734672830106
69,4.402012898916602
24,4.498745422430538
26,4.599949118792528
83,4.300448577370339
3,4.600010412415132
168,4.694614818451457
157,4.20719659066371
132,4.411610408555989
71,4.700234835667736
70,4.399250739232196
65,4.700465327423807
43,4.600056237820984
42,4.700520926933461
41,4.614785405470864
145,4.502174648132092
187,4.4003705015467816
4,4.799994513706491
7,4.70001911447552
8,4.6995475877179835
172,4.199957119457587
170,4.499132177573664
167,4.302282260193664
91,4.508333808649174
164,4.8
97,4.499797406230691
150,4.107222579210304
103,4.599337224244846
111,4.300071107217424
114,4.401304565119657
81,4.508685234944347
78,4.40133628290432
15,4.699974589119313
54,4.297458675809641
25,4.518624433171763
50,4.600051340559186
47,4.199958337745239
45,4.501163076247093
32,4.799997945599695
35,4.5985727483323195
16,4.599272140753784
193,4.399967286336494
5,4.799999532340575
183,4.1
180,4.100063211840469
177,4.43093031705877
174,4.700004677848011
173,4.602256206695147
88,4.39978431798559
89,4.400683099849158
163,4.500483140560116
93,4.503971084410329
94,4.498059485727692
98,4.601540779812525
153,4.3998770986741444
152,4.199999830759855
104,4.400480074087479
138,4.401717919818156
129,4.600068635643866
113,4.599797384527204
124,4.199364467852256
119,4.597637258296441
80,4.399990880328559
79,4.600033690393083
13,4.599999314824554
76,4.400014725078224
18,4.699991323031227
19,4.299564817477928
61,4.600096613280515
60,4.3991369852295374
58,4.4996951081241
22,4.70012454352453
55,4.39977559433636
53,4.401330544147818
52,4.599744344137895
49,4.600070947295083
29,4.3990397359513
40,4.404270158647467
37,4.400837941077455
33,4.300406181039982
34,4.700845817484574
188,4.303400949406581
185,4.399816757918556
181,4.199995105153922
179,4.2998529492474
169,4.401643621482435
90,4.401502945311278
159,4.19952992492028
147,4.4004357480867204
144,4.503351791271278
143,4.4997555578783315
120,4.100233846531681
72,4.495490373002558
62,4.799868518868766
59,4.600001360338318
57,4.6000146137385425
23,4.60002686188608
48,4.699999902025361
31,4.499876922010406
38,4.499336604295892
101,4.499761069082727
184,4.500483719999563
30,4.398853516599645
194,4.102423451529787
196,4.09606054472126
189,4.206208741379427
176,4.1985800157108
175,4.501342049865584
154,4.507408443086897
149,4.300109836302398
137,4.399662466269581
108,4.3946577520834715
133,4.500445094458962
128,4.499552097300988
112,4.400280355751124
125,4.302934699065673
116,4.1
117,4.197191282443206
9,4.401781561676243
84,4.595636191829403
64,4.399563125252378
191,4.299962087133828
171,4.3998617776702975
139,4.400022199086096
92,4.69902663558338
155,4.700428614597146
161,4.290262597032006
178,4.500564880033578
102,4.700001229254703
141,4.500234605026983
118,3.899999999999926
21,4.600140561941287
115,4.305911802075884
27,4.699992462531768
85,4.399918309707091
51,4.603855851511612
198,4.099999999999959
195,4.100000002272212
186,4.200011678213479
182,4.400147272984706
166,4.39868692047716
160,4.401101690212576
136,4.501500828061131
107,4.299181226611903
82,4.298901766561852
20,4.499767268903425
36,4.4007473237989
190,4.1
86,4.099999999999883
162,4.399678237323829
151,4.500161683497328
146,4.497829048989719
106,4.4002676094497675
130,4.09999999999998
110,4.499865890053634
121,4.0
122,4.399990750591062
77,4.1
75,4.600092205996502
17,4.7999999703707665
199,4.400018053261042
192,4.499649907006665
165,4.50003484438603
99,4.499064351066664
