# 节点数  边数   ,2323  64169
217,2076
217,694
217,876
217,2199
217,310
1185,934
1185,32
1185,1938
1185,433
391,2048
391,1649
391,721
391,518
391,305
391,904
391,224
391,163
391,56
391,809
391,2081
391,1544
391,1686
391,853
391,12
514,438
514,52
514,277
514,1554
514,152
514,1767
514,305
514,1547
514,951
514,1798
514,184
514,1612
514,263
514,114
514,1721
514,1324
1919,166
1919,1445
1919,1180
1919,788
1919,2141
1919,1566
1919,826
1919,787
1919,955
1919,552
1919,302
1919,2264
1919,343
1919,337
1919,2
1919,417
1919,12
1919,1399
1919,2283
1730,2032
1730,2196
1730,768
1730,1065
1730,920
1730,1080
1730,261
1730,2228
1730,871
1730,1116
1730,369
1730,155
1730,163
1730,2206
1730,387
1730,2288
1730,1483
1730,1217
1730,458
1730,653
1730,98
1730,289
2032,1730
2032,1811
2032,426
2032,2245
2032,245
2032,849
2032,216
2032,2199
2032,1783
2032,829
2032,32
2032,6
2032,1840
2032,1094
2032,2040
2032,743
2032,252
868,1730
868,1019
868,1405
868,166
868,960
868,1380
868,438
868,34
868,779
868,1991
868,782
868,1627
868,1997
868,1453
868,874
868,1965
868,1855
868,1266
868,241
868,1211
868,1018
868,1307
868,2247
868,1852
868,1942
868,1851
868,924
868,1202
868,1793
868,1432
868,2045
868,481
868,135
868,1583
868,2141
868,2136
868,60
868,915
868,1756
868,573
868,2244
868,1597
868,1743
868,428
868,1984
868,849
868,2274
868,261
868,2248
868,989
868,635
868,1893
868,1525
868,1754
868,1747
868,630
868,830
868,1939
868,1321
868,1468
868,1082
868,1408
868,826
868,1998
868,1013
868,1397
868,154
868,1767
868,1141
868,1708
868,1502
868,875
868,1981
868,2306
868,1329
868,1478
868,1783
868,904
868,773
868,797
868,2163
868,704
868,896
868,1830
868,703
868,1143
868,435
868,316
868,1010
868,554
868,1638
868,2300
868,1467
868,1320
868,552
868,877
868,1485
868,809
868,2055
868,1536
868,25
868,1722
868,365
868,1869
868,737
868,2285
868,15
868,343
868,29
868,2030
868,1182
868,2089
868,1655
868,184
868,853
868,1550
868,1158
868,1407
868,777
868,70
868,1938
868,2288
868,371
868,624
868,1131
868,132
868,2177
868,79
868,27
868,1875
868,325
868,484
868,2286
868,2301
868,1817
868,1284
868,265
868,1850
868,579
868,597
868,594
868,114
868,170
868,397
868,995
868,1586
868,1949
868,332
868,1317
868,608
868,1721
868,40
868,1324
868,778
868,450
1003,1807
1003,104
1003,1469
1003,906
1003,1736
1003,1078
1003,517
1003,117
1003,2205
1003,1437
1003,1913
1003,1461
1003,262
1003,947
1003,384
1003,1056
1003,111
1003,1330
1003,657
1003,2237
1003,2296
1003,1320
1003,314
1003,654
1003,1517
1003,1951
1003,1815
1003,1484
1003,88
1003,1774
1003,1794
1003,2040
1003,247
1003,265
1003,263
1003,1872
1003,1701
1003,404
1003,1265
1003,1750
2009,1724
1092,1300
1092,657
1092,2296
1092,777
1092,330
1092,778
1092,2299
2128,104
2128,1128
2128,2048
2128,2205
2128,2306
2128,809
2128,2285
2128,853
2128,1841
2128,114
1229,1211
1229,1432
1229,1497
1229,276
1229,1486
1229,951
1229,853
1229,1720
1229,114
1229,1654
1229,283
1229,911
1019,245
1019,60
1019,915
1019,2287
1019,376
934,2169
580,217
580,944
580,1728
580,438
580,2085
580,1215
580,1627
580,1310
580,2162
580,2086
580,1630
580,1568
580,689
580,454
580,1145
580,1292
580,501
580,638
580,1139
580,482
580,2196
580,1335
580,1266
580,1522
580,104
580,1608
580,1211
580,315
580,69
580,668
580,686
580,1065
580,1041
580,1802
580,714
580,2107
580,920
580,1448
580,1851
580,861
580,1469
580,1765
580,1452
580,1015
580,1988
580,1033
580,493
580,256
580,333
580,788
580,1619
580,2245
580,723
580,1799
580,449
580,1932
580,1637
580,1412
580,1426
580,245
580,117
580,1497
580,267
580,1579
580,2225
580,1909
580,1756
580,784
580,2244
580,1681
580,1930
580,1971
580,567
580,1620
580,1636
580,1315
580,2205
580,257
580,849
580,126
580,258
580,2282
580,1465
580,2248
580,1246
580,660
580,1214
580,876
580,2084
580,1790
580,635
580,1209
580,1952
580,986
580,198
580,2297
580,1822
580,262
580,1972
580,1924
580,443
580,2250
580,216
580,2243
580,1747
580,1108
580,491
580,578
580,2125
580,805
580,598
580,1116
580,1429
580,1690
580,548
580,1300
580,154
580,2304
580,787
580,2318
580,1141
580,1134
580,63
580,987
580,62
580,1981
580,600
580,734
580,688
580,1758
580,1349
580,1900
580,1486
580,2240
580,1542
580,1322
580,2182
580,1565
580,2237
580,918
580,1911
580,2069
580,712
580,873
580,2038
580,1181
580,23
580,546
580,1403
580,1768
580,1853
580,1833
580,2037
580,2277
580,708
580,169
580,1536
580,220
580,134
580,32
580,1848
580,361
580,2285
580,1697
580,951
580,1182
580,732
580,1961
580,670
580,1828
580,806
580,808
580,1757
580,810
580,1824
580,1484
580,982
580,1578
580,948
580,2124
580,24
580,2280
580,1192
580,2119
580,1480
580,816
580,1406
580,1094
580,2169
580,1843
580,1052
580,1487
580,503
580,1760
580,247
580,186
580,2058
580,1044
580,2173
580,1147
580,2078
580,265
580,831
580,579
580,2029
580,569
580,792
580,640
580,1606
580,98
580,1548
580,528
580,1586
580,860
580,2184
580,979
580,2261
580,664
580,495
580,1050
1353,782
1353,928
1353,785
1405,868
1405,934
1405,782
1405,104
1405,1432
1405,1161
1405,2039
1405,1410
1405,1967
1405,2248
1405,633
1405,1141
1405,734
1405,1805
1405,955
1405,2163
1405,540
1405,1320
1405,643
1405,1287
1405,1547
1405,654
1405,229
1405,2081
1405,105
1405,387
1405,1938
1405,1773
1405,585
1405,47
1405,1483
1405,2173
1405,114
189,1851
189,787
189,1275
189,765
189,1872
1438,842
1438,773
1438,155
1438,33
1438,1464
201,1706
201,1854
201,80
201,1800
1288,960
1288,1139
1288,1307
1288,714
1288,135
1288,1286
1288,1748
1288,1909
1288,2123
1288,305
1288,506
1288,737
1288,1544
1288,1753
1288,806
1288,624
1288,132
1288,347
1288,847
1288,40
1610,469
1610,2154
1610,10
1895,1202
1895,2256
1895,1319
1895,395
1895,63
1895,342
1895,773
1895,1400
1895,2075
1895,549
1895,554
1895,2
1895,93
1895,1782
1895,642
1895,1325
1895,1399
1928,1649
1928,155
1660,1165
944,684
944,689
944,1942
944,1851
944,1497
944,573
944,1668
944,518
944,951
944,853
944,2
944,1484
944,123
944,170
944,208
1709,110
1709,870
1905,934
1905,1965
1905,2014
1905,1802
1905,714
1905,1632
1905,1661
1905,1572
1905,299
1905,1505
1905,961
1905,114
1905,592
213,782
213,761
213,1942
213,1679
213,45
213,1747
213,1023
213,1540
213,890
213,842
213,749
213,587
213,1287
213,1775
213,349
213,1938
213,624
213,589
213,1241
213,123
213,114
213,409
213,539
213,1392
266,782
266,560
266,826
266,1554
266,1056
266,548
266,797
266,415
266,1287
266,479
266,29
266,2189
266,2
266,1054
266,1974
266,569
266,1606
1844,782
1844,1180
1844,469
1844,1408
1844,1983
1844,1869
1844,737
1844,327
1844,2
1844,1938
1844,624
1844,1131
1844,433
1844,1324
1402,863
1402,1534
1402,1458
1402,1557
1402,245
1402,1497
1402,258
1402,1822
1402,63
1402,389
1402,1
1402,1954
1402,1430
1402,956
1402,250
1402,1957
1402,816
1402,180
1402,1483
1402,2040
1402,247
1402,1250
1402,2178
166,1919
166,868
166,812
166,714
166,1432
166,256
166,1745
166,270
166,788
166,1591
166,533
166,106
166,1319
166,1260
166,1164
166,1013
166,331
166,1154
166,1387
166,142
166,1502
166,1104
166,303
166,551
166,1835
166,600
166,1417
166,2163
166,1565
166,905
166,1769
166,155
166,1519
166,1287
166,1085
166,950
166,412
166,2208
166,2081
166,2053
166,781
166,764
166,349
166,1828
166,1022
166,1407
166,82
166,1753
166,735
166,1815
166,371
166,624
166,1021
166,347
166,1406
166,1241
166,1875
166,1000
166,822
166,832
166,1741
166,1418
166,263
166,1749
166,642
166,1675
166,413
166,252
166,1880
166,341
166,210
166,608
166,1585
166,774
166,91
166,178
166,1170
960,782
960,874
960,1266
960,1685
960,940
960,313
960,393
960,60
960,428
960,1023
960,890
960,657
960,1858
960,309
960,540
960,753
960,56
960,2028
960,226
960,1550
960,1947
960,123
960,425
960,653
960,12
960,2301
960,409
960,743
960,286
960,40
960,1324
108,104
108,2193
108,212
108,519
108,581
108,2244
108,258
108,1913
108,2182
108,1492
108,1158
108,317
108,98
1137,117
1137,428
1137,1415
1137,305
1137,1010
1137,1403
1137,900
1137,2053
1137,853
1137,2057
1137,778
1365,951
1365,853
1365,1024
1380,876
1380,1672
1380,946
1380,1644
1380,539
442,1266
442,469
442,393
442,1156
442,415
442,1270
442,133
442,1544
442,1644
1666,1431
1728,1173
1728,1821
1728,1069
1728,1735
1728,2295
1728,2248
1728,942
1728,216
1728,1323
1728,1602
1728,1650
1728,80
1728,2319
1728,1276
1728,1486
1728,1956
1728,540
1728,552
1728,728
1728,2206
1728,105
1728,1938
1728,79
1728,347
1728,377
1728,170
1728,2113
619,448
619,454
619,464
619,709
619,1618
619,794
619,2024
438,868
438,420
438,1876
438,1082
438,408
438,2164
438,1104
438,1156
438,657
438,1700
438,1825
438,870
438,27
438,1875
438,425
438,286
438,1324
34,1405
34,1965
34,1078
34,788
34,2049
34,1597
34,428
34,848
34,299
34,1323
34,1602
34,1154
34,62
34,276
34,1334
34,1486
34,904
34,1542
34,35
34,56
34,1245
34,654
34,1520
34,737
34,943
34,764
34,1182
34,1938
34,563
34,263
34,642
34,1586
34,1317
34,210
34,608
34,2255
779,1730
779,868
779,1795
779,2141
779,1732
779,476
779,2287
779,150
779,2304
779,1141
779,328
779,711
779,1729
779,1830
779,1010
779,870
779,1833
779,302
779,1722
779,853
779,215
779,1550
779,1974
779,780
779,642
779,778
779,1265
779,208
1810,2245
1810,2295
1810,1747
1810,418
1991,761
1991,476
1991,1542
1991,778
1445,1919
1445,2141
1445,487
1445,1792
1445,1644
1445,385
1445,286
782,1844
782,1648
782,1584
782,1275
782,1716
782,1287
782,2257
782,387
782,1867
782,93
782,539
2068,2183
2068,2137
2068,1747
2068,282
2068,1733
2068,131
2068,1417
2068,870
2068,1356
2068,951
2068,1897
2068,1241
2068,1418
2068,433
1809,1918
1809,1783
1809,2047
1809,1054
1809,398
1215,1780
2238,469
2238,2235
2238,682
2238,1013
2238,337
1627,1730
1627,189
1627,1310
1627,1173
1627,454
1627,1388
1627,1965
1627,1855
1627,865
1627,1018
1627,2138
1627,1381
1627,212
1627,1685
1627,429
1627,1475
1627,1029
1627,251
1627,519
1627,141
1627,834
1627,1632
1627,1842
1627,1497
1627,1080
1627,60
1627,267
1627,908
1627,2137
1627,784
1627,848
1627,258
1627,52
1627,2251
1627,228
1627,1006
1627,1146
1627,2084
1627,197
1627,1591
1627,2297
1627,262
1627,216
1627,106
1627,1820
1627,1107
1627,515
1627,331
1627,154
1627,787
1627,59
1627,63
1627,1275
1627,1871
1627,734
1627,1783
1627,2163
1627,415
1627,1290
1627,1825
1627,1138
1627,1982
1627,163
1627,1892
1627,56
1627,1536
1627,2206
1627,946
1627,192
1627,951
1627,6
1627,215
1627,1550
1627,1079
1627,1484
1627,1511
1627,624
1627,191
1627,1894
1627,1563
1627,325
1627,1483
1627,966
1627,290
1627,791
1627,608
1627,1518
1310,1197
1963,812
1963,1609
1963,2247
1963,469
1963,573
1963,1719
1963,734
1963,1547
1963,1983
1963,1550
1963,810
1963,397
2109,812
2109,1904
2109,778
85,1019
85,1895
85,1928
85,166
85,960
85,1380
85,1991
85,2085
85,1215
85,1316
85,1180
85,2086
85,1568
85,689
85,454
85,38
85,1607
85,1228
85,501
85,812
85,874
85,1855
85,422
85,1335
85,865
85,468
85,668
85,1852
85,1761
85,714
85,1381
85,1364
85,1942
85,1685
85,861
85,1679
85,1494
85,1988
85,1029
85,1795
85,1069
85,932
85,977
85,1706
85,333
85,2146
85,975
85,2209
85,1546
85,1236
85,1384
85,1078
85,393
85,127
85,788
85,2245
85,1166
85,135
85,2295
85,2254
85,1032
85,449
85,1583
85,1637
85,1704
85,490
85,1369
85,1286
85,978
85,1632
85,1035
85,60
85,1909
85,2287
85,1995
85,2244
85,1681
85,1930
85,2060
85,173
85,1743
85,474
85,2205
85,1903
85,849
85,690
85,261
85,2282
85,2190
85,709
85,2248
85,1719
85,2252
85,1130
85,262
85,2250
85,1525
85,578
85,275
85,277
85,2289
85,598
85,1656
85,97
85,1582
85,269
85,1323
85,1648
85,1939
85,1321
85,1468
85,1260
85,826
85,1998
85,729
85,1013
85,1682
85,395
85,80
85,331
85,199
85,366
85,1251
85,626
85,2304
85,59
85,1767
85,1141
85,1134
85,1332
85,665
85,987
85,276
85,2164
85,820
85,369
85,1668
85,1611
85,600
85,1871
85,1879
85,734
85,1646
85,1478
85,2239
85,890
85,547
85,711
85,1472
85,1269
85,1486
85,904
85,922
85,773
85,1542
85,2011
85,2182
85,1594
85,75
85,1941
85,2075
85,1830
85,905
85,703
85,1143
85,2237
85,918
85,540
85,441
85,656
85,801
85,1144
85,35
85,2300
85,1320
85,1944
85,1138
85,1519
85,829
85,713
85,854
85,165
85,136
85,587
85,893
85,1287
85,1689
85,1390
85,379
85,1968
85,576
85,552
85,663
85,1485
85,2020
85,1853
85,836
85,1354
85,1695
85,1281
85,654
85,1492
85,817
85,950
85,2055
85,2264
85,1717
85,220
85,538
85,2093
85,1983
85,838
85,1921
85,1848
85,365
85,968
85,1520
85,133
85,361
85,737
85,1647
85,279
85,943
85,1544
85,901
85,343
85,105
85,387
85,1517
85,2030
85,951
85,2311
85,1182
85,550
85,1344
85,184
85,1828
85,1075
85,1504
85,327
85,2001
85,221
85,143
85,82
