# 节点数  边数   ,0  293298
1499,968
400,808
400,655
790,1138
790,795
1405,1498
450,1138
1772,277
437,131
15,790
15,446
15,992
15,1250
15,673
15,259
15,2469
15,530
15,1592
15,352
15,861
15,2563
15,1244
15,2142
15,515
15,362
15,1153
15,612
15,1928
15,1089
15,482
15,1498
15,2374
15,1850
15,1640
15,1590
15,138
15,1913
15,2136
15,777
15,2400
15,1312
15,2216
15,1024
15,607
15,937
15,941
15,2311
15,2412
15,2157
15,1537
15,592
15,859
15,2138
15,2215
15,1541
15,849
15,2133
15,2517
15,2203
15,490
15,2840
15,137
15,2798
15,329
15,800
15,714
15,387
15,2515
15,2658
15,606
15,754
15,540
15,2288
15,651
15,394
15,2718
15,1875
15,1006
15,393
15,2042
15,2209
15,1466
15,1073
15,197
15,1784
15,258
15,1337
15,460
15,1056
15,2708
15,1958
15,1118
15,405
15,52
15,1411
15,2541
15,253
15,2429
15,772
15,2696
15,1076
15,9
15,1120
15,1166
15,865
15,1947
15,2171
15,2690
15,2485
15,1107
15,2163
15,76
15,2297
15,2445
15,1062
15,2135
15,1919
15,1456
15,675
15,598
15,423
15,1140
15,933
15,617
15,1893
15,55
15,1057
15,2299
15,2647
15,51
15,1996
15,2513
15,1986
15,1155
15,629
15,1457
15,188
15,988
15,2247
15,2712
15,1477
15,335
15,1364
15,698
15,230
15,619
15,2709
15,419
15,1462
15,2085
15,2383
15,1883
15,10
15,342
15,2502
15,319
15,2574
15,2339
15,242
15,2073
15,434
15,2249
15,2732
15,1030
15,732
15,384
15,1367
15,2078
15,2385
15,141
15,2830
15,615
15,1340
673,277
613,131
613,1615
1185,51
1185,960
1185,752
1192,1389
1013,154
1013,199
1013,1331
570,1420
29,2225
29,861
29,515
29,2586
29,1132
29,271
29,2138
29,1901
29,754
29,717
29,2392
29,1074
29,2357
29,1118
29,109
29,664
29,131
29,2012
29,629
29,2624
29,156
29,2159
2083,2401
2083,1236
2083,2594
2083,1467
2083,2573
110,2073
648,1762
962,1219
962,890
704,131
765,1274
769,487
1622,1629
776,1089
776,890
776,2073
2327,1221
2225,2459
2225,1367
1079,1187
1079,172
2731,542
2731,2377
2731,1183
2731,1570
2731,2630
2396,2599
2396,2754
2396,2423
2396,868
2396,2382
2396,1570
2396,629
2396,1367
2107,1910
202,245
202,1176
202,49
202,2073
1443,515
1443,520
352,131
352,535
86,131
1268,1769
2003,849
2322,1405
116,156
2843,2136
588,156
986,2073
1244,819
43,1225
43,170
43,1513
43,1952
43,1510
43,114
43,33
43,22
43,1259
43,520
43,1111
43,131
43,851
43,494
43,173
43,366
2333,2091
758,132
758,1769
758,1290
888,2826
1434,1552
515,131
50,277
1476,259
1476,1991
1476,1037
1476,2329
1153,173
30,88
30,3
30,726
30,1019
30,2312
30,148
30,203
30,44
30,131
30,335
30,380
604,2311
604,291
2359,1622
2018,2060
1727,588
1727,515
1727,85
1727,156
1300,1498
1859,2311
1859,1993
1859,156
1089,849
1455,612
1455,849
1455,77
1455,2578
261,277
858,94
1978,861
1978,2586
1978,2024
1978,71
594,65
594,42
594,131
784,131
48,845
48,481
48,1498
48,1565
48,1312
48,346
48,937
48,2
48,349
48,2041
48,1567
48,154
48,679
48,1166
48,355
48,148
48,33
48,22
48,1259
48,1728
48,109
48,383
48,131
48,547
48,2073
647,346
88,861
88,515
88,1153
88,1225
88,346
88,607
88,1132
88,900
88,2311
88,349
88,603
88,385
88,1228
88,540
88,1213
88,2049
88,1784
88,114
88,1118
88,2808
88,1394
88,281
88,78
88,1331
88,383
88,49
88,1121
88,131
88,2404
88,1319
88,2665
88,1102
88,335
88,1561
88,168
88,230
88,2709
88,414
88,897
88,342
88,634
88,813
88,487
88,172
88,2830
1498,1187
1980,2060
1454,1015
1454,490
1454,2115
1454,803
1454,253
1454,2684
1454,2502
1414,1398
1565,59
1565,2738
1565,1728
1565,609
8,324
8,203
8,131
1442,1225
1442,164
1560,1358
1560,413
1560,1458
1560,612
1560,1498
1560,1454
1560,196
1560,1163
1560,1225
1560,2551
1560,346
1560,607
1560,1762
1560,2311
1560,349
1560,849
1560,466
1560,714
1560,2736
1560,2145
1560,250
1560,132
1560,1784
1560,258
1560,1337
1560,924
1560,1118
1560,2608
1560,2827
1560,2555
1560,1166
1560,2171
1560,436
1560,675
1560,330
1560,1960
1560,2299
1560,51
1560,90
1560,1173
1560,1462
1560,414
1560,2073
1560,732
1560,615
760,1159
2682,362
2682,2136
2682,602
2682,349
2682,2089
2682,132
2682,154
2682,148
2682,2081
2682,633
2682,2574
2682,657
2791,2423
7,387
7,1213
7,393
7,1073
7,803
7,114
7,370
7,843
7,33
7,109
7,131
7,188
7,335
7,1305
7,354
7,2073
616,2618
2239,1991
707,1288
707,634
1276,245
1276,2417
1517,387
1517,1107
1517,1397
196,2519
196,754
196,703
1225,612
1225,520
644,131
1524,2171
1646,908
1646,1321
365,994
365,157
365,529
365,2302
365,230
365,547
312,2627
1461,2601
1181,2489
1181,1079
1181,1458
1181,2142
1181,2547
1181,1199
1181,2262
1181,482
1181,1980
1181,1225
1181,1869
1181,2136
1181,157
1181,607
1181,171
1181,1762
1181,2311
1181,271
1181,2138
1181,2215
1181,849
1181,1988
1181,2703
1181,2590
1181,979
1181,1020
1181,132
1181,1969
1181,258
1181,1337
1181,1135
1181,1060
1181,1118
1181,679
1181,1166
1181,2171
1181,148
1181,843
1181,2135
1181,1140
1181,617
1181,383
1181,2647
1181,2513
1181,698
1181,230
1181,2149
1181,752
1181,2073
1181,1700
1181,476
1792,131
516,1565
516,131
516,2223
2814,77
2671,156
27,385
27,387
