dataset,GoodReadsDatasets_SWTest/GoodReads_2850_308t
ALPHA,0.1
G_Size,5
Iteration Count,83
k_value,phi_k
0.0,0.0
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.0
3.2,0.0
3.3,0.006667588841018583
3.4,0.011752990229230369
3.5,0.035598349312774065
3.6,0.027427079101562623
3.7,0.09521813321223392
3.8,0.1736886117951779
3.9,0.11589013066774381
4.0,0.13164525790604334
4.1,0.15039439739741886
4.2,0.04217033282872695
4.3,0.10256046466272498
4.4,0.04120021264654817
4.5,0.03504269427900391
4.6,0.030743757119786764
4.7,0.0
4.8,0.0
4.9,0.0
5.0,0.0
