dataset,GoodReadsDatasets_RedundancyCut/GoodReads_309t_674w_8r
ALPHA,0.1
G_Size,5
Iteration Count,86
task_id,prediction_label
3,3.4012751192573445
0,3.3735605977142313
7,3.8529919203380394
14,3.420534663894983
20,4.077705211918852
21,3.889440633586484
298,3.983413875235858
297,4.104227544884416
25,4.211096893253344
294,4.585708745324795
293,4.289144422210626
40,4.128560352568766
41,4.019906234610574
44,3.9008259815068698
272,3.9000000102254293
270,4.196216570556507
60,4.794160158874042
66,4.180060986825723
70,3.9438418015857106
100,3.963844969029534
199,4.769091128886281
194,3.9087981684679884
300,4.171021601709252
62,4.1174521302832625
67,3.3310602273185164
254,3.0419171452557476
244,4.60459562474913
234,3.3564177581257786
93,3.041096273054764
105,4.0585648079548236
158,4.7243124821128175
154,4.799885502546999
5,4.176726272861488
6,3.9385699621926786
42,3.230899111740898
45,4.160764502824168
46,4.77162395275239
73,3.9381428665069955
74,4.0
152,4.099987711201793
4,3.941389211748727
308,3.945085105868321
9,3.399575040805724
11,3.5067691863858577
12,3.9281548079529838
15,4.033675081676025
304,4.66729720610684
301,3.993857596655326
295,4.199672644477746
28,3.920733870893363
32,3.0943827157529706
33,3.900003939913145
37,4.612143918862223
38,4.161109430803602
39,3.349447757490397
43,3.906732524355117
49,3.893857711815618
50,4.284829265241556
51,4.058058596981318
54,4.168084017702673
271,3.000372542136029
269,3.399500430131353
56,4.039619488052724
268,4.023015348676848
58,4.08781780078596
59,4.170554389446461
264,3.939327636556216
61,4.133595573076222
263,4.80005593701339
262,3.000078560659995
63,3.2302777718657234
64,4.178377750106982
65,3.8698144803825585
261,3.920389057695371
260,4.1995000413579415
258,4.139811041978191
257,4.091890732103356
256,2.400000891518957
75,3.9245072919312927
251,4.0571901558732355
249,4.187482933181984
246,3.0494273449012828
240,4.204812667043691
239,3.9144448183219707
238,4.609184805463767
85,3.382427985099793
88,4.068467487666608
89,4.108128558137504
91,3.8917385889146705
92,3.963058195110386
94,3.4168154233891324
95,4.290020728205738
212,3.879081271726229
211,4.796328554984343
112,3.900000187364476
193,3.938355225022386
8,3.0415995432150496
16,3.86688296715716
17,3.822050641982233
18,4.192000385591567
19,3.951460801082193
299,4.658462272700097
24,4.165614425004501
30,3.9047910054113313
71,3.841661337927598
242,3.0406104959397267
236,4.03952012962848
96,3.3999272479705525
97,3.40005174017409
98,4.0
101,3.913523643020133
102,4.158498499710711
103,3.3999814712382226
106,4.092761952827187
107,3.8886497846741834
108,4.196600779868011
109,3.438447143283638
114,3.97617886825299
115,3.9689667003783993
302,4.652427229153396
252,4.062620110835951
233,4.647953567350592
86,3.8873555162779097
231,4.274274712397462
90,4.1542919908256195
245,4.186609507477128
34,4.0
36,4.144384984231496
78,3.072712652530152
113,4.073486641430516
306,4.7993552591233755
307,4.173161268406386
13,3.0343315471615084
305,4.199850897593331
303,4.64550344687469
26,4.467660054071074
232,3.398914581074452
222,4.600313248084245
217,3.9881875615195845
134,4.099529305529495
138,4.617239777533194
140,4.197592829750168
142,4.199005854468258
170,4.600696238267374
143,3.3994405706127457
167,4.19980886921832
166,4.106247462693813
165,3.8844061369547918
163,4.800004281387519
160,4.176966006703332
159,3.4000003772837046
156,3.090363779009851
157,4.099680423162007
1,3.032915337820842
53,3.043920361231537
2,4.747560254277531
296,4.198906714554907
31,3.981220380277248
243,3.956330943827313
119,4.606302424388804
10,4.177801863089596
69,3.9954955088890305
84,4.800000006684477
35,4.187178366574712
188,3.900004371768186
146,4.189660652285526
203,4.19960761549266
285,4.603455846690414
83,4.0
29,3.040922381975956
52,4.794676138779634
110,3.0623243675745657
135,3.90151224021338
176,3.8016057705201467
77,2.4000797597307675
47,4.0
48,4.171722003688818
55,4.800000069183634
266,4.153364891102022
259,3.899101578548975
68,4.800000128341973
255,4.1244102588734455
72,4.161588373058884
205,3.9000009095136163
191,4.7754513891172845
27,4.198641110077676
169,4.0
275,4.122068399312094
235,3.8870193625157623
213,3.3999998080342153
202,4.099993723951301
200,3.9461177640403986
23,3.929087551336147
57,4.786960920024248
99,4.199922093251645
267,3.0000000000001377
125,3.000000000000141
164,3.865656845881054
76,4.0
248,4.195423488716307
79,3.86708922974259
82,3.005830027514514
117,4.199528404285624
145,3.8979638898420004
116,3.900359496743429
253,3.4006140329802164
247,3.3988557732763587
87,3.888937951411689
237,4.0
192,4.189652004627129
133,3.8003059899914144
181,3.8960359534594016
290,3.900614509323063
277,4.198856075754988
