dataset,GoodReadsDatasets_RedundancyCut/GoodReads_309t_1227w_14r
ALPHA,0.1
G_Size,5
Iteration Count,45
worker_id,worker_severity
0,-0.3879334248653846
1,0.01432691006416696
2,-0.28506366753593376
3,0.054049369282850784
4,0.5488871092554811
5,-0.14722790969745542
6,0.1053612320687869
7,0.31695495311140437
8,0.44804134728717815
9,-0.2810759150980873
10,0.5811868292016475
11,-0.5473740792978432
12,-0.3584708181645772
13,0.6271753892953569
14,0.3568645002747454
15,-0.05440584304605657
16,-0.8284759848513477
17,0.024286961804729324
18,0.3915139306344586
19,0.0065910498759566075
20,-0.03787637116869519
21,0.36597338877471747
22,-0.02536843930421723
23,0.40904508318601185
24,-0.29995999452900607
25,0.03182024224237947
26,0.18184799619420808
27,0.010510940654850892
28,-0.6197126536587538
29,0.5420762768024744
30,-0.3680938791321129
31,-0.13929658135867246
32,-0.2627199564217374
33,-0.06998238594539494
34,0.22359761954686064
35,-0.284357618613035
36,-0.3909917369214103
37,-0.238598476132839
38,0.3732099512378381
39,0.188610220888656
40,-0.14475459634993276
41,0.4760662557466259
42,0.051602925459257876
43,0.5196367460474217
44,-0.24195587984490632
45,-0.14979739788534474
46,-0.11580102192001776
47,0.5491167614373716
48,0.03835203170180049
49,-1.1136759133762384
50,0.15205443471956834
51,0.5339202721491171
52,0.20978245415450433
53,-0.3622923525133727
54,0.8061419292273895
55,-0.3862518882646131
56,0.5776274395358507
57,-0.7648548558425924
58,-0.07990456503572203
59,-0.23114582459382052
60,0.23534573208514475
61,0.5072666425125238
62,-0.3317061056234022
63,-0.7446700189207038
64,-1.1265815215785309
65,0.08840014082544731
66,-0.2680130463681644
67,-0.5386460518552382
68,0.3222473304779678
69,-0.0870336745256381
70,0.48012657604198866
71,-0.13105877155588036
72,0.16375364039508958
73,-0.08612507381186184
74,-0.19908128682473922
75,-0.14260569597494077
76,-0.28287182976503283
77,-0.2173729335055757
78,-0.14625488241346665
79,-0.10562400585594195
80,0.7821974535707954
81,0.25001398299363137
82,-0.01442041874574831
83,-0.3381336031202553
84,0.20698460156068943
85,-0.567492537376559
86,-0.05729320573653005
87,-0.16489160210318637
88,-0.026336414018228973
89,-0.1181004414367616
90,0.33183727381850153
91,-0.2420157585786849
92,0.7759781321276707
93,-0.04087400520691109
94,1.4192447914147552
95,0.6344420977272672
96,0.6617024822485084
97,0.19544632237628726
98,-0.5045553754178923
99,0.5882888159687998
100,0.24755988436692428
101,0.6823392009344635
102,-0.2614019494271615
103,0.629089228495401
104,0.4432182382473862
105,0.10351902408970588
106,0.2635592325426851
107,0.1970361659081257
108,0.33315867585408004
109,-0.3254131465437131
110,0.4509987300278737
111,-0.08023793928282241
112,-0.19434204979676425
113,-0.09999813232319162
114,-0.29792501085252204
115,0.9152214566625875
116,0.16504128285810418
117,0.5891409835747932
118,0.24831557912763524
119,-1.8975231408433004
120,0.25835801057469726
121,-0.05640482375315239
122,0.5260555928496633
123,-0.3048668647651862
124,-0.08272586705996152
125,-0.22756035113321413
126,0.7973510127072798
127,0.4882664605803451
128,-0.054665069621462274
129,0.24580678952816593
130,0.3995002230651861
131,-1.0500900602363072
132,0.29488881903888065
133,0.1838152151409529
134,0.35638595104063164
135,0.012260379532662524
136,0.21767996185686428
137,-0.7525598479919978
138,0.6992223633092473
139,0.39844472661849467
140,-0.8201101677176962
141,0.22374962160184078
142,-0.6883236428930117
143,-1.4926439383027919
144,-1.6015552733815053
145,0.39907953718681977
146,0.1329607936007077
147,0.9516093382559421
148,0.24922742086769206
149,0.364132909419324
150,-0.06452930266255424
151,-0.7681673777496433
152,-0.4210523640022114
153,-0.042792964850515376
154,0.3726922898657642
155,-0.15188253495652107
156,0.3996705874603562
157,-1.5971234953584201
158,-0.3227284243678983
159,-0.5259651289754719
160,0.939117337994667
161,0.16379240248565144
162,0.9631267294778527
163,-0.38146005138375916
164,-0.2776866946936946
165,-0.39959973926151
166,0.3662909954221072
167,-0.3592755199798573
168,-0.7985151130069001
169,-0.7742499575921964
170,-0.9464015416029593
171,-0.6993098758089068
172,-0.22969182555796303
173,0.360724821960777
174,0.15878283936347262
175,-1.2562764216593463
176,1.0082723108946485
177,-0.4278878266452102
178,-0.6074222310853065
179,-0.46028235716690724
180,-0.4107359644344493
181,-0.15850261074362768
182,0.04985198024740083
183,-0.19989228518732913
184,0.43588677643384044
185,0.5780973345372856
186,-1.42961919136418
187,0.04999637200883662
188,-1.3176535621957468
