worker_id,worker_social_influence
0,0.00036209681911871205
1,0.00047351122500139265
2,9.284533823556719e-06
3,0.0002785360147067016
4,7.427627058845375e-05
5,9.28453382355672e-05
6,9.284533823556719e-06
7,9.284533823556719e-06
8,0.0004270885558836091
9,0.00011141440588268063
10,7.427627058845375e-05
11,1.8569067647113437e-05
12,9.284533823556719e-06
13,0.0003249586838244852
14,0.0004363730897071658
15,9.284533823556719e-06
16,9.284533823556719e-06
17,9.284533823556719e-06
18,0.0001392680073533508
19,4.64226691177836e-05
20,4.64226691177836e-05
21,9.284533823556719e-06
22,9.284533823556719e-06
23,9.284533823556719e-06
24,0.00010212987205912391
25,9.28453382355672e-05
26,2.7853601470670157e-05
27,0.0009005997808850018
28,1.8569067647113437e-05
29,1.8569067647113437e-05
30,0.00015783707500046423
31,0.0003249586838244852
32,1.8569067647113437e-05
33,9.284533823556719e-06
34,0.0008634616455907749
35,0.0001856906764711344
36,9.284533823556719e-06
37,2.7853601470670157e-05
38,4.64226691177836e-05
39,8.356080441201048e-05
40,3.7138135294226874e-05
41,0.00016712160882402096
42,1.8569067647113437e-05
43,6.499173676489703e-05
44,9.284533823556719e-06
45,0.000761331773531651
46,3.7138135294226874e-05
47,0.0001392680073533508
48,4.64226691177836e-05
49,9.284533823556719e-06
50,4.64226691177836e-05
51,9.284533823556719e-06
52,2.7853601470670157e-05
53,0.0005199338941191763
54,0.00011141440588268063
55,2.7853601470670157e-05
56,9.284533823556719e-06
57,1.8569067647113437e-05
58,9.284533823556719e-06
59,8.356080441201048e-05
60,9.284533823556719e-06
61,0.00010212987205912391
62,6.499173676489703e-05
63,0.0005199338941191763
64,1.8569067647113437e-05
65,1.8569067647113437e-05
66,0.000696340036766754
67,0.001225558464709487
68,0.0001392680073533508
69,0.00021354427794180455
70,7.427627058845375e-05
71,2.7853601470670157e-05
72,9.28453382355672e-05
73,0.0002413978794124747
74,0.00016712160882402096
75,9.284533823556719e-06
76,6.499173676489703e-05
77,0.002683230275007892
78,0.001652647020593096
79,3.7138135294226874e-05
80,2.7853601470670157e-05
81,0.0011977048632388168
82,0.00021354427794180455
83,0.0003806658867658255
84,0.000464226691177836
85,6.499173676489703e-05
86,0.0006034946985311868
87,0.00031567415000092845
88,4.64226691177836e-05
89,7.427627058845375e-05
90,4.64226691177836e-05
91,0.000232113345588918
92,0.0009377379161792286
93,6.499173676489703e-05
94,1.8569067647113437e-05
95,0.0003435277514715986
96,8.356080441201048e-05
97,0.0012441275323566005
98,2.7853601470670157e-05
99,0.00020425974411824782
100,9.284533823556719e-06
101,0.00012069893970623735
102,0.00012998347352979406
103,0.0003063896161773717
104,5.5707202941340315e-05
105,4.64226691177836e-05
106,4.64226691177836e-05
107,0.00026925148088314486
108,6.499173676489703e-05
109,4.64226691177836e-05
110,9.28453382355672e-05
111,6.499173676489703e-05
112,0.00016712160882402096
113,9.284533823556719e-06
114,0.00047351122500139265
115,9.284533823556719e-06
116,0.0005199338941191763
117,9.284533823556719e-06
118,0.000232113345588918
119,9.284533823556719e-06
120,0.00015783707500046423
121,0.00022282881176536126
122,5.5707202941340315e-05
123,2.7853601470670157e-05
124,0.0005013648264720628
125,0.0007520472397080942
126,2.7853601470670157e-05
127,0.0003899504205893822
128,0.00047351122500139265
129,0.002488255064713201
130,0.00012998347352979406
131,1.8569067647113437e-05
132,0.001058436855885466
133,0.00010212987205912391
134,0.0007427627058845376
135,3.7138135294226874e-05
136,0.0004270885558836091
137,1.8569067647113437e-05
138,7.427627058845375e-05
139,0.0002878205485302583
140,0.0001392680073533508
141,0.0001485525411769075
142,7.427627058845375e-05
143,0.0003806658867658255
144,0.0001949752102946911
145,3.7138135294226874e-05
146,9.284533823556719e-06
147,0.0001856906764711344
148,0.0007891853750023212
149,0.0007799008411787644
150,0.00016712160882402096
151,0.00026925148088314486
152,0.0004178040220600524
153,2.7853601470670157e-05
154,0.0003063896161773717
155,9.284533823556719e-06
156,0.00040851948823649565
157,0.0001949752102946911
158,1.8569067647113437e-05
159,8.356080441201048e-05
160,4.64226691177836e-05
161,0.00020425974411824782
162,5.5707202941340315e-05
163,0.00016712160882402096
164,3.7138135294226874e-05
165,8.356080441201048e-05
166,0.0031567415000092846
167,0.000232113345588918
168,9.284533823556719e-06
169,4.64226691177836e-05
170,0.0009005997808850018
171,9.28453382355672e-05
172,0.0004178040220600524
173,0.0004456576235307225
174,0.0002506824132360314
175,0.0002413978794124747
176,9.284533823556719e-06
177,0.00011141440588268063
