# 节点数  边数   ,0  293298
2180,1393
2180,3309
534,1158
534,932
534,2319
1606,208
1606,1165
1136,1637
1136,1141
3180,2903
3180,1567
2044,2179
604,1637
604,216
2121,1218
2121,3872
2121,2935
2121,1540
2121,4175
2121,178
2121,4144
2121,1594
2121,785
2121,3993
2121,3942
3948,208
2605,363
585,177
18,3079
18,1136
18,596
18,1428
18,3948
18,1807
18,955
18,2477
18,340
18,3659
18,735
18,2311
18,470
18,1240
18,3805
18,1797
18,3176
18,714
18,480
18,1660
18,2901
18,862
18,2839
18,1289
18,1566
18,3290
18,654
18,2179
18,3503
18,2728
18,2909
18,2387
18,3303
18,514
18,2308
18,189
18,557
18,2967
18,2818
18,3170
18,1114
18,3551
18,1629
18,1904
18,3277
18,1478
18,854
18,3254
18,1693
18,3956
18,1350
18,1354
18,3417
18,3571
18,3198
18,2238
18,984
18,832
18,1237
18,3519
18,3172
18,4243
18,3276
18,2244
18,1225
18,3743
18,3167
18,2685
18,2374
18,3481
18,3735
18,4254
18,3260
18,3867
18,668
18,533
18,4251
18,188
18,4178
18,3751
18,436
18,1147
18,1013
18,518
18,2095
18,3732
18,1628
18,3961
18,851
18,1067
18,749
18,2154
18,3380
18,926
18,527
18,3566
18,4053
18,2764
18,3923
18,2639
18,1451
18,526
18,3014
18,3267
18,2138
18,840
18,1541
18,260
18,2625
18,339
18,1946
18,1150
18,621
18,1519
18,4041
18,1886
18,2885
18,1610
18,542
18,71
18,2056
18,3769
18,1454
18,1736
18,3883
18,613
18,333
18,3593
18,1103
18,4023
18,1545
18,11
18,1612
18,1691
18,640
18,3327
18,1245
18,2867
18,3221
18,4011
18,3682
18,1594
18,3210
18,102
18,3396
18,669
18,3618
18,1526
18,3169
18,2076
18,3993
18,2826
18,2126
18,959
18,839
18,564
18,1641
18,1345
18,872
18,379
18,2786
18,75
18,481
18,1426
18,1520
18,2623
18,2964
18,3399
18,1645
18,3942
18,70
18,512
18,2026
18,2949
18,3134
18,3730
18,2933
18,1666
18,894
18,2127
18,3092
18,248
18,1422
18,2070
18,3328
18,4046
18,2804
18,2152
18,446
18,1988
18,993
18,304
18,3236
18,876
18,4042
18,556
18,2134
18,3084
18,3527
18,2774
18,903
18,3205
18,1409
18,12
18,457
18,3714
18,3845
18,420
18,3823
18,2208
18,3456
18,317
18,885
18,3064
18,1081
18,580
18,3331
18,4074
18,1486
18,1036
18,513
18,1992
18,2877
18,3072
18,214
18,3529
18,192
18,296
18,4237
18,869
18,1949
18,279
955,363
866,177
866,2345
1722,2280
1722,3
1722,70
1722,1382
1722,1065
1733,2023
1733,379
1733,1645
1460,205
1460,262
1460,1933
1460,2623
799,2066
37,3294
37,1240
37,2782
37,714
37,3839
37,1627
37,354
37,3172
37,2801
37,1067
37,1017
37,3541
37,1542
37,3479
37,1610
37,144
37,944
37,177
37,2974
37,894
37,3903
37,208
37,3031
37,1695
37,392
37,3202
3666,3070
3081,3552
3081,1788
3081,3852
3081,3565
3081,3996
3081,2140
3081,3821
340,3911
2402,1421
251,714
251,514
146,3064
4246,2136
921,2587
2844,833
2844,3615
1384,1765
1384,1279
1000,177
3152,2782
3152,2123
3152,1632
3152,3170
3152,3840
3152,2239
3152,518
3152,3132
3152,2862
3152,15
3152,3205
3152,901
3152,1651
3152,885
2132,3722
2132,1807
2132,2129
2132,1984
2132,2179
2132,3277
2132,2587
2132,4265
2132,3519
2132,2685
2132,3612
2132,518
2132,3132
2132,2885
2132,3004
2132,4144
2132,2223
2132,3996
2132,3082
2132,1486
1817,2670
1817,199
1817,3064
1086,2292
1086,1845
3871,2477
1363,3125
1098,664
2357,2368
2357,3481
1113,1566
1113,1279
1113,3064
3435,1767
3435,2399
3294,3639
3294,1992
1551,3119
1551,1724
1551,229
4072,751
4072,3510
4072,4085
4072,0
4072,1720
4072,2277
4072,3898
4072,820
4072,3915
3546,3858
3546,616
3546,2685
3546,3566
3546,2593
3546,4111
3546,3586
3546,1248
3546,3521
3546,2277
3546,894
3546,1992
24,2627
24,1709
24,199
24,177
24,580
3118,2399
3118,827
3118,2812
265,324
265,1709
265,66
265,1089
265,3064
2106,714
2106,3
2106,720
1329,3825
1329,1236
1329,182
1329,2553
1329,3395
1329,3004
1329,3933
1329,1459
1329,1244
1329,4045
1329,707
1329,101
1329,3951
1329,894
1329,1935
1329,1585
470,177
470,741
112,2627
112,2002
112,857
112,177
389,2023
389,2867
389,274
3841,3064
44,1067
44,103
44,577
1836,2599
2782,3839
2782,3170
2782,3417
2961,1225
2961,3236
3429,2044
3429,2627
155,208
