dataset,GoodReadsDatasets/GoodReads_309t_12021w
ALPHA,0.2
G_Size,5
task_id,prediction_label
0,3.8000000001097947
3,3.8000000011997104
7,3.5999964078656075
14,3.79986571049851
20,4.39999999874337
21,4.300052491542708
25,4.099999999994877
40,4.3000007121094646
41,3.9000000000181783
44,3.7999999966669926
60,4.300000020634488
66,4.200000276760325
70,3.9
100,3.899999999999978
194,4.299760894115943
199,4.415452262089767
270,3.800000009761356
272,3.600003997028966
293,4.300005208623047
294,4.09999999910569
297,3.6998612966176005
298,3.7000849191904273
4,3.800001391370098
9,3.800004287068758
15,4.0
49,3.6999560449510858
61,4.200000000441513
62,3.8000152264355984
71,4.099999999999644
83,3.70010370190104
85,3.5035896134148414
88,3.8999999999693755
92,4.099999000803463
115,3.701004024883136
296,4.099998164621376
6,4.0
8,3.7000270019572556
11,4.0
12,3.8999999593946773
24,4.099993193633936
31,4.0
32,4.099999999990835
89,4.3999540976812
118,4.102586431794939
135,4.195443530480778
138,4.499983369457356
231,4.30008253939969
238,4.399848048618778
302,4.0
305,4.300307123812521
5,4.099999252074404
16,3.598835878301312
17,4.0
18,3.8999999999498534
19,3.604739644685396
30,4.199463023763648
39,4.1
42,3.7000107316630078
45,4.199999999826551
54,4.199999954855225
63,3.8000012519695057
67,3.700007548609156
91,3.9
93,3.5001766850354277
94,3.700547316909276
95,4.099999999997449
96,3.89999999999901
97,3.4992740912573734
98,3.8000000000017766
101,3.8000004421598867
102,3.9
103,3.8001686667022954
106,4.0
107,3.7000000076450457
108,3.799997267010658
109,3.7000078743234406
114,3.9
236,3.9000000000067283
239,3.8000000655376134
242,3.7000049951740883
249,4.1
251,3.899999999999998
261,4.0
295,4.500026126271279
299,4.099999999815742
301,4.099999924057751
308,4.0
27,4.099976617753973
153,3.8679147920933525
154,4.393717890475346
212,3.7003404907412087
13,4.1996609353002565
23,4.39988539746855
211,4.099999999999954
246,3.4999649838976765
254,3.599966558452955
258,4.0
267,3.300000977748509
268,3.699997911092675
300,4.199999999288003
77,3.59899267471798
34,4.099999999999787
46,4.199999999999933
73,4.0
74,3.799999999984295
152,4.200000001830616
26,4.399968535463333
28,4.300014455908055
36,3.9000389651011087
37,4.199997863290826
38,4.003722472321883
50,4.200061122860846
90,3.8000000063539385
113,4.1
134,4.10000105259834
140,4.099999897424011
142,4.400213764408711
143,3.622187326954824
156,3.3186090836876105
157,4.699998941198179
158,4.699999999931567
159,4.0999998564418725
160,4.205466057759084
163,4.197634981477342
165,4.197249989663686
166,4.09999921174593
167,3.8045640611765243
170,4.0
217,4.100205554987531
222,4.199748241174342
232,3.7001116165246053
233,3.900000000876101
303,4.401402400755888
304,4.0999185490262535
306,4.40018564366886
307,4.199932009946109
10,4.099999999984932
1,3.4000215524739477
161,4.350692205990168
33,3.824520327056934
120,4.000672104477438
105,3.8999999999999955
127,3.9700989141869965
129,3.971232316635375
234,3.6000072167397725
237,4.099999999976538
245,4.399953155505646
111,3.8999999999998876
43,3.398916556479828
51,4.200012870165173
56,4.099999999999919
58,4.0
59,3.700400206649375
64,3.8000000003911962
65,3.9
75,4.0
112,3.300000905428475
193,4.1
240,4.600047998549335
244,4.699999999143175
256,3.50007214235993
257,4.500171699218026
260,4.3000037846203165
262,3.799971577931829
263,3.8000000153239606
264,3.7999999871454637
269,3.800000024706756
271,3.300000002690712
29,3.9999978114776873
180,3.800347721523938
224,4.1000625565760265
133,3.8400796995823585
181,3.944948858141671
2,4.299791358434638
52,3.8999999999999395
110,3.600478909935002
277,4.19999346176502
290,3.812405906901952
78,3.6004299101579327
47,4.300002851353367
57,3.9992894441696105
121,3.3295198900717895
278,3.6651331630083046
69,3.900000000079169
116,3.7995358311742113
86,4.1
252,4.399948742641153
191,4.7
196,4.299999722533121
197,4.399998680576895
208,4.0137686650623525
213,3.6010017165889128
214,3.811042127738255
221,3.802629480314768
235,4.199999999999977
250,4.0
265,4.199999701702362
287,3.9106599795324213
259,3.8000000005328225
81,4.0
171,4.200021267945046
273,4.0999999998831855
55,3.8999996903225638
68,4.400072081887826
202,3.9000000090618645
275,4.199999999999999
79,3.575290201605104
266,4.19999935261244
289,3.899020070461825
168,3.6964387539823456
200,4.098766188859561
169,4.101788532771625
141,4.298026163324776
285,4.200022120556541
192,4.299979354500447
87,4.0
243,4.299982187519576
247,4.0
248,4.099999999999999
253,3.800000483498902
132,3.9909803300357702
53,3.7999974624204436
117,3.999972376527477
137,4.198968352426025
255,4.300009984731314
119,4.200131985520455
146,4.0
80,3.6979915703634885
35,3.900000000082458
280,4.099999999175915
145,4.0
147,4.396913957550897
175,4.392511167022657
183,4.308436578555271
22,3.9000000478060985
155,3.1223591577237375
104,3.9
76,4.1
198,4.099999995787035
292,3.7030640512742083
84,4.100153993626558
123,3.900085487613461
72,4.199985306189919
82,3.3017005477115693
136,4.099999999999836
150,4.0
144,4.276746731721638
151,4.100003699894276
204,4.0
195,4.199999999999933
122,3.8552751932246903
203,4.100309643704821
216,4.000422388672499
139,4.399731756471707
172,3.3000278801615734
174,4.100021370714175
186,3.93639471861739
178,3.900000003146408
207,4.0999986242322
283,4.0999999999993335
48,3.9000010200751225
206,4.0
205,4.0
99,4.097570280996375
187,3.1000000025879415
201,3.7999999999977048
124,3.9078084434311315
210,4.0
288,4.099999926817238
162,4.439781800748048
291,3.301629065515587
276,4.195689263095993
218,4.0
220,3.100000000515664
279,4.19999508581618
126,3.303396283283212
282,4.299317234502239
209,4.100000076812885
176,4.0
284,3.804350307279346
185,4.518766050631924
219,3.7440879310833823
190,4.194140240438904
286,4.100822202507477
188,4.09867513107475
130,4.0
131,3.94408702709863
189,4.409306947775229
225,4.255461104089228
227,4.255519884384648
228,3.944220106404799
229,4.0
177,3.9000014795141817
125,3.9011119764187274
164,3.8011474013818973
184,4.697995281558626
226,4.095909046657145
241,4.0
281,4.315761754159999
182,3.7209136607703717
173,4.6956187196083645
179,3.9032762001325016
148,3.8073356647329772
274,4.2654900013989465
149,4.170946414415889
230,4.140421018585315
215,4.1985260713844905
223,3.109129325885847
128,4.299998600149643
