dataset,DouBanDatasets_SWTest/Douban_6906w
ALPHA,0.1
G_Size,5
Iteration Count,23
worker_id,worker_severity
0,-0.5885571213809921
1,-0.013172294928672104
2,-0.04615384615384622
3,-0.16135396581479122
4,-0.015362092463953637
5,-0.626747614778116
6,0.44766476473349376
7,0.020895518095569
8,0.19541003672784232
9,-0.01018026128196545
10,-0.04981582834567928
11,-0.13072375243051912
12,-0.3529713884451241
13,0.45293774884534455
14,0.3656714584884416
15,-0.10739029465073452
16,-0.4506951639382515
17,-0.3965042693111565
18,-0.06271186561819025
19,0.09209968660251464
20,0.4337132178582041
21,-0.24543963462430984
22,0.10899939244292453
23,-0.1361280773966645
24,0.3103364426643399
25,0.5364362907041451
26,0.4473248394866146
27,-0.14571428571428588
28,0.15264391753187012
29,0.5099999988676849
30,0.4238095238095239
31,-0.03543320873847122
32,0.1360511094349759
33,-0.38611193111039427
34,0.4820848277439634
35,-0.737486670008476
36,-0.13108103718936082
37,0.23625999001043144
38,-0.25254655078830013
39,0.030059857865871044
40,0.0483475071232725
41,-0.17127381803511507
42,-0.25053678467763774
43,0.008496775306962145
44,0.10569472966609463
45,0.23136020236277824
46,0.28952577244334987
47,0.3
48,-0.04434416006571906
49,-0.08499261212165324
50,0.6073208624002144
51,-0.5658457816486165
52,0.4901280248978136
53,-0.027019476451948674
54,0.22858508801900895
55,-0.024655617781357782
56,0.49706316961143665
57,0.11239166373361999
58,0.12359228840426376
59,0.44136213604753793
60,-0.34677636186200334
61,0.10687119621763125
62,0.5662008206834084
63,-0.2256436231899105
64,-0.11799852685798859
65,0.4737651890223409
66,-0.4150886081212593
67,-0.384536209732067
68,0.5050990120781549
69,0.39606012131301
70,-0.14395452526959263
71,0.24572498587218647
72,0.1756088030093798
73,-0.5636363650088659
74,-0.14779270630683333
75,0.4734853809853224
76,0.3653061224489796
77,0.2536021265692001
78,0.1309799032070805
79,-0.019144546562911768
80,0.019419309365898505
81,0.18998956048792603
82,0.042619132750613964
83,0.5068965517215098
84,0.23851863740193724
85,0.1503404385638002
86,0.059589701883973584
87,0.4304235843099373
88,0.23681014296657832
89,0.5014755063988159
90,0.2366402482889697
91,0.32496942792589295
92,-0.03537228717992411
93,0.28137432730131084
94,0.5325541064351086
95,0.21742187801187632
96,-0.45116279070337917
97,-0.36496567266988944
98,0.4183581795969406
99,-0.0321531802417945
100,0.5547874133127316
101,0.5715631189076295
102,0.3337008661069709
103,0.3801680706800848
104,0.05324378100552829
105,-0.07863204053918207
106,0.2596117623160119
107,0.199862966368067
108,-0.6126313174537473
109,0.3918601854827075
110,0.0849273956834813
111,0.4995869594059661
112,0.5480372550302328
113,0.19680174212479287
114,0.14835849276556073
115,-0.8859679943129708
116,0.26025641025711815
117,0.3862374070485457
118,0.35454545454545483
119,0.4876923076973236
120,0.41233458393108346
121,-0.4278722704266518
122,0.4661371967293524
123,0.07454357605722703
124,-0.010438734330881019
125,-0.6263496656445825
126,0.10976134768366859
127,0.5126597579749383
128,0.3588270878508691
129,0.40279632598160164
130,0.08964827868782342
131,-0.09230769230769273
132,0.1625386338457672
133,0.11038288014571691
134,0.13232134493927716
135,-0.04220207951050845
136,-0.09687597776496679
137,-0.014285962581252478
138,0.18354470780822585
139,-0.13319502075715456
140,-0.6287786484229461
141,0.24660407805388665
142,-0.49594594537430925
143,-0.39273214138581175
144,-0.15902492405604085
145,0.3717526411922418
146,0.1820295276938386
147,0.20064658854452277
148,-0.6595845668540293
149,0.1615943848869344
150,0.17509323365719498
151,0.2266358826864791
152,0.28881783634145297
153,-0.15526321693733247
154,0.41134578859408305
155,0.4475413179066711
156,0.12096434606525139
157,0.4756976645386936
158,0.08312053623417788
159,0.15974732239223982
160,-0.14948187701409943
161,0.4321951219512025
162,0.19889804375108475
163,0.37935483870255005
164,-0.46049179276226737
165,0.16188086760704762
166,-0.05256627120923255
167,0.4618085681479929
168,-0.3724999999999997
169,0.3760650368770323
170,0.36396925032134064
171,0.33416856394470973
172,0.3408500782290619
173,-0.3640354825302909
174,0.2560812375143627
175,0.3246648987881399
176,-0.3852707295424652
177,0.18043467439316388
178,-0.021311475403744163
179,-0.008098500244179565
180,-0.11915015663688397
181,-0.056097560975609945
182,-0.1596273288354668
183,0.2060283778670514
184,-1.2139534883730432
185,0.23125000465930426
186,0.17480756720884305
187,0.20781249937957272
188,-0.39261686975879206
189,-0.22831215075828812
190,-0.18823529412016643
191,0.5449772932845371
