# 节点数  边数   ,0  293298
1250,441
363,388
2717,1710
2717,4156
648,5111
648,709
648,734
648,1408
648,1129
648,2883
1979,211
1979,240
1979,1415
2838,3384
1382,2014
1382,1387
4000,3636
4000,1935
446,1491
446,1341
446,853
446,199
2539,2716
731,2014
731,252
2637,1487
2637,4883
2637,3559
2637,3677
2637,1899
2637,5278
2637,200
2637,3680
2637,5239
2637,1966
2637,952
2637,5044
2637,4974
2637,135
2212,4982
4985,240
1350,211
3242,435
3242,948
706,199
4794,4147
4794,4309
4794,3848
21,3866
21,1382
21,719
21,1759
21,4985
21,2238
21,1157
21,3087
21,2703
21,408
21,4607
21,886
21,2872
21,2244
21,569
21,1510
21,4795
21,2224
21,1059
21,3991
21,5397
21,860
21,581
21,2042
21,3634
21,1048
21,3548
21,1576
21,1934
21,4137
21,1133
21,790
21,2716
21,4400
21,3408
21,3646
21,4074
21,2972
21,4150
21,4824
21,620
21,2868
21,215
21,675
21,3714
21,3525
21,603
21,3984
21,1353
21,4463
21,2004
21,2357
21,4119
21,4780
21,1821
21,1039
21,4090
21,2085
21,4994
21,1657
21,1624
21,1662
21,4288
21,4488
21,4022
21,2787
21,3740
21,1200
21,1008
21,3847
21,1116
21,556
21,1507
21,4419
21,3605
21,1191
21,3986
21,5372
21,4118
21,2793
21,2569
21,5026
21,1494
21,4716
21,3980
21,3352
21,2954
21,4368
21,4703
21,5387
21,4097
21,4876
21,810
21,647
21,2458
21,5383
21,214
21,5284
21,4725
21,528
21,1393
21,1235
21,625
21,2605
21,2087
21,4699
21,2003
21,4999
21,827
21,1036
21,1301
21,3653
21,906
21,2685
21,4247
21,1122
21,638
21,4482
21,5125
21,3462
21,4953
21,3289
21,1790
21,637
21,3779
21,4106
21,3347
21,3317
21,2661
21,1020
21,1900
21,301
21,3272
21,407
21,2413
21,1397
21,1270
21,4018
21,750
21,1873
21,5109
21,2334
21,3612
21,1983
21,660
21,78
21,2552
21,4749
21,1793
21,287
21,3915
21,3617
21,2143
21,4895
21,741
21,399
21,4517
21,1341
21,5081
21,1904
21,14
21,1985
21,2081
21,3435
21,773
21,4177
21,1515
21,3587
21,4047
21,5068
21,4638
21,1966
21,4035
21,114
21,4264
21,2522
21,811
21,4332
21,4551
21,1884
21,3983
21,2621
21,2580
21,5044
21,3533
21,2642
21,1162
21,1019
21,683
21,1809
21,2377
21,2019
21,4121
21,1652
21,4615
21,1061
21,456
21,2072
21,471
21,3489
21,84
21,582
21,1756
21,1876
21,385
21,2192
21,3270
21,2704
21,3711
21,4267
21,4240
21,2023
21,4974
21,77
21,618
21,2518
21,3693
21,3935
21,1366
21,4697
21,3673
21,2050
21,1085
21,2644
21,3883
21,288
21,1755
21,5292
21,1774
21,948
21,1750
21,2571
21,4182
21,5117
21,3509
21,2682
21,542
21,2473
21,1209
21,358
21,4068
21,1065
21,5110
21,674
21,303
21,607
21,2657
21,3872
21,4431
21,4112
21,3475
21,1094
21,4029
21,1729
21,15
21,554
21,4679
21,1402
21,3874
21,4846
21,510
21,4816
21,2748
21,2775
21,4333
21,375
21,2563
21,3512
21,1076
21,3848
21,1316
21,701
21,4185
21,5151
21,1830
21,1262
21,1225
21,619
21,2478
21,3602
21,3858
21,250
21,386
21,4433
21,218
21,3912
21,349
21,5366
21,1057
21,2416
21,4476
21,1192
21,327
1157,435
1053,199
1053,2917
2125,5376
2125,209
2125,1032
2125,2830
2125,3
2125,1910
2125,77
2125,1698
2125,1299
2140,2514
2140,456
2140,2023
1560,1510
1560,4288
1560,115
1799,235
1799,304
1799,2397
1799,3270
1799,2704
2703,2828
971,2566
41,4141
41,1510
41,3483
41,5021
41,1059
41,860
41,4836
41,2002
41,3559
41,426
41,3986
41,3505
41,376
41,1301
41,1240
41,4451
41,1901
41,85
41,4365
41,1983
41,3047
41,165
41,2072
41,1142
41,199
41,1366
41,3721
41,1085
41,3223
41,4468
41,4926
41,240
41,3803
41,1402
41,2088
41,472
41,4026
4616,3854
3868,3559
3868,4464
3868,2210
3868,4858
3868,4481
3868,5047
3868,2663
3868,4814
408,4934
2993,4880
2993,921
2993,1749
2993,948
861,4983
861,4945
861,1891
861,528
861,2087
861,5311
861,5037
861,3645
861,1085
861,4429
861,3918
861,1537
861,1077
861,2527
861,5366
291,860
291,620
167,3848
5375,2659
1990,4859
1990,341
1115,3214
3555,1009
3555,4548
2856,3359
1700,2179
1700,1565
1217,199
565,752
3963,3483
3963,2639
3963,2009
3963,3984
3963,4838
3963,556
3963,869
3963,2788
3963,625
3963,3933
3963,3582
3963,18
3963,4029
3963,1092
3963,2032
3963,1076
2652,4689
2652,2238
2652,2649
2652,2467
2652,2716
2652,4119
2652,3214
2652,5401
2652,4419
2652,5026
2652,3352
2652,3776
2652,4544
2652,625
2652,3933
2652,3612
2652,3763
2652,5239
2652,2763
2652,5047
2652,3869
2652,1830
2652,4476
2251,3329
2251,228
2251,3848
1321,2845
1321,1530
