worker_id,task_id,label,truth
0,0,2,4.2
0,1,2,4.0
0,2,2,3.8
0,3,4,4.1
0,4,5,4.4
0,5,5,4.5
0,6,3,4.0
0,7,4,4.2
0,8,4,4.3
0,9,5,4.1
0,10,4,4.3
0,11,3,4.1
0,12,3,4.4
0,13,4,4.7
0,14,4,4.7
0,15,3,4.3
0,16,4,4.3
1,0,2,4.2
1,1,2,4.0
1,17,2,4.2
1,18,2,3.8
1,2,5,3.8
1,19,3,4.0
1,20,2,4.4
1,3,4,4.1
1,5,2,4.5
1,21,2,4.0
1,22,3,4.0
1,23,2,4.4
1,24,4,4.6
1,9,5,4.1
1,10,5,4.3
1,25,5,4.8
1,14,5,4.7
1,26,1,4.0
1,27,4,3.2
1,28,5,4.5
1,29,4,4.8
1,30,4,4.6
1,31,4,4.3
1,32,5,4.4
1,33,2,4.3
2,0,5,4.2
2,34,2,3.6
2,2,4,3.8
2,19,3,4.0
2,4,5,4.4
2,21,4,4.0
2,35,3,4.4
2,36,4,4.4
2,37,4,4.2
2,38,2,4.2
2,9,5,4.1
2,28,4,4.5
2,39,3,3.9
2,40,5,4.5
2,41,5,4.2
2,42,5,4.4
2,43,4,4.2
2,44,4,4.6
3,0,5,4.2
3,1,5,4.0
3,17,3,4.2
3,34,3,3.6
3,2,5,3.8
3,19,4,4.0
3,20,2,4.4
3,45,5,4.6
3,46,2,4.3
3,3,4,4.1
3,5,5,4.5
3,47,4,4.7
3,48,4,4.5
3,49,4,4.7
3,24,4,4.6
3,14,4,4.7
3,50,5,4.8
3,28,3,4.5
3,30,5,4.6
3,42,5,4.4
3,43,5,4.2
3,51,3,4.4
3,52,3,4.0
3,53,5,4.3
3,44,2,4.6
3,54,5,4.4
4,0,2,4.2
4,55,4,3.9
4,36,5,4.4
4,56,5,4.1
4,57,5,4.5
4,9,4,4.1
4,40,5,4.5
4,58,5,4.3
4,59,4,3.8
4,60,3,4.0
4,61,4,4.0
4,62,4,3.9
4,63,5,4.4
4,64,3,4.2
4,65,3,4.1
4,66,5,4.1
4,67,5,4.2
4,68,4,4.4
5,0,4,4.2
5,1,4,4.0
5,34,4,3.6
5,2,4,3.8
5,19,4,4.0
5,20,3,4.4
5,46,4,4.3
5,3,4,4.1
5,69,3,4.1
5,4,4,4.4
5,5,4,4.5
5,21,3,4.0
5,35,4,4.4
5,48,4,4.5
5,23,4,4.4
5,24,4,4.6
5,70,4,4.5
5,9,4,4.1
5,10,4,4.3
5,71,3,3.9
5,11,4,4.1
5,14,4,4.7
5,72,4,4.7
5,26,4,4.0
5,50,4,4.8
5,28,5,4.5
5,30,5,4.6
5,31,4,4.3
5,42,4,4.4
5,51,4,4.4
5,53,4,4.3
6,0,5,4.2
6,1,4,4.0
6,34,3,3.6
6,2,4,3.8
6,19,3,4.0
6,20,4,4.4
6,46,3,4.3
6,3,4,4.1
6,69,4,4.1
6,4,4,4.4
6,48,3,4.5
6,73,5,4.3
6,24,4,4.6
6,9,4,4.1
6,14,4,4.7
6,42,5,4.4
6,51,4,4.4
6,52,5,4.0
6,53,4,4.3
7,0,5,4.2
7,1,4,4.0
7,17,3,4.2
7,34,4,3.6
7,18,3,3.8
7,2,5,3.8
7,74,2,4.4
7,19,5,4.0
7,20,3,4.4
7,3,4,4.1
7,69,4,4.1
7,75,4,3.8
7,76,3,4.3
7,5,5,4.5
7,48,4,4.5
7,24,4,4.6
7,10,5,4.3
7,25,4,4.8
7,14,4,4.7
7,72,4,4.7
7,26,5,4.0
7,50,4,4.8
7,30,5,4.6
7,43,3,4.2
8,0,2,4.2
8,55,4,3.9
8,34,5,3.6
8,18,2,3.8
8,74,4,4.4
8,46,4,4.3
8,69,3,4.1
8,68,3,4.4
9,0,5,4.2
9,77,3,3.8
9,55,4,3.9
9,17,5,4.2
9,18,4,3.8
9,19,5,4.0
9,20,4,4.4
9,45,5,4.6
9,46,3,4.3
9,3,4,4.1
9,78,2,4.2
9,75,2,3.8
