worker_id,worker_social_influence
0,6.459769478512038e-05
1,9.228242112160055e-06
2,9.228242112160055e-06
3,0.0017902789697590506
4,0.000166108358018881
5,2.7684726336480163e-05
6,1.845648422432011e-05
7,3.691296844864022e-05
8,1.845648422432011e-05
9,3.691296844864022e-05
10,5.5369452672960325e-05
11,0.000166108358018881
12,8.30541790094405e-05
13,9.228242112160055e-06
14,0.00015688011590672094
15,4.614121056080027e-05
16,9.228242112160055e-06
17,9.228242112160055e-06
18,0.00023993429491616142
19,9.228242112160055e-06
20,1.845648422432011e-05
21,9.228242112160055e-06
22,0.00011073890534592065
23,9.228242112160055e-06
24,1.845648422432011e-05
25,9.228242112160054e-05
26,3.691296844864022e-05
27,2.7684726336480163e-05
28,8.30541790094405e-05
29,1.845648422432011e-05
30,5.5369452672960325e-05
31,9.228242112160055e-06
32,3.691296844864022e-05
33,0.0002491625370283215
34,4.614121056080027e-05
35,9.228242112160055e-06
36,2.7684726336480163e-05
37,0.00011996714745808071
38,4.614121056080027e-05
39,1.845648422432011e-05
40,1.845648422432011e-05
41,2.7684726336480163e-05
42,3.691296844864022e-05
43,9.228242112160055e-06
44,9.228242112160055e-06
45,0.0005352380425052832
46,0.0004060426529350424
47,9.228242112160055e-06
48,0.0009135959691038454
49,9.228242112160055e-06
50,9.228242112160055e-06
51,8.30541790094405e-05
52,9.228242112160055e-06
53,9.228242112160055e-06
54,9.228242112160055e-06
55,0.0002491625370283215
56,9.228242112160055e-06
57,9.228242112160055e-06
58,9.228242112160054e-05
59,9.228242112160055e-06
60,0.00042449913715936254
61,0.00015688011590672094
62,0.00011073890534592065
63,1.845648422432011e-05
64,0.0007013464005241641
65,1.845648422432011e-05
66,9.228242112160055e-06
67,1.845648422432011e-05
68,3.691296844864022e-05
69,0.000166108358018881
70,9.228242112160055e-06
71,4.614121056080027e-05
72,9.228242112160055e-06
73,9.228242112160055e-06
74,7.382593689728044e-05
75,8.30541790094405e-05
76,5.5369452672960325e-05
77,5.5369452672960325e-05
78,2.7684726336480163e-05
79,2.7684726336480163e-05
80,0.0004060426529350424
81,9.228242112160054e-05
82,5.5369452672960325e-05
83,6.459769478512038e-05
84,0.00012919538957024076
85,1.845648422432011e-05
86,0.00027684726336480163
87,9.228242112160055e-06
88,1.845648422432011e-05
89,2.7684726336480163e-05
90,0.0012088997166929672
91,5.5369452672960325e-05
92,0.0002214778106918413
93,1.845648422432011e-05
94,1.845648422432011e-05
95,9.228242112160055e-06
96,1.845648422432011e-05
97,9.228242112160055e-06
98,8.30541790094405e-05
99,0.0002214778106918413
100,9.228242112160055e-06
101,0.0001015106632337606
102,0.00028607550547696167
103,3.691296844864022e-05
104,4.614121056080027e-05
105,9.228242112160055e-06
106,6.459769478512038e-05
107,9.228242112160055e-06
108,9.228242112160055e-06
109,0.0011166172955713665
110,0.0002676190212526416
111,1.845648422432011e-05
112,7.382593689728044e-05
113,9.228242112160055e-06
