dataset,GoodReadsDatasets/GoodReads_309t_108363w
ALPHA,0.2
G_Size,5
worker_id,worker_ability
0,0.9678831485273108
1,0.7567912936045605
2,0.8863630483421772
3,0.929543245502686
4,0.9062397541595392
5,0.8774678161199554
6,0.5893033528090387
7,0.5471561100187426
8,0.6110218780609521
9,0.9554140315879389
10,0.5792206137895685
11,0.8984978650772782
12,0.7742049243216741
13,0.6996447265562445
14,0.7977475907727797
15,0.4253659002056103
16,0.410093501336109
17,0.4417145751353196
18,0.7740231118815056
19,0.553674736012367
20,0.588577277426578
21,0.7334921216702923
22,0.5184197741856603
23,0.6331390173872283
24,0.6842970104540248
25,0.06552041799520923
26,0.343103847036543
27,0.7046856243313127
28,0.4155058276824564
29,0.8645545999026458
30,0.5489974146739063
31,0.972319023909957
32,0.8036978668597402
33,0.6586257765195457
34,0.7490395322532145
35,0.6355385271467147
36,0.5972103157008326
37,0.688382291257679
38,0.7059618103731529
39,0.8094913465740929
40,0.4342941349431688
41,0.6243226905147695
42,0.8757132979693757
43,0.9417554009736967
44,0.7013132425523756
45,0.35717519529145414
46,0.6157554960491755
47,0.576770414215381
48,0.8053605255122649
49,0.33862971856796775
50,0.5366455618172445
51,0.5879042419337225
52,0.9700184873759108
53,0.6824387308693712
54,0.4831006091382494
55,1.0374004116070583
56,0.464625410854545
57,0.7822987437868718
58,0.6863029458198492
59,0.6571798849429644
60,0.6165972986515217
61,0.46510912621976375
62,0.36701053123654037
63,0.4250337453389978
64,0.3912921320517328
65,0.7366472424102731
66,0.41667562531575403
67,0.31155323926775125
68,0.6387420354639352
69,0.8451709490309167
70,0.28657475278150096
71,0.76864994902915
72,0.5142414589275044
73,0.49750942806378173
74,0.5302127389603233
75,0.6686694440002074
76,0.3028260036802362
77,0.7487490186181429
78,0.5283356865634338
79,0.2735288195723275
80,0.23340005379340212
81,0.8407085682820118
82,0.6539495319065168
83,0.7057438786016984
84,0.650984923824835
85,0.3827144775540788
86,0.5900812140760339
87,0.4111181070293314
88,0.38744089460245273
89,0.8418907844144662
90,0.6141580254753487
91,0.6208319682622594
92,0.49482208155371876
93,0.46147820844828535
94,0.8605224989271878
95,0.39429551010936253
96,0.42783829552351577
97,0.260813673807426
98,0.41975470864134734
99,0.6056214851991929
100,0.5117933845727666
101,0.36456329366006046
102,0.6735612539266788
103,0.33747401686724215
104,0.49694268536641134
105,0.6521931070782157
106,0.4542882603475256
107,0.06488217965966173
108,0.0688085701014343
109,0.6494414065673306
110,0.39106834388564815
111,0.08864778549057845
112,0.6994613214759794
113,0.44505793117152637
114,0.2955193683734148
115,0.8919902566614107
116,0.6527009977158953
117,0.4272247046519469
118,0.7062068686885774
119,0.7554267132614563
120,0.55095449820467
121,0.30242683290455863
122,0.1823372149726128
123,0.5842115708785343
124,0.25283460932190926
125,0.362182844218428
126,0.6363843202285953
127,0.6312204511336142
128,0.6115095408166812
129,0.8051284700787313
130,0.4831673709164585
131,0.4053036539211886
132,0.33959927147890295
133,0.7198513336470307
134,0.3944032919793877
135,0.39666425745289535
136,0.46270728898929825
137,0.39333549353086117
138,0.7844869228734391
139,0.46600491793804727
140,0.516094576521106
141,0.5492443712071561
142,0.6019468293905897
143,0.2977965877573549
144,0.3556364959781628
145,0.24976556529513472
146,0.8592766865279894
147,1.2395979525144318
148,0.5915455892341117
149,0.3223597376592905
150,0.6171921910030739
151,0.6019989573486819
152,0.7439948984476255
153,0.6655302835418635
154,0.3923423009397245
155,0.41195209360974966
156,0.4427259428196715
157,0.6415690207234791
158,0.5113202746959048
159,0.44301996374615726
160,0.4384175454997917
161,0.6104174433860896
162,0.2806229227477594
163,0.6238960751208343
164,0.5329371787991205
165,0.8117506167712962
166,1.017545271153967
167,0.7229904445902541
168,0.5190414346818
169,0.4243556566694667
170,0.568826146888172
171,0.38796780628514355
172,0.661985408587101
173,0.5760887369593859
174,0.4728603680883826
175,0.175223749546081
176,0.4998796714740078
177,0.2624022390946361
178,0.5956421300064342
179,0.4219914752100841
180,0.3506428193683431
181,0.8911401980092352
182,0.3508147990935263
183,0.39577026584296904
184,0.210055208125276
185,0.6531972185361736
186,0.3389600546675634
187,0.27112720898803944
188,0.8996181832438059
189,0.3908778433466097
190,0.5413576329501048
191,0.3369381874990221
192,0.3548540687411103
193,0.4292254339088667
194,0.4674025394000073
195,0.5540042191761
196,0.6530291254701531
197,0.3450373355769519
198,0.530417421229571
199,0.38586282085485174
200,0.5771508341771762
201,0.6229546581605508
202,0.7863226280746163
203,0.3055270997409933
204,0.38796780628514355
205,0.33326478589792696
206,0.3569130631008562
207,0.8092369623887024
208,0.47148302666833874
209,0.33472518936834034
210,0.5761240520862024
211,0.5480166534084134
212,0.5442485551614659
213,0.5445112075220798
214,0.25008204062127704
215,0.5089170486559488
216,0.4051616042726821
217,0.8855132111503147
218,0.2041490007011635
219,0.47983429884859563
220,0.30685172279990847
221,0.5053584168736687
222,0.6713260619604693
223,0.5206695629955567
224,0.2756010258626723
225,0.45170086758211164
226,0.27013038592093896
227,0.7738223107561083
228,0.05391122251487334
229,0.24851264780235133
230,0.18726771561407057
231,0.24003560955947736
232,0.0588560630638459
233,0.8094467770024205
234,0.7740876541372372
235,0.39193511458751085
236,0.7293279021890984
237,0.387963464610232
238,0.5974098746093991
239,0.6993220125227099
240,0.4955598545075971
241,0.6705629481849454
242,0.3416214807298889
243,0.3363122837834674
244,0.47784313821689317
245,0.44661425719731995
246,0.06556291706254885
247,0.44424588718425617
248,0.5826002575403533
249,0.6093785779926105
250,0.42863046275610867
251,0.1770395087418129
252,0.7946534156313568
253,0.6704599318128548
254,0.8140790880349443
255,0.26706303057741465
256,0.3229694097348654
257,0.8230487749857343
258,0.5872668756918431
259,0.05563525772929924
260,0.7216557667169723
261,0.8213081969099382
262,0.5748776621804553
263,0.38864674908486013
264,0.4044612474337054
265,0.4099331264543596
266,0.9091529173094002
267,0.9148183124340515
268,0.5715038374386101
269,0.3174376035510966
270,0.35042447780028935
271,0.4858602942368985
272,0.2760754808442216
273,0.5875335680815068
274,0.3269348575220642
275,0.39164334644855286
276,0.7820307844290912
277,0.38510046574065515
278,0.6556813612354707
279,0.18302307870150245
280,0.43168074177912497
281,0.5936905592362103
282,0.4413883314416796
283,0.30772831964291325
284,0.18109605155564923
285,0.48243704570077744
286,0.2787265381909377
287,0.31536149063469593
288,0.9531734383390517
289,0.284556316058214
290,0.5825013689809171
291,0.7441890176181225
292,0.39989433949103215
293,0.4671247840910367
