dataset,GoodReadsDatasets_RedundancyCut/GoodReads_309t_3407w
ALPHA,0.1
G_Size,5
k_value,phi_k
0.0,0.0
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.006452826571545688
3.0,0.0
3.1,0.0
3.2,0.01584399330628658
3.3,0.004628271952022944
3.4,0.0637078215273561
3.5,0.0
3.6,0.0
3.7,0.10889590355828886
3.8,0.07941590083589418
3.9,0.15790234457512067
4.0,0.1582875340468521
4.1,0.08863497059792179
4.2,0.21422780878410635
4.3,0.004947903686907215
4.4,0.0
4.5,0.0
4.6,0.09303176481231139
4.7,0.004022955745380581
4.8,0.0
4.9,0.0
5.0,0.0
