dataset,GoodReadsDatasets_RedundancyCut/GoodReads_309t_3407w
ALPHA,0.1
G_Size,5
worker_id,worker_ability
0,0.8582339641228728
1,0.5187174767475268
2,0.5999491183385274
3,0.6044443974786958
4,0.7079984048280895
5,0.7036716697641704
6,0.5903971225126982
7,0.5514376627737272
8,0.7264418023638147
9,0.4944994375789493
10,0.4503177104787031
11,0.469676251502499
12,1.0642883225305126
13,0.2697756525598317
14,0.5922969637742292
15,0.8708491272259227
16,0.7660872947060398
17,0.7969910879232806
18,0.4728901886463945
19,0.47733371250848283
20,0.4218859084900611
21,0.7237348851408693
22,0.7006338111630463
23,0.4341745686213686
24,0.3710156641054639
25,0.5209581312916163
26,0.3854989599203776
27,0.4487331807468122
28,0.5603953231398839
29,0.284627113675192
30,0.47539492893225754
31,0.5925481038844576
32,0.5322966234155359
33,0.8697821117749028
34,0.40644230551970467
35,0.0975179207679107
36,0.23523434563264134
37,0.5288111578767568
38,0.5246493676829439
39,0.3085686727590516
40,0.22953710255726859
41,0.9124493129345177
42,0.21014914656263373
43,0.736835354308251
44,0.6174781534772854
45,0.6969669026338742
46,0.42048971426347237
47,0.6065063081044
48,0.9451897145456127
49,0.43097015918731874
50,0.5147541029728654
51,0.4728430845055729
52,0.44734183419515966
53,0.6024791598874729
54,0.3794410956560912
55,0.5693515058214658
56,0.3314592115475837
57,0.2885738401384829
58,0.6514822443675503
59,0.5435065110450568
60,0.4305389030211995
61,0.5043808243889891
62,0.6221044554280398
63,0.49155514111888454
64,0.40338853245522593
65,0.4340333023183548
66,0.4288403815021522
67,0.2807311144521534
68,0.6164236503941516
69,0.2533757876607194
70,0.532036560030054
71,0.9212454460208634
72,0.26597224371064443
73,0.5837775900004424
74,0.41468618644880123
75,0.5471820965698646
76,0.5531264761436302
77,0.5489905762328567
78,0.6172597528785092
79,0.18543785288085748
80,0.27309349757333357
81,0.43276416437703114
82,0.1622471216088598
83,0.4313466848976158
84,0.3420622339232118
85,0.3770806475992024
86,0.4849123614870126
87,0.20152118086670454
88,0.8330374976641952
89,0.5179719424965763
90,0.26060004313383267
91,0.4897214161723369
92,0.12513603945436325
93,0.3654119852230491
94,0.24448789797708356
95,0.6845489072391739
96,0.4945915025165001
97,0.48378704088208685
98,0.4540509156604521
99,0.4462192024279409
100,0.8377214254662155
101,0.06494490098384767
102,0.23843525974591584
103,0.5847596165236137
104,0.4178067948405065
105,0.21847789012827215
106,1.1889087105234168
107,0.32231990166977753
108,0.4564762708618562
109,0.47790262691389834
110,0.4719548298011146
111,0.5364125560630837
112,0.5193388234805308
113,0.6075865062388782
114,0.4350804360605678
115,0.8215433624523729
116,0.4760395553122442
117,0.40046689040779143
118,0.34631432577398297
119,0.7576837966925488
120,0.821236475006109
121,0.3039649696021254
122,0.3389902124013666
123,0.5750399268416536
124,0.5921515707177619
125,0.3697010174398218
126,0.4394871512904836
127,0.5575686610300374
128,0.7847897068838237
129,0.45430012075229165
130,0.3369801991658158
131,0.6570960204899197
132,0.5356127952304478
133,0.7753015380892283
134,0.47795934082589964
135,0.5721649950658654
136,0.9243056984493244
137,0.46370877761978074
138,0.29358554507136747
139,0.3378164229211876
140,0.5772556066231117
141,0.286116462586528
142,0.39876848270381665
143,0.281024879150884
144,0.5794507412417959
145,0.22108323964256885
146,0.09652128987116224
147,0.6647844985518176
148,0.38745845794008
149,0.5850466566587319
150,0.5589157246501096
151,0.5829345725881405
152,0.25894007513952316
153,0.4136570742565634
154,0.2275714522518353
155,0.8332586419897898
156,0.5199971040213023
157,0.19837596606804378
158,0.4703308968528734
159,0.6036038690597431
160,0.6104388097321174
161,0.5137883670218545
162,0.4177954053629396
163,0.42570042938999103
164,0.3364745472649849
165,0.48455199777614083
166,0.6460816201289052
167,0.38180805756363956
168,0.4141735671326097
169,0.8170806151031268
170,0.2852926098888105
171,0.3491285147392798
172,0.22713780393896713
173,0.5591914746370473
174,0.5869806321892821
175,0.33261733393956033
176,0.4149617192937114
177,0.3122015217365508
178,0.4479835119710919
179,0.34309981217353125
180,0.6626977544390783
181,0.5152364962423998
182,0.41130027361738325
183,0.38679538660093127
184,0.44566080154615384
185,0.24937340200439836
186,0.6071895797927586
187,0.0374360059376154
188,0.6930701346033
189,0.2944499105906488
190,0.3323917181718691
191,0.46289506536701863
192,0.3700992413390141
193,0.4714406502525014
194,0.8662431635594492
195,0.38733209818779024
196,0.4681346412968972
197,0.24064943657779392
198,0.4489757101274176
