entity,num
0,
1,
2,
3,
4,
5,5
6,
7,
8,4
9,5
10,5
11,
12,4
13,
14,5
15,
16,4
17,
18,
19,4
20,3
21,4
22,
23,5
24,5
25,4
26,
27,
28,
29,3
30,
31,4
32,5
33,
34,4
35,5
36,3
37,4
38,5
39,5
40,
41,4
42,
43,5
44,5
45,
46,5
47,
48,
49,5
50,
51,4
52,5
53,4
54,4
55,
56,5
57,5
58,4
59,
60,
61,
62,
63,4
64,
65,
66,4
67,5
68,
69,4
70,
71,5
72,4
73,4
74,
75,
76,
77,
78,
79,
80,3
81,
82,5
83,
84,5
85,4
86,
87,
88,
89,
90,5
91,5
92,4
93,
94,
95,3
96,5
97,4
98,3
99,
100,5
101,4
102,
103,
104,4
105,
106,
107,3
108,4
109,4
110,
111,
112,
113,
114,
115,4
116,3
117,
118,3
119,4
120,4
121,
122,
123,
124,3
125,3
126,
127,
128,5
129,4
130,
131,
132,4
133,4
134,
135,4
136,5
137,
138,5
139,
140,4
141,4
142,
143,
144,5
145,5
146,
147,
148,
149,3
150,4
151,
152,
153,4
154,5
155,5
156,4
157,4
158,
159,
160,4
161,
162,
163,4
164,
165,
166,3
167,3
168,5
169,5
170,4
171,4
172,
173,
174,4
175,5
176,
177,5
178,4
179,4
180,3
181,5
182,4
183,
184,
185,
186,5
187,5
188,5
189,4
190,
191,5
192,
193,
194,
195,4
196,
197,4
198,3
199,
200,4
201,3
