worker_id,task_id,label,truth
0,0,2,3.9
0,3,4,3.3
0,7,3,3.4
0,14,4,3.9
0,20,4,4
0,21,2,4.2
0,25,2,3.9
0,40,2,4
0,41,3,3.9
0,44,4,3.3
0,60,4,4
0,66,4,4
0,70,4,3.7
0,100,3,3.7
0,194,4,4.5
0,199,4,3.7
0,270,4,3.8
0,272,2,3.2
0,293,2,3.9
0,294,3,3.9
0,297,2,3.4
0,298,4,3.5
1,0,2,3.9
1,4,2,3.6
1,9,2,3.5
1,15,4,3.9
1,20,5,4
1,21,5,4.2
1,49,3,3.8
1,61,4,3.4
1,62,4,3.9
1,70,5,3.7
1,71,4,4.3
1,83,3,4
1,85,3,4.1
1,88,4,4.2
1,92,4,4.7
1,115,3,3.9
1,296,4,4.1
2,0,2,3.9
2,4,2,3.6
2,6,2,3.9
2,8,2,3.1
2,9,5,3.5
2,11,3,3.7
2,12,2,3.8
2,15,4,3.9
2,21,2,4.2
2,24,2,3.8
2,31,3,3.6
2,32,2,4.2
2,60,4,4
2,70,5,3.7
2,71,5,4.3
2,89,5,4.2
2,92,5,4.7
2,100,1,3.7
2,118,4,3.2
2,135,5,4.5
2,138,4,4.7
2,231,4,4.3
2,238,4,3.9
2,302,5,3.9
2,305,2,4.1
3,0,5,3.9
3,4,4,3.6
3,5,5,3.8
3,7,5,3.4
3,8,3,3.1
3,9,5,3.5
3,11,4,3.7
3,12,5,3.8
3,14,4,3.9
3,15,5,3.9
3,16,5,4
3,17,4,3.9
3,18,5,3.6
3,19,5,4.2
3,20,5,4
3,21,5,4.2
3,24,5,3.8
3,25,4,3.9
3,30,5,4.5
3,39,4,3.5
3,40,5,4
3,42,3,2.9
3,44,5,3.3
3,45,5,4.4
3,54,5,4.3
3,60,5,4
3,61,5,3.4
3,62,5,3.9
3,63,4,3.8
3,66,5,4
3,67,4,3.9
3,70,5,3.7
3,71,5,4.3
3,88,5,4.2
3,89,5,4.2
3,91,5,4.1
3,92,4,4.7
3,93,5,4.1
3,94,4,3.9
3,95,5,4.4
3,96,5,4
3,97,5,4.1
3,98,4,4
3,100,5,3.7
3,101,4,4.1
3,102,4,4
3,103,5,4.2
3,106,5,4.8
3,107,4,3.9
3,108,4,4.3
3,109,5,3.5
3,114,5,4.2
3,115,5,3.9
3,236,4,3.8
3,239,5,3.1
3,242,4,3.7
3,249,5,3.8
3,251,5,3.9
3,261,5,3.8
3,270,4,3.8
3,294,5,3.9
3,295,5,4.2
3,299,4,4.3
3,301,5,4.6
3,308,5,4.1
4,0,5,3.9
4,7,2,3.4
4,9,4,3.5
4,11,3,3.7
4,20,5,4
4,24,4,3.8
4,27,3,4.2
4,40,4,4
4,66,4,4
4,67,2,3.9
4,70,5,3.7
4,135,4,4.5
4,153,3,3.9
4,154,5,3
4,212,5,3.8
4,293,5,3.9
4,294,4,3.9
4,301,4,4.6
5,0,5,3.9
5,4,5,3.6
5,6,3,3.9
5,7,3,3.4
5,9,5,3.5
5,11,4,3.7
5,12,2,3.8
5,13,5,4.6
5,14,2,3.9
5,15,4,3.9
5,21,5,4.2
5,23,4,4.5
5,30,4,4.5
5,45,4,4.4
5,60,4,4
5,92,4,4.7
5,106,5,4.8
5,135,3,4.5
5,231,5,4.3
5,293,5,3.9
5,294,5,3.9
5,295,3,4.2
5,297,3,3.4
5,299,5,4.3
5,301,2,4.6
5,308,5,4.1
6,0,2,3.9
6,3,4,3.3
6,40,5,4
6,44,5,3.3
6,54,5,4.3
6,70,4,3.7
6,154,5,3
6,211,5,4.1
6,239,4,3.1
6,246,3,4
6,251,4,3.9
6,254,4,3.4
6,258,5,4
6,261,3,3.8
6,267,3,3.9
6,268,5,3.5
6,270,5,3.8
6,300,4,4.1
7,0,4,3.9
7,4,4,3.6
7,7,4,3.4
7,9,4,3.5
7,11,4,3.7
7,12,3,3.8
7,14,4,3.9
7,15,4,3.9
7,17,3,3.9
7,20,4,4
7,21,4,4.2
7,24,3,3.8
7,27,4,4.2
7,30,4,4.5
7,32,4,4.2
7,60,4,4
7,63,4,3.8
7,70,4,3.7
7,71,4,4.3
7,77,3,3.9
7,83,4,4
7,92,4,4.7
7,95,4,4.4
7,100,4,3.7
7,106,4,4.8
7,135,5,4.5
7,231,5,4.3
7,238,4,3.9
7,293,4,3.9
7,295,4,4.2
7,299,4,4.3
8,0,5,3.9
8,4,4,3.6
8,7,3,3.4
8,9,4,3.5
8,11,3,3.7
8,12,4,3.8
8,14,3,3.9
8,15,4,3.9
8,17,4,3.9
8,20,4,4
8,30,3,4.5
8,34,5,3.9
8,60,4,4
8,70,4,3.7
8,92,4,4.7
8,293,5,3.9
8,295,4,4.2
8,297,5,3.4
8,299,4,4.3
9,0,2,3.9
9,5,5,3.8
9,6,3,3.9
9,42,3,2.9
9,45,4,4.4
9,46,4,4.3
9,60,5,4
9,70,3,3.7
9,73,3,4
9,74,4,3.5
9,100,3,3.7
9,152,5,4.1
9,254,3,3.4
10,0,5,3.9
10,11,5,3.7
10,12,5,3.8
10,15,4,3.9
10,30,4,4.5
10,299,4,4.3
11,0,5,3.9
11,5,3,3.8
11,11,5,3.7
11,13,5,4.6
11,20,4,4
11,21,3,4.2
11,24,5,3.8
11,25,5,3.9
11,26,5,3.7
11,28,5,3.9
11,30,5,4.5
11,34,5,3.9
11,36,4,3.9
11,37,4,4.3
11,38,5,4.3
11,41,5,3.9
11,50,4,4.2
11,60,5,4
11,66,5,4
11,71,3,4.3
11,85,5,4.1
11,89,5,4.2
11,90,4,3
11,95,5,4.4
11,113,5,3.9
11,134,5,4.2
11,138,5,4.7
11,140,2,3.9
11,142,5,4.3
11,143,4,4.2
11,154,4,3
11,156,1,2.9
11,157,3,4
11,158,5,4.8
11,159,5,4
11,160,4,4.8
11,163,5,4.3
11,165,5,4.3
11,166,5,4.6
11,167,5,3.2
11,170,5,3.6
11,199,5,3.7
11,211,5,4.1
11,212,5,3.8
11,217,5,3.7
11,222,5,4.4
11,231,5,4.3
11,232,3,4
11,233,5,3.5
11,293,5,3.9
11,294,5,3.9
11,295,4,4.2
11,297,4,3.4
11,298,5,3.5
11,300,5,4.1
11,301,4,4.6
11,302,5,3.9
11,303,5,3.9
11,304,4,3.5
11,305,5,4.1
11,306,5,4.6
11,307,5,4.6
11,308,4,4.1
12,0,5,3.9
12,4,4,3.6
12,6,3,3.9
12,7,4,3.4
12,8,3,3.1
12,9,5,3.5
12,10,2,4
12,11,5,3.7
12,12,3,3.8
12,15,4,3.9
12,17,4,3.9
12,18,4,3.6
12,19,3,4.2
12,21,5,4.2
12,30,4,4.5
12,60,4,4
12,71,5,4.3
12,89,4,4.2
12,92,4,4.7
12,95,4,4.4
12,100,5,3.7
12,106,4,4.8
12,231,5,4.3
12,294,3,3.9
13,0,2,3.9
13,3,4,3.3
13,7,5,3.4
13,8,2,3.1
13,10,4,4
13,14,4,3.9
13,17,3,3.9
13,300,3,4.1
14,0,5,3.9
14,1,3,3.5
14,3,4,3.3
14,6,5,3.9
14,8,4,3.1
14,11,5,3.7
14,12,4,3.8
14,13,5,4.6
