# 节点数  边数   ,0  24553
3177,5551
3177,1390
3177,4984
3177,6202
6563,6302
6563,1493
1164,7073
1164,1339
1164,2648
1164,4254
1164,1469
1164,4151
1164,3294
1164,6247
1164,1931
1164,6294
1164,7050
1164,2969
1164,6453
1164,63
4835,1459
4835,1018
4835,1809
4835,4438
4835,2300
4835,3181
4835,2545
4835,6610
4835,1783
4835,6085
4835,1921
4835,4878
4835,1827
4835,6837
4835,953
4835,4151
4835,5927
4835,46
4835,99
4835,1939
4835,3005
4835,4804
4835,7221
4835,4589
4835,4154
3536,3282
6729,1618
6729,1583
6729,3341
6729,205
6729,6969
6729,3305
6729,4220
6729,6106
6729,4984
6729,6601
6729,4252
6729,2116
6729,7265
6729,6185
6729,6393
4469,5940
4469,4151
4469,6409
4938,3177
6116,5434
6083,3892
3702,6600
7174,4323
2079,3787
2079,418
2079,800
2079,4743
2079,6730
2079,2969
7020,3521
7020,5434
5021,6308
5021,5708
3879,2758
3879,5464
5960,3177
5960,7135
5960,5229
5960,2859
5960,1801
5960,1576
5960,2516
5960,3717
5960,1459
5960,271
5960,6110
5960,6114
5960,2790
5960,1326
5960,4413
5960,4545
5960,763
5960,6337
5960,1810
5960,5358
5960,1483
5960,6215
5960,789
5960,1877
5960,2273
5960,4781
5960,5537
5960,6466
5960,4675
5960,2830
5960,4436
5960,1809
5960,6350
5960,2613
5960,4
5960,172
5960,6279
5960,6338
5960,6779
5960,804
5960,821
5960,2003
5960,3277
5960,3340
5960,885
5960,2300
5960,590
5960,899
5960,5135
5960,2376
5960,310
5960,3734
5960,6171
5960,4628
5960,5582
5960,4411
5960,5804
5960,4729
5960,4651
5960,6472
5960,7247
5960,6519
5960,5146
5960,1449
5960,3981
5960,135
5960,7212
5960,3106
5960,849
5960,4681
5960,3323
5960,1365
5960,6271
5960,3181
5960,616
5960,6131
5960,2809
5960,3724
5960,4667
5960,6981
5960,345
5960,2832
5960,742
5960,3039
5960,748
5960,5826
5960,2829
5960,5606
5960,2571
5960,2583
5960,1197
5960,3101
5960,5738
5960,7018
5960,5910
5960,3453
5960,2159
5960,6633
5960,6060
5960,6488
5960,3080
5960,7252
5960,6940
5960,6943
5960,1941
5960,4528
5960,3637
5960,4564
5960,5369
5960,5975
5960,963
5960,5416
5960,4273
5960,6969
5960,5837
5960,2128
5960,2058
5960,4100
5960,3305
5960,4477
5960,6610
5960,1832
5960,5683
5960,4590
5960,5619
5960,4531
5960,1468
5960,110
5960,5916
5960,3120
5960,857
5960,4536
5960,4203
5960,7045
5960,6971
5960,3525
5960,5273
5960,5785
5960,1619
5960,6156
5960,4529
5960,1412
5960,5695
5960,5800
5960,1898
5960,1441
5960,145
5960,4337
5960,5066
5960,3763
5960,2938
5960,4704
5960,2751
5960,4012
5960,3722
5960,7090
5960,4519
5960,2009
5960,3571
5960,3489
5960,5528
5960,4579
5960,4301
5960,6870
5960,568
5960,4586
5960,2357
5960,2102
5960,5274
5960,3792
5960,4387
5960,2436
5960,4724
5960,6184
5960,4355
5960,5232
5960,3236
5960,6306
5960,6757
5960,94
5960,5795
5960,5644
5960,5459
5960,6026
5960,2953
5960,3234
5960,4807
5960,6085
5960,824
5960,1512
5960,3482
5960,7122
5960,2018
5960,3778
5960,931
5960,6708
5960,5621
5960,6786
5960,3893
5960,3227
5960,6871
5960,6793
5960,5327
5960,4395
5960,4471
5960,3377
5960,3700
5960,2062
5960,872
5960,1944
5960,1455
5960,1385
5960,3827
5960,5864
5960,2724
5960,4822
5960,5352
5960,4895
5960,4534
5960,2912
5960,5087
5960,4143
5960,5559
5960,2995
5960,3863
5960,5222
5960,4953
5960,7231
5960,1552
5960,4934
5960,6640
5960,6985
5960,4161
5960,1017
5960,3275
5960,3057
5960,2141
5960,7197
5960,3634
5960,1745
5960,3030
5960,6899
5960,4159
5960,6170
5960,3826
5960,162
5960,4606
5960,7211
5960,5397
5960,6357
5960,2758
5960,5160
5960,7110
5960,5483
5960,3625
5960,3889
5960,2734
5960,2899
5960,7029
5960,4990
5960,6412
5960,5033
5960,4242
5960,2068
5960,3891
5960,5464
5960,3324
5960,6879
5960,4165
5960,2094
5960,6287
5960,5154
5960,3326
5960,7198
5960,4802
5960,7194
5960,3316
5960,6900
5960,7187
5960,3789
5960,5020
5960,5123
5960,5706
5960,4128
5960,2575
5960,6843
5960,727
5960,2774
5960,95
5960,3180
5960,4759
5960,2038
5960,59
5960,896
5960,1433
5960,4507
5960,4524
5960,5458
5960,4597
5960,2887
5960,5926
5960,6464
5960,319
1387,6507
1387,7216
1387,2701
1387,88
1387,2945
1387,158
7085,3879
7085,6258
7085,3277
7085,2376
7085,6753
7085,5663
7085,7030
7085,3355
7085,3632
7085,2938
7085,6447
7085,5238
7085,4139
7085,5281
7085,6800
7085,6301
7085,3863
7085,5708
7085,5462
7085,6531
7085,3865
7085,3308
7085,3854
7085,984
7085,7137
7085,6900
7085,4589
3009,824
2731,100
3019,1140
5229,3267
5229,5434
195,3769
195,1534
195,2088
195,4795
195,4936
195,4680
195,3482
195,4151
195,4934
195,6178
195,6343
195,4060
195,5779
5328,4503
5328,6637
3606,4790
3606,1220
3606,1110
123,2344
123,6051
123,2715
6777,5572
6777,6252
5859,6918
5859,5099
2372,1926
6030,3879
6030,4699
6030,2385
6030,4786
6030,4224
6030,4219
6030,3227
6030,5347
6030,4552
6030,222
6030,6877
6030,4452
6245,63
7222,2057
7222,6900
62,89
5353,2329
5353,5415
6973,286
4244,2746
4244,2476
4244,4438
