# 节点数  边数   ,0  24553
2006,3423
2006,896
2006,3799
749,4258
749,2661
749,946
749,2596
749,2077
749,3828
749,1249
749,3852
749,4245
749,1887
749,3940
3006,942
3006,1175
3006,2775
3006,1640
3006,2596
3006,3637
3006,2988
3006,4335
4088,1045
4088,2105
4088,126
4088,2638
4088,3744
4088,2660
4088,1364
4088,4358
2793,2596
3066,2006
1344,267
1344,510
1344,2953
1344,1887
3117,3519
3659,2006
3659,4295
3659,3239
3659,1816
3659,1168
3659,1020
3659,1624
3659,942
3659,170
3659,1776
3659,851
3659,2836
3659,490
3659,3311
3659,956
3659,3810
3659,1463
3659,2975
3659,3413
3659,3948
3659,1800
3659,1175
3659,1676
3659,2
3659,3844
3659,2067
3659,564
3659,3184
3659,1531
3659,2337
3659,3568
3659,2947
3659,83
3659,1965
3659,540
3659,2914
3659,2095
3659,2329
3659,4209
3659,1802
3659,1922
3659,478
3659,3453
3659,1657
3659,774
3659,1960
3659,3534
3659,1389
3659,4031
3659,3716
3659,3960
3659,2848
3659,3317
3659,617
3659,2676
3659,1371
3659,1332
3659,2799
3659,1191
3659,3507
3659,3628
3659,547
3659,2828
3659,2627
3659,4242
3659,4203
3659,1046
3659,2824
3659,3513
3659,3567
3659,1235
3659,88
3659,3144
3659,1867
3659,2501
3659,1299
3659,2694
3659,1517
3659,1358
3659,2747
3659,1572
3659,2942
3659,3241
3659,2037
3659,3861
3659,57
3659,3483
3659,3374
3659,1878
3659,2036
3659,2991
3659,523
3659,977
3659,4288
3659,1303
3659,2366
3659,4076
3659,3464
3659,2435
3659,2032
3659,4120
3659,3296
3659,2753
3659,2128
3659,2318
3659,557
3659,1257
3659,938
3659,891
3659,2392
3659,2998
3659,3041
3659,1848
3659,3157
3659,3430
3659,2415
3659,4342
3659,1004
3659,2066
3659,4324
3659,1133
3659,4168
3659,3782
3659,2391
3659,100
3659,2869
3659,3335
3659,3889
3659,1759
3659,3198
3659,4281
3659,3382
3659,2275
3659,2431
3659,1740
3659,1841
3659,4235
3659,1337
3659,2433
3659,2096
3659,2604
3659,2986
3659,4323
3659,2089
3659,2371
3659,3116
3659,3174
3659,465
3659,1771
3659,2962
3659,41
3659,1832
3659,3636
893,4332
893,1723
893,97
4267,3833
4267,2067
4267,1531
4267,4103
4267,3496
4267,2114
4267,2280
4267,1867
4267,3936
4267,3245
4267,2590
4267,3270
4267,3859
4267,2415
4267,3519
4267,3976
4267,2407
4267,632
4267,4297
1908,523
3297,2810
3297,4034
2264,788
2264,710
76,1510
76,1731
1527,1246
3697,2927
3697,1539
3697,2976
3697,2032
3697,2840
3697,139
3697,4158
3308,1500
3308,3345
3272,137
1207,3140
1207,2817
1207,1691
1207,4325
1207,2596
1207,3430
1207,2405
1207,1887
878,1887
3830,2529
3830,2593
3830,1867
3830,3426
3830,4189
3830,4245
3830,3119
3830,2140
4188,4234
2357,2384
2357,948
2357,1873
2357,3554
2357,3133
3833,4267
3833,3385
3833,2625
3331,2292
3378,956
3378,2775
3378,2176
3378,2867
3378,155
3378,1076
3378,2490
3378,1637
3378,1392
3378,3057
3378,1946
3378,2274
3378,4333
3378,2503
3378,1300
3378,1827
3378,3700
3378,4017
1583,1355
1583,3303
1583,3309
1583,765
942,3437
942,2386
942,3328
942,2127
942,2952
942,2380
942,3364
137,2540
137,60
2549,74
3959,2347
3959,4010
3959,3383
3959,4332
3959,2647
3959,518
3959,1364
3959,3643
3959,922
2347,3959
1336,3239
1336,1624
1336,2357
1336,4144
1336,2529
1336,170
1336,1541
1336,1977
1336,4258
1336,3257
1336,1445
1336,835
1336,1372
1336,1736
1336,1601
1336,4010
1336,3363
1336,2877
1336,66
1336,562
1336,473
1336,4326
1336,3745
1336,2213
1336,4205
1336,2337
1336,1067
1336,4006
1336,4286
1336,874
1336,2000
1336,930
1336,2500
1336,628
1336,3065
1336,2126
1336,59
1336,3921
1336,2535
1336,2888
1336,354
1336,3549
1336,1355
1336,3496
1336,1640
1336,1391
1336,2125
1336,2616
1336,689
1336,2848
1336,3670
1336,2428
1336,1757
1336,1811
1336,2676
1336,1915
1336,2022
1336,1539
1336,3711
1336,3649
1336,3092
1336,1836
1336,91
1336,1489
1336,962
1336,4191
1336,3348
1336,2229
1336,1330
1336,3392
1336,3095
1336,3650
1336,3196
1336,3101
1336,3461
1336,3513
1336,578
1336,2398
1336,3185
1336,2797
1336,1565
1336,1945
1336,1867
1336,1691
1336,1103
1336,3653
1336,3658
1336,3600
1336,2942
1336,2844
1336,57
1336,2503
1336,2080
1336,2496
1336,2120
1336,1224
1336,3683
1336,3232
1336,3578
1336,2366
1336,3675
1336,3380
1336,3339
1336,2435
1336,2810
1336,1222
1336,2590
1336,2849
1336,1356
1336,2362
1336,3848
1336,3028
1336,2845
1336,3700
1336,921
1336,948
1336,1967
1336,3563
1336,2444
1336,4124
1336,1687
1336,938
1336,510
1336,1851
1336,3437
1336,3674
1336,1833
1336,965
1336,3741
1336,3326
1336,1881
1336,2556
1336,2344
1336,1848
1336,3342
1336,53
1336,3429
1336,4032
1336,3637
1336,2679
1336,2580
1336,4111
1336,3203
1336,4158
1336,4292
1336,3250
1336,2643
1336,3438
1336,3519
1336,3897
1336,3693
1336,2565
1336,3827
1336,3151
1336,3338
1336,3560
1336,3478
1336,1540
1336,2964
1336,2078
1336,2420
1336,3328
1336,2127
1336,859
1336,2066
1336,2952
1336,3309
1336,3943
1336,2660
1336,939
1336,3738
1336,2599
1336,4136
1336,2861
1336,2163
1336,1329
1336,2286
1336,4234
1336,3782
1336,3133
1336,909
1336,1254
1336,764
1336,3934
1336,2846
1336,3335
1336,2602
1336,2407
1336,1364
1336,967
1336,2540
1336,3655
1336,1744
1336,1924
1336,1208
1336,873
1336,3130
1336,3643
1336,613
1336,4181
1336,522
1336,3131
1336,4071
1336,1740
1336,2434
1336,3527
1336,2903
1336,908
1336,2102
1336,4297
1336,3343
1336,1151
1336,98
1336,2446
1336,2578
1336,3334
1336,1580
1336,4074
1336,4323
1336,646
1336,3360
1336,3247
1336,3158
1336,2591
1336,2371
1336,97
1336,1690
1336,4162
1336,4038
1336,788
1336,3163
1336,465
1336,2988
1336,3746
1336,3268
1336,4335
1336,96
1336,4131
1336,4061
1336,3635
1336,3907
1336,128
1365,1887
1365,1121
1854,921
3817,2006
3817,170
3817,365
3817,1531
3817,2105
3817,2032
3817,510
3817,2371
3817,4046
1509,1268
3954,1350
3227,1667
2225,2571
742,4166
742,491
3841,1364
2109,2621
2971,4010
2971,874
2971,2927
2971,1357
2971,97
3059,3430
737,1887
2084,1640
2410,2999
