entity,num
0,
1,
2,
3,5
4,
5,
6,
7,
8,5
9,4
10,
11,5
12,
13,
14,
15,
16,4
17,
18,
19,
20,
21,
22,
23,
24,5
25,
26,
27,
28,
29,5
30,
31,
32,
33,
34,
35,4
36,
37,1
38,
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,
49,
50,
51,
52,
53,
54,
55,
56,
57,
58,
59,
60,
61,
62,
63,5
64,3
65,
66,2
67,
68,
69,4
70,
71,
72,
73,
74,
75,
76,4
77,
78,
79,
80,
81,
82,
83,5
84,4
85,
86,
87,
88,
89,
90,
91,5
92,
93,
94,
95,5
96,
97,
98,
99,
100,
101,
102,
103,5
104,
105,
106,
107,
108,4
109,5
110,
111,
112,5
113,
114,4
115,
116,5
117,5
118,
119,
120,4
121,
122,
123,5
124,5
125,4
126,
127,
128,5
129,
130,
131,
132,
133,5
134,
135,5
136,
137,5
138,
139,
140,
141,
142,
143,
144,
145,
146,
147,4
148,5
149,5
150,
151,
152,
153,2
154,5
155,
156,
157,
158,
159,
160,
161,
162,
163,
164,
165,
166,
167,
168,5
169,
170,
171,
172,
173,5
174,
175,5
176,5
177,
178,
179,
180,
181,
182,
183,
184,
185,
186,
187,
188,
189,3
190,
191,
192,
193,
194,
195,
196,3
197,5
198,
199,
200,
201,
