dataset,GoodReadsDatasets/GoodReads_309t_2735w
ALPHA,0.2
G_Size,5
worker_id,worker_severity
0,-0.2326665715701809
1,-0.3190853129256643
2,-0.54050104102381
3,0.4507596738523066
4,0.16502472519934677
5,0.06841477509741287
6,0.18424531301686564
7,0.07911694256814739
8,0.24831579708853488
9,-0.2519846429259939
10,0.3370324593843023
11,0.43992001834415234
12,0.3772843783971724
13,0.2161737192851311
14,0.26694459438818247
15,-0.06608119681214815
16,0.33915004842762364
17,0.23726952485200792
18,0.05202675876588293
19,0.4052848336524276
20,0.2814498913764084
21,-0.08221719622371981
22,-0.4258264611059361
23,0.11106874068385629
24,-0.03520481280284951
25,0.6251050403454544
26,0.21805192717595973
27,0.5744765050377341
28,-1.0208239428802857
29,0.1307977033869579
30,0.40166006007421823
31,-0.42328883211989926
32,0.27573039510769765
33,0.6467251609241467
34,0.24183624415885066
35,-0.2234562864230954
36,-0.07921830414339905
37,-0.335311196477072
38,0.3310035136227703
39,-0.2300962782701957
40,0.24589384656655314
41,0.1663103965626135
42,0.5882874314257879
43,-0.3894079561417248
44,-0.05213677915898877
45,0.38748983179962115
46,0.5005787597395137
47,1.2999501531965905
48,-0.9970158051599293
49,0.5351329009344553
50,1.021380342886656
51,-0.17457132825272847
52,0.17252966743322892
53,-0.0732647306117133
54,-1.0121175554476607
55,0.5842841208518034
56,0.8426768045747172
57,0.2720542493845809
58,-0.4553060332160951
59,-0.48235395047583585
60,0.11818866517607976
61,0.4842257300662935
62,0.0566686210387591
63,1.058881248765978
64,-0.25812602491460795
65,0.15666285515546313
66,0.31571212546336164
67,0.26884387449530783
68,0.11476830333179788
69,-0.2541819982105095
70,-0.2447825452287992
71,-0.12258011867499968
72,0.06706629643346959
73,-1.1459054367872101
74,0.33607717353346866
75,0.6130769749302832
76,-0.02929157180954644
77,0.23909382450039798
78,0.7923032378480243
79,-0.021567262648858804
80,0.4934476701168531
81,-0.422092885603128
82,-0.5227544829023478
83,-0.4851919600004347
84,-0.1120883760007165
85,-0.7233099381239873
86,-0.7000498468034094
87,-0.2687152797840461
88,-0.30473953886747635
89,0.15458396002664637
90,0.030421290501668252
91,-0.019951864098706383
92,0.31215486915798757
93,0.3416635668915658
94,-0.10050192632517436
95,-0.5134782905327765
96,0.21393335086725998
97,0.34186260826717124
98,-0.1874286208051344
99,-0.07099482958126073
100,-0.7056488099851356
101,-0.8213967944082123
102,0.22162617646257815
103,-0.5761888261482309
104,0.4832678348223629
105,0.40744177428337497
106,0.6554947360039487
107,0.6680024415623153
108,-0.34861627197238176
109,-0.26820294172265435
110,-0.06417496121541172
111,0.4231920726553213
112,-0.5895165534042888
113,-0.2309869007055926
114,0.4791159455145335
115,-0.8354898555471778
116,1.2999501531965907
117,0.0925492354464272
118,-0.44912438893342566
119,-0.133786131382882
120,-1.0274070157679782
121,-0.4787648721077728
122,0.042305350615954515
123,-0.35320034055767413
124,0.2655576622167521
125,-1.2906026876551018
126,0.15370873832950604
127,-0.15785238441671015
128,0.2324149713373423
129,0.0222979270870692
130,-0.13039775864257724
131,0.10600680587333687
132,-0.20814966595247514
133,0.5250131742853069
134,0.2307471242328167
135,0.3517999666094254
136,0.35292423703019093
137,0.5656634812410406
138,-0.948015875882997
139,-0.35927898223319427
140,1.109186618264941
141,0.13774248034743167
142,-0.7649420987909444
143,-0.05954946770975139
144,0.25969015159504544
145,-0.26225366469129463
146,0.31715903585447736
147,-0.030875371484421887
148,-0.01969967983825824
149,-0.23299540304263575
150,0.7097722143049136
151,0.1466063507804967
152,0.7139629701511726
153,0.7450356447792735
154,0.4896235159406117
155,-0.17194646486709986
156,-0.02251765991463747
157,-0.5214730553516723
158,-0.45109967357722036
159,-0.03269032194657438
160,-0.04217965570551241
161,0.557525175567264
162,-0.09307270737074115
163,0.38496225345207546
164,-0.06063816622512236
165,0.23497701383402306
166,0.9091580045059434
167,0.25344070353220227
168,0.08206834156373133
169,0.450243880408614
170,0.27970698510461806
171,0.028918253705852843
172,0.8910056781871164
173,0.8461118365873445
174,-0.5230143696886739
175,0.3670029046399193
176,0.48178281724083927
177,0.6599002290390367
178,0.2790583713294335
179,0.14725510845801426
180,-0.7977426607720419
181,0.6457754147135989
182,-0.18319477662563696
183,0.025287496658961277
184,0.46898444331074657
185,0.07436243395995182
186,0.39231680178721684
187,0.5068737678689561
188,0.23442497028466433
189,0.14414221257684875
190,0.8966925644498789
191,-0.1441129593928423
192,0.010502666293436736
193,0.571845637184281
194,0.0797129292424201
195,0.23816647540009397
196,0.36505673416955225
197,-0.38359874604298294
198,0.013822822645060632
199,-0.36598133298806007
200,0.4267593949458329
201,-1.408530024942429
202,0.06039532994546514
203,-0.1769103251450352
204,0.17234007792933684
205,0.06888918448529123
206,0.8995833597516203
207,-0.8357723621164529
208,0.11302827128992347
209,-1.38530736739755
210,-0.9045950013383437
211,0.3726620942215199
212,0.30363331671237276
213,-0.5336020121487881
214,-0.1700736420001152
215,0.5366404332984186
216,-0.11575250010119786
217,-0.9883937105977734
218,0.16794853598909507
219,0.5213644234105896
220,0.10250844561732053
221,-0.2417201224888165
222,1.0928698860788801
223,-1.7638749781354763
224,0.5209392978998837
225,-0.28607136073789685
226,0.147077200600988
227,0.8095649167178695
228,0.3051058186482357
229,0.45610338740128176
230,0.4919134039303253
231,0.059686834409970725
232,0.23052942876256627
233,-0.31405547710376236
234,0.4009124799770009
235,-0.7767684702500761
236,-0.27205164122648134
237,-1.6948941813517644
238,-0.08664416164973553
239,0.08803137788939736
240,0.9958343937684381
241,-0.7234454010124248
242,0.2993351319067648
243,-0.6593425474920781
244,0.2638951162204295
245,0.2646450501708873
246,-0.29686699437143604
247,-0.5417909435331641
248,0.9443633126328886
249,-1.3840903528561443
250,-0.39389098897969954
251,0.18949982999102466
252,-0.37712812208468366
253,-0.6974481712589635
254,-0.20328605300247615
255,0.08558907565899632
256,0.32877587347331905
257,0.5354165032611988
258,-0.04101473095582486
259,0.572437202378901
260,0.0846839088328225
261,-0.03619506097068446
262,0.8089979112831291
263,0.20246662333875373
264,-0.15103454691535007
265,-0.3526299799169821
266,-0.15826135792781892
267,-0.6054595318644772
268,-0.8845875259959426
269,-0.4351724580396115
270,0.09262606384707213
271,-0.30375770960167797
272,0.6588822873359621
273,-0.11751345221940063
274,0.4570863421538845
275,-0.049399795625543426
276,0.5145037298382997
277,-0.275694645189838
278,0.23706541420445784
279,0.913696727976821
280,-0.4697829436715773
281,-0.9376017597837539
282,0.08351713770376351
