dataset,GoodReadsDatasets/GoodReads_309t_2735w
ALPHA,0.2
G_Size,5
task_id,prediction_label
0,3.7000498468034086
3,3.6948941813517076
7,3.5016823582503127
14,3.5256319235358187
20,4.118120159550067
21,4.100288722358818
25,4.099755258137552
40,4.279464813819389
41,3.9034891521053536
44,3.7000463519096627
60,4.300032655400907
66,4.100038625826281
70,3.8997528299912525
100,3.700590170760782
194,4.098857057042276
199,4.466957851492085
270,3.7012515845782654
272,3.507181712578943
293,4.204923879567823
294,3.707723884312814
297,3.691714538136508
298,3.6859171906407053
4,3.6974481712589635
9,3.7021993461866276
15,3.7192159769425217
49,3.6775844017445856
61,4.099994796168812
62,3.701704568983231
71,4.099548482016478
83,3.7067532591398384
85,3.5015369582491274
88,3.707412431424845
92,4.088213645430515
115,3.702062249252348
296,4.100088927413602
6,3.767793543360238
8,3.200090028995177
11,3.6975642070519545
12,3.5044273922538447
24,3.8397119354302918
31,3.7119070510974796
32,3.7089097079923428
89,4.292784111726139
118,4.005576029955816
135,4.103349192572785
138,4.491566286729221
231,4.144544006514989
238,4.49074296525914
302,4.087944821945091
305,4.10032027353239
5,4.08630327202309
16,3.6878927222165907
17,3.7151898156473475
18,3.699776090457442
19,3.200000005049468
30,3.9301061768676426
39,4.105066122041998
42,3.700175394865025
45,4.114849008203454
54,4.2954176235918755
63,3.5129636157431605
67,3.6999834435290206
91,3.686513724202646
93,3.2035423666922105
94,3.631826179394952
95,3.9995240436690467
96,3.695835735836402
97,3.502461081001558
98,3.5147082425107548
101,3.7049043338549734
102,4.1969543213687945
103,3.7027137381219486
106,4.061604789693013
107,3.6965914283055605
108,4.11785826524371
109,3.5503929023006573
114,3.9041305150523975
236,3.9993981625778248
239,3.6777759563731487
242,3.6546306161156923
249,4.092126746070933
251,3.7247117169055133
261,3.6863880295679694
295,4.370014988800715
299,3.9747651557093033
301,4.079159781013351
308,4.0
27,4.091476007712934
153,3.748923155192912
154,4.498968559915792
212,3.691297457502753
13,4.09954157666924
23,4.2250578008986395
211,4.133445062416717
246,3.200081736156936
254,3.5028437966102324
258,3.9587148582640332
267,3.512957569129262
268,3.690898798127166
300,4.100069106338849
77,3.2000365777292368
34,4.112939432024551
46,4.199670811693352
73,4.10943117157055
74,3.699898485806255
152,4.10001841824979
26,4.431125360051305
28,4.4843824240825825
36,4.000415927595259
37,4.231643519095109
38,4.158278892024427
50,4.000161489567793
90,3.1999999997926234
113,4.1750441251756065
134,4.112925551963009
140,3.590990743554407
142,4.098699099377862
143,3.885937937115191
156,3.6422313047494614
157,4.12045362341494
158,4.491031273112368
159,4.11314262526864
160,4.157843707687308
163,4.422057088489253
165,4.157472884524705
166,4.376309964824861
167,4.2208589351435215
170,4.071996160288056
217,4.181544542274087
222,4.374734062282151
232,3.199999999924553
233,4.099998742996734
303,4.188942594835622
304,4.128499765957154
306,4.135256383351044
307,4.464428306175448
10,3.970667021339727
1,3.2000000009677856
161,4.032973817037938
120,3.7278072715518045
105,4.0982393901905265
127,4.249132914925402
129,4.004690218865722
234,3.6790670229491873
237,4.124086903464383
245,4.209326015513186
111,3.6002589824963094
33,3.9107872097797785
43,3.6835748956289787
51,4.130811615507791
56,3.6823832915439967
58,4.098037032125098
59,3.696741803299368
64,3.6981444226177596
65,3.700878521376497
75,3.697998820745684
112,3.6435534979489543
193,4.100110498430517
240,4.475931523433483
244,4.451243385588749
256,3.6770116961709856
257,4.48018512936067
260,4.101305857243563
262,3.716643409636481
263,3.731505918415682
264,3.6877255292184734
269,3.7082489361370063
271,3.2031268402504662
29,3.7018974720667535
180,4.1274817286040655
224,4.399987247788465
133,3.986365447360217
181,3.6801807821206896
2,4.1004166402483495
52,4.06362799965627
110,3.642952921103284
277,4.147693618914006
290,3.2713284814195216
78,3.67464655835617
47,4.480476504822431
57,4.144904408124008
121,3.967028697516475
278,3.850775382760204
69,3.977726539270134
116,3.62073269140705
86,4.100002207467223
252,4.495817782353203
191,4.699999999292929
196,4.0998128187737555
197,4.0876267933521175
208,3.6862966204581835
213,3.199999999012239
214,3.514758808861076
221,3.7280385424816753
235,4.100000997609714
250,4.076062259322522
265,4.150955185289662
287,4.015615167137615
259,4.128350717204162
55,4.393025415670251
68,4.1235225856182165
202,4.158555158624574
275,4.1628399257441835
79,3.575072461420521
266,4.088882426721148
200,4.259804282879165
169,4.238242129680456
141,4.080206439244224
285,4.188402843113914
168,4.082280017225085
192,4.10532998799472
87,3.70940505395399
243,4.491956035397515
247,4.104529182572768
248,4.203955730387849
253,4.10004685609356
132,4.162026046908389
35,4.079824932281153
80,3.5768866624541187
145,4.052292928283836
147,4.3309709478943486
175,4.162587398034928
183,4.11283142353604
22,4.487532729079143
104,4.104317578089607
53,3.691046343716041
255,4.442511232025762
119,4.492981061814984
72,4.0925479328604
76,3.9027456676695778
82,3.691023308338995
117,4.223023936247197
172,3.2385870714143934
146,4.251044880084651
139,4.086865669028127
178,3.8624600520847827
207,4.096288161946309
280,4.127970049412556
198,4.253205278937258
283,3.8139161767419454
48,4.073193815586601
99,4.38703149985866
187,3.568954868734609
210,4.074652345275381
288,4.202439662981801
84,4.144266433766559
137,4.100946312027376
195,3.6997251881737743
204,3.7135786279881677
201,3.2000870928946576
203,4.194919010661798
206,4.094142929759788
216,3.6930987606644097
291,3.691999107181906
205,3.7001016681293324
276,4.194654410428525
218,3.704066636358445
220,3.4567268942510054
279,3.696344485610054
176,3.1999999951423277
151,4.275877044011566
188,3.7995538479287627
126,3.8688686883012315
131,3.8688686883012315
150,4.1526071951080805
273,3.714697083698666
81,3.537351200986628
186,3.6932036157797508
164,3.6777903287907043
125,3.9518654465632337
177,3.772699941615121
155,4.158627551786564
162,3.8098727069263223
182,3.412212308872913
184,4.225771478578098
219,4.25447051291155
174,3.9296174422558727
189,3.979891325748694
130,4.1056594023586825
144,4.261892540120013
136,4.175729097557069
209,3.692285822465318
225,4.40818491062005
171,4.103758292152867
230,3.887405356438031
241,4.357384201955604
282,3.953024849259335
229,3.6622340125457664
123,3.810592443414886
148,3.951387654682135
284,4.139800480799684
122,4.0
124,4.1
185,4.499999999759557
128,4.299996308676961
227,4.499999990356231
173,4.186510848328729
149,3.7
179,3.6000000011037616
286,4.499998771132494
292,3.9
190,4.299999960999424
215,4.2
226,4.3798992545399535
223,3.7999999242878446
228,4.026757620379312
274,3.698164268803063
281,4.2
289,4.399997351786858
