dataset,GoodReadsDatasets_SWTest/GoodReads_3420_308t
ALPHA,0.1
G_Size,5
Iteration Count,44
worker_id,worker_severity
0,-0.3251807798673849
1,-0.8630948106482198
2,0.17749659593001008
3,-0.030595530091130807
4,0.015232778135840461
5,-0.004146064669526441
6,-0.13588444817726558
7,0.2005907686955388
8,-0.04148242702095826
9,-0.618367525624735
10,0.1368803104111639
11,-0.1425930249904095
12,0.6792747349525222
13,-0.11613541163157634
14,0.3486917161699038
15,0.03608768963521299
16,-0.03358666854648564
17,0.22718042655626527
18,0.14688663994421838
19,-0.23483014143990608
20,-0.36308864955886544
21,-0.19476689059500552
22,0.6348150354573251
23,-0.6801830074483414
24,0.07226599942525805
25,-0.06131754289505173
26,0.32978653997159746
27,-0.07972693962369373
28,-0.046942926776635016
29,-0.5473293418088646
30,0.04563398209286115
31,0.33991335321544164
32,0.1175499818805976
33,-0.015753772793058562
34,-0.5365025011925212
35,-0.35329870912856304
36,0.4059401986935328
37,-0.36820571403595
38,0.09086693805175965
39,0.2651500075908409
40,-0.04032759272216055
41,-0.8156715370163494
42,-0.21537210582453659
43,0.44801073278816583
44,-0.13029277852440502
45,0.3240616079167468
46,-1.016858630334542
47,0.22023526331470664
48,0.2536121540894523
49,0.8542003850729545
50,0.3240103435529854
51,-0.32329527982393885
52,-0.08513787670289663
53,-0.2686779056214257
54,0.62493037219503
55,-1.3389804118156532
56,0.38944803822190854
57,0.677201246693086
58,-0.29845908010653693
59,0.8869891439920837
60,0.5344018532994089
61,0.2624307259641817
62,0.2570304384979218
63,0.05982617863499845
64,-0.018106363503360066
65,0.22770094165529522
66,0.13875170549218033
67,-0.24419053058205062
68,-1.1060806549699855
69,-0.4650561920440968
70,0.41375887480105833
71,0.5102300176983359
72,-0.3851112974894526
73,0.5856868613617026
74,-1.6374793278788373
75,0.19704416930457194
76,0.5175111950117266
77,-0.2556730431549639
78,0.659996837975449
79,-0.013870530442247403
80,0.727942034030096
81,-0.15556710274947774
82,0.4577262188415324
83,-0.23338836797714108
84,-0.0006168289089023308
85,0.26687841243112514
86,-0.8921334804707645
87,0.061195059270780644
88,0.07136070259615357
89,0.5054931189072117
90,-0.2907896868460712
91,-0.2633744894833883
92,0.09485224095394126
93,-0.5025928412456834
94,0.6803437446265953
95,0.7996773754814922
96,0.20963900652651432
97,0.04905082880503616
98,0.055895822678414114
99,0.3333145016406601
100,-0.5013905585769042
101,-0.536525907902437
102,0.19849063010658272
103,-0.6981547665912654
104,-0.6700188045224467
105,-0.1904520938352018
106,0.33456870457638344
107,0.10832461517640235
108,-0.0024023401076607187
109,0.30376387539579924
110,-0.49609734297917635
111,-1.0851332240678018
112,0.3898094683291527
113,-1.0570714646077342
114,-0.22370225176614614
115,0.02292878938231149
116,0.22896190711673256
117,-0.37682185842775634
118,0.2527497939516171
119,0.026486747216571304
120,0.09551359002318764
121,0.5431116114191287
122,0.19420654886948366
123,0.27838154323246533
124,-0.09788855741912118
125,0.21526076392399962
126,-0.24268529546020617
127,0.2892450245372604
128,-0.26308836143163944
129,0.2298567928129311
130,-0.7829072195504434
131,0.03081055848581895
132,-0.2092973628550038
133,-0.58086633359813
134,-1.0188251325690336
135,-0.4062759755239128
136,0.6637640032914358
137,0.18432479912206856
138,0.11058441095673914
139,-0.0018138994207994052
140,0.26220508436336
141,-0.32006359453719885
142,-0.03018163345605496
143,0.34956008857844817
144,-0.01989247456703993
145,0.9002965281627731
146,-0.06524018362692521
147,-0.6313838472453762
148,-0.023039571458530413
149,-0.8190140860170252
150,-0.32326747155411356
151,-0.34691057218932114
152,-0.42466305944194743
153,0.47919537883066865
154,0.4279078888670613
155,0.9606304246329411
156,-1.069114557671194
157,0.1374508376536952
158,-0.5343014704463064
159,0.12760782494009087
160,-1.3209392867590586
161,-0.9946346426818162
162,-0.0420646663365079
163,-0.5481349993296083
164,-0.20715581104957712
165,-0.8082457226739893
166,-0.6368379548007075
167,-0.2018554780693474
168,-1.068881429812597
169,-0.4598880230268619
170,-0.20515685916560103
171,-0.4961991292043385
172,-1.3124560495361601
173,0.14409592613518912
174,0.3732491260625806
175,-0.06479230535148671
176,-0.38967914319894276
177,0.14699052384859504
178,0.27984978291951235
179,0.12048738103265193
180,-0.013952946540624164
181,-0.36003521971950614
182,-0.36368557488229575
183,0.27283717571401817
184,0.5892038328973699
185,-0.8168141285037246
186,0.0021836639805173056
187,0.22162897140278684
188,-0.35598812417649994
