task_id,truth
0,4.2
1,4.0
2,3.8
3,4.1
4,4.4
5,4.5
6,4.0
7,4.2
8,4.3
9,4.1
10,4.3
11,4.1
12,4.4
13,4.7
14,4.7
15,4.3
16,4.3
17,4.2
18,3.8
19,4.0
20,4.4
21,4.0
22,4.0
23,4.4
24,4.6
25,4.8
26,4.0
27,3.2
28,4.5
29,4.8
30,4.6
31,4.3
32,4.4
33,4.3
34,4.7
35,3.6
36,4.3
37,4.2
38,4.1
39,3.8
40,4.3
41,4.0
42,4.5
43,3.8
44,4.4
45,3.6
46,4.1
47,4.7
48,4.5
49,4.5
50,4.2
51,4.2
52,4.4
53,4.4
54,4.5
55,4.7
56,4.2
57,4.1
58,4.6
59,4.4
60,4.3
61,4.2
62,4.8
63,4.0
64,4.3
65,3.9
66,4.4
67,4.4
68,3.8
69,4.4
70,4.5
71,4.0
72,4.2
73,4.2
74,4.2
75,4.4
76,4.3
77,4.6
78,4.4
79,4.4
80,3.9
81,4.5
82,4.2
83,4.4
84,4.6
85,4.7
86,4.0
87,3.9
88,4.3
89,4.0
90,3.9
91,4.4
92,4.1
93,4.1
94,4.4
95,3.9
96,4.3
97,4.4
98,3.8
99,4.5
100,4.3
101,4.3
102,4.4
103,4.7
104,4.6
105,4.6
106,4.2
107,4.4
108,4.5
109,4.4
110,4.4
111,4.6
112,4.2
113,4.3
114,4.3
115,4.4
116,4.2
117,4.2
118,3.8
119,4.4
120,4.5
121,4.6
122,4.6
123,4.6
124,4.5
125,4.4
126,4.2
127,3.2
128,4.5
129,3.9
130,4.2
131,4.7
132,4.1
133,4.5
134,4.2
135,4.4
136,4.3
137,4.0
138,4.8
139,4.5
140,4.2
141,3.9
142,4.5
143,4.7
144,4.8
145,3.7
146,4.7
147,4.4
148,4.2
149,4.1
150,4.3
151,4.1
152,3.8
153,3.9
154,3.7
155,4.7
156,4.2
157,4.7
158,4.0
159,4.7
160,4.5
161,4.0
162,4.8
163,3.8
164,4.1
165,4.4
166,4.4
167,4.3
168,4.1
169,4.5
170,3.0
171,4.7
172,4.1
173,4.5
174,4.0
175,4.7
176,4.4
177,4.9
178,4.6
179,4.6
180,4.2
181,4.0
182,3.8
183,4.4
184,4.4
185,4.5
186,4.3
187,4.4
188,4.9
189,3.7
190,4.2
191,2.8
192,4.5
193,4.5
194,4.8
195,4.1
196,4.5
197,4.3
198,4.5
199,4.3
200,4.7
201,4.1
202,4.4
203,4.6
204,4.6
205,4.3
206,4.6
207,3.3
208,4.3
209,4.4
210,4.3
211,4.3
212,4.7
213,4.5
214,4.5
215,3.8
216,4.7
217,4.3
218,4.0
219,4.0
220,4.5
221,4.2
222,4.2
223,4.1
224,4.3
225,4.5
226,4.2
227,4.7
228,4.9
229,4.6
230,3.8
231,3.6
232,4.5
233,4.2
234,4.1
235,4.3
236,4.6
237,3.2
238,3.6
239,4.5
240,4.3
241,4.3
242,4.4
243,3.6
244,3.9
245,4.4
246,4.2
247,4.4
248,4.7
249,4.2
250,4.4
251,4.5
252,4.3
253,4.8
254,3.8
255,4.7
256,4.4
257,4.1
258,4.5
259,4.0
260,3.7
261,4.1
262,4.6
263,4.3
264,4.2
265,4.6
266,4.7
267,4.8
268,4.3
269,4.1
270,4.3
271,4.1
272,3.5
273,4.7
274,4.6
275,4.2
276,4.0
277,4.1
278,3.9
279,4.0
280,4.5
281,4.2
282,4.7
283,4.0
284,3.9
285,4.8
286,3.8
287,3.6
288,4.4
289,3.6
290,4.6
291,4.7
292,4.0
293,3.8
294,4.1
295,4.7
296,4.1
297,4.1
298,5.0
299,4.6
300,3.7
301,4.8
302,4.3
303,4.0
304,3.0
305,4.8
306,4.8
307,3.5
