dataset,GoodReadsDatasets_SWTest/GoodReads_5702_309t
ALPHA,0.1
G_Size,5
Iteration Count,53
worker_id,worker_ability
0,0.906361913429672
1,0.5664637734251832
2,0.945398777407685
3,0.7998058197393272
4,0.720445046701444
5,0.7677398485855467
6,0.4975096830515302
7,0.4400947859703799
8,0.44084015807880517
9,0.7492734762040093
10,0.3676533763867877
11,0.7958006557435761
12,0.5849478125196065
13,0.48307342057100433
14,0.6572975116350046
15,0.3808511135050801
16,0.3591028576140029
17,0.27197995362232
18,0.6138860935447493
19,0.5110324804712147
20,0.4189676359844591
21,0.6379220962710043
22,0.42491312957194716
23,0.43214262334385395
24,0.5702436319274234
25,0.29730319355247964
26,0.5834790709629804
27,0.4325383736799223
28,0.8102775642978416
29,0.43277851631547565
30,0.7842961501456626
31,0.5774136071179463
32,0.46241592667069964
33,0.572369313127656
34,0.5305391986951316
35,0.5320889216386652
36,0.6344039820098542
37,0.5936355863107708
38,0.3649724373599128
39,0.5045355482389464
40,0.8006565530401446
41,0.8045721452261108
42,0.6470851627476072
43,0.24158077921744145
44,0.3880367153974846
45,0.6124997392188769
46,0.2752138357952702
47,0.41700847391074897
48,0.7090363122690639
49,0.5516067811186276
50,0.35691037152221033
51,0.9456624802997342
52,0.43848035040812583
53,0.6912089860160772
54,0.47519264318956966
55,0.569695889265409
56,0.37840977043519586
57,0.36770731792094974
58,0.42757281544683845
59,0.35187940487201025
60,0.20004676747386374
61,0.5457536910403672
62,0.22126344063517014
63,0.5520395033261174
64,0.3100603942875427
65,0.46910908873890855
66,0.33624274007866534
67,0.5736818249646359
68,0.6537365546174807
69,0.3842291703178139
70,0.20293653861607525
71,0.5886818130321371
72,0.5499764248864885
73,0.4346672567566314
74,0.28002937014641227
75,0.4399558170912392
76,0.32401172452674853
77,0.3112439483038762
78,0.5545229633160034
79,0.47949394317018196
80,0.5718960562347681
81,0.5111427247301945
82,0.3156027313828272
83,0.6772496189149362
84,0.25739262050323497
85,0.3843223828524604
86,0.34065748142752045
87,0.5620205964419979
88,0.39301905239124973
89,0.5401266868143322
90,0.4694787176582767
91,0.3666396949782779
92,0.34831816760923245
93,0.5088252771574971
94,0.40144574189474636
95,0.5470124139450142
96,0.35155629900790036
97,0.5645706262225962
98,0.7458652177225028
99,0.44183904781148037
100,0.23967968426125827
101,0.543707456254415
102,0.5281571367896152
103,0.41005834237453476
104,0.6325809887430236
105,0.4869214936285591
106,0.2661824859615606
107,0.3372628136871817
108,0.2790821253980968
109,0.4430797473357589
110,0.3868646526995188
111,0.7016026145731858
112,0.417781867694988
113,0.4449915024677025
114,0.621653452277367
115,0.2937654590942079
116,0.6501768698515354
117,0.9227287138503585
118,0.45049249687353954
119,0.20637405254627436
120,0.4615969257728362
121,0.4142112660417347
122,0.6099087550764911
123,0.6068770663391304
124,0.3017271526751672
125,0.3484643268709187
126,0.33698398226153004
127,0.5074021552052825
128,0.4153899248300984
129,0.34594871792659576
130,0.30439201392538323
131,0.5475969957811198
132,0.588222248033591
133,0.4540961769972805
134,0.5453790584007138
135,0.8728919762257581
136,0.5553635026005502
137,0.4901074916521388
138,0.4648925193998935
139,0.41359555106972296
140,0.5334266994154127
141,0.4244352896617069
142,0.4210587476181259
143,0.3578949129548151
144,0.11956104154012447
145,0.44020713442316795
146,0.4898072031345249
147,0.41827546004043137
148,0.5488009091278411
149,0.5211072801570842
150,0.23805293731804442
151,0.6170820812147699
152,0.3704832580672694
153,0.3851699770867752
154,0.3388165350666215
155,0.5425630159822725
156,0.4350041442383803
157,0.5350121526700152
158,0.30053863805761705
159,0.48757988633068794
160,0.32906897401875135
161,0.42118675984735404
162,0.7215377185885805
163,0.29056756750902296
164,0.2099760170735654
165,0.5803972223456698
166,0.4003381953529585
167,0.34843062441442063
168,0.47964179928566353
169,0.48081272718784784
170,0.36469603919135124
171,0.5081395040088007
172,0.1865501798749156
173,0.355173464399443
174,0.7205688830433603
175,0.45751147802650666
176,0.41294245469485974
177,0.5106514582854856
178,0.4072269224121673
179,0.25524174024214125
180,0.2364006975013591
181,0.5211353126652405
182,0.5333164640177472
183,0.5991172048337596
184,0.5767171418479947
185,0.5088820359485817
186,0.3883617756669272
187,0.42962361439471153
188,0.3127325909197778
189,0.22594501158247018
190,0.41238071738965393
191,0.373422729552282
192,0.35056561083781934
193,0.34406938681838817
194,0.4202118533439908
195,0.3622710000398149
196,0.5690452710132557
197,0.7695484177575749
