# 节点数  边数   ,0  293298
1293,457
377,403
2839,1781
2839,4356
671,5380
671,736
671,761
671,1462
671,1167
671,3016
2057,219
2057,248
2057,1469
4800,3932
2967,3555
2967,2985
1434,2097
1434,1829
1434,1439
4191,3811
4191,2013
462,1552
462,1390
462,882
462,207
2653,2838
758,2097
758,260
2758,1548
2758,5126
2758,3734
2758,3852
2758,1976
2758,5557
2758,208
2758,3855
2758,5516
2758,2044
2758,983
2758,5302
2758,5223
2758,139
2306,5233
5236,248
1399,219
1399,3168
3402,451
3402,978
731,207
5029,4346
5029,4517
5029,4033
21,4053
21,1434
21,746
21,1832
21,5236
21,2332
21,1197
21,3237
21,2825
21,424
21,4829
21,915
21,3004
21,2339
21,587
21,1572
21,5030
21,2318
21,1095
21,4181
21,5682
21,889
21,600
21,2125
21,3809
21,1082
21,3723
21,1641
21,2012
21,4336
21,1171
21,818
21,2838
21,4613
21,3580
21,3821
21,4270
21,3109
21,4349
21,5062
21,640
21,5347
21,3000
21,223
21,699
21,3891
21,3699
21,623
21,4174
21,1402
21,4679
21,2085
21,2456
21,4317
21,5013
21,1896
21,2162
21,1073
21,4286
21,2171
21,5246
21,1725
21,1691
21,1730
21,4496
21,4705
21,4215
21,2914
21,3919
21,1240
21,1040
21,4032
21,1153
21,574
21,1569
21,4634
21,3780
21,1231
21,4176
21,5657
21,4316
21,2920
21,2685
21,5283
21,1556
21,4946
21,1990
21,4170
21,594
21,3523
21,3090
21,4581
21,4933
21,5672
21,4293
21,5116
21,839
21,670
21,2566
21,5668
21,222
21,5563
21,4955
21,546
21,1445
21,1278
21,646
21,2725
21,2173
21,4929
21,2084
21,5253
21,856
21,1070
21,1346
21,3828
21,936
21,2806
21,4453
21,1159
21,660
21,4699
21,5395
21,3635
21,5201
21,3452
21,1863
21,659
21,1091
21,3960
21,4303
21,3518
21,3486
21,2782
21,1053
21,1977
21,314
21,3434
21,4269
21,423
21,2516
21,1451
21,1315
21,4211
21,777
21,1949
21,5378
21,2432
21,3787
21,2061
21,683
21,80
21,2668
21,4980
21,1866
21,299
21,1108
21,4103
21,3792
21,2233
21,5139
21,768
21,414
21,4734
21,1390
21,5346
21,1981
21,14
21,2063
21,2166
21,184
21,3607
21,801
21,4378
21,1577
21,3762
21,4242
21,5328
21,4863
21,2044
21,4229
21,118
21,4471
21,2636
21,840
21,4542
21,4770
21,1961
21,4173
21,2741
21,2697
21,5302
21,3707
21,2763
21,1202
21,1052
21,708
21,1884
21,2477
21,2102
21,4319
21,1720
21,4837
21,1097
21,472
21,2155
21,487
21,3662
21,86
21,601
21,1828
21,1952
21,400
21,2284
21,3432
21,2826
21,3887
21,4475
21,4445
21,2106
21,5223
21,79
21,638
21,2631
21,3869
21,4123
21,1416
21,4927
21,3848
21,2133
21,1122
21,2765
21,4070
21,300
21,1827
21,180
21,5571
21,1847
21,978
21,1822
21,2687
21,4383
21,5386
21,3682
21,2803
21,560
21,2583
21,1250
21,372
21,4263
21,1101
21,5379
21,698
21,316
21,627
21,2778
21,4059
21,4647
21,4309
21,3648
21,1131
21,4223
21,1800
21,15
21,572
21,4907
21,1456
21,4061
21,5084
21,528
21,5054
21,2871
21,2899
21,4543
21,390
21,3955
21,2679
21,3686
21,1113
21,4033
21,1362
21,726
21,4386
21,5426
21,1905
21,1307
21,1268
21,639
21,2588
21,3777
21,4044
21,3168
21,258
21,401
21,4649
21,226
21,4100
21,363
21,5651
21,1093
21,2519
21,4692
21,1232
21,341
1197,451
1088,207
1088,3051
1088,1707
2214,5661
2214,217
2214,1066
2214,2959
2214,3
2214,1987
2214,79
2214,1769
2214,1344
2230,2627
2230,5130
2230,472
2230,2106
1624,1572
1624,4496
1624,119
1873,243
1873,261
1873,317
1873,2500
1873,3432
1873,2826
2825,2956
1002,2682
41,4340
41,1572
41,3656
41,5278
41,1095
41,889
41,5074
41,2083
41,3734
41,442
41,4176
41,594
41,3678
41,391
41,1346
41,1283
41,4667
41,1091
41,1978
41,87
41,4578
41,2061
41,3192
41,169
41,2155
41,1180
41,207
41,1416
41,3898
41,1122
41,3383
41,4684
41,5172
41,248
41,3985
41,1456
41,1707
41,2174
41,488
41,4219
4838,4039
4055,3734
4055,4680
4055,2304
4055,5097
4055,4697
4055,5305
4055,2784
4055,5052
424,5181
