# 节点数  边数   ,0  293298
1931,1232
487,1024
487,823
487,2051
1005,1454
1005,1010
1808,1930
549,1454
549,201
1876,1071
1876,2567
1876,1366
1876,3622
1876,164
1876,3595
1876,1415
1876,700
1876,3425
3429,194
2286,334
532,163
16,2690
16,1005
16,542
16,1264
16,3429
16,1608
16,846
16,312
16,3192
16,656
16,2043
16,429
16,1091
16,3311
16,1599
16,2771
16,637
16,439
16,1476
16,2539
16,761
16,2486
16,1135
16,1390
16,590
16,1930
16,3061
16,2390
16,2545
16,2109
16,2883
16,2040
16,175
16,509
16,2467
16,2765
16,985
16,3101
16,1446
16,1691
16,2860
16,1308
16,755
16,2838
16,1504
16,3437
16,1191
16,1195
16,2987
16,3116
16,2788
16,1981
16,736
16,1089
16,3075
16,2767
16,3680
16,2859
16,1986
16,1077
16,2762
16,2098
16,3041
16,3254
16,3691
16,2844
16,3364
16,599
16,486
16,3688
16,174
16,3625
16,400
16,1015
16,896
16,472
16,3251
16,3441
16,752
16,943
16,669
16,2954
16,817
16,480
16,3518
16,2420
16,1285
16,479
16,2636
16,2851
16,1893
16,743
16,1367
16,242
16,2304
16,311
16,1727
16,562
16,1346
16,3508
16,1675
16,2526
16,1428
16,494
16,65
16,1817
16,3281
16,3377
16,306
16,3138
16,975
16,3491
16,1371
16,10
16,1430
16,1502
16,578
16,2904
16,1096
16,2510
16,2807
16,3483
16,3210
16,1415
16,2798
16,92
16,2969
16,600
16,3159
16,1353
16,2764
16,1835
16,2474
16,1881
16,848
16,742
16,515
16,1458
16,1186
16,771
16,349
16,2439
16,69
16,1262
16,1347
16,2302
16,2590
16,2972
16,1462
16,3425
16,64
16,467
16,2578
16,2737
16,3249
16,2565
16,1481
16,791
16,1882
16,2701
16,231
16,1258
16,2905
16,3512
16,2455
16,1905
16,408
16,1759
16,878
16,281
16,775
16,3509
16,508
16,1889
16,2693
16,3079
16,2429
16,800
16,2794
16,1248
16,11
16,418
16,3236
16,3346
16,385
16,3327
16,3018
16,294
16,783
16,2678
16,956
16,528
16,2908
16,3533
16,1316
16,916
16,468
16,1763
16,2518
16,2684
16,3081
16,178
16,3676
16,768
16,1730
846,334
765,163
765,2073
1530,2
1530,64
1530,1221
1530,941
1538,1791
1538,349
1538,1462
1293,191
1293,244
1293,1715
1293,2302
709,1826
34,2875
34,1091
34,637
34,3341
34,1445
34,325
34,2767
34,2452
34,943
34,900
34,3091
34,1368
34,3039
34,1428
34,132
34,835
34,163
34,2599
34,791
34,3393
34,194
34,2650
34,1506
34,360
34,2791
2691,3102
2691,1590
2691,3351
2691,3113
2691,1895
2691,3325
2121,1257
134,2678
3683,1891
814,2273
1223,1569
1223,1127
884,163
2750,1878
2750,1449
2750,2765
2750,3342
2750,1982
2750,472
2750,2735
2750,2506
2750,13
2750,2794
2750,798
2750,1468
2750,783
1887,3242
1887,1608
1887,1884
1887,1930
1887,2860
1887,2273
1887,3698
1887,3075
1887,3155
1887,472
1887,2735
1887,2526
1887,2626
1887,3595
1887,1969
1887,1316
1618,2343
1618,185
1618,2678
961,1642
971,596
2084,2093
2084,3041
984,1390
984,1127
984,2678
3005,1571
2875,3175
2875,1763
1376,2725
1376,1532
1376,214
3532,671
3532,3067
3532,3542
3532,1528
3532,2017
3532,727
3532,3402
3096,3356
3096,559
3096,3567
3096,3131
3096,1099
3096,3077
3096,2017
3096,791
3096,1763
22,1519
22,185
22,163
22,528
2724,2463
247,298
247,1519
247,60
247,964
247,2678
1863,637
1863,2
1863,642
1171,3328
1171,1088
1171,168
1171,2968
1171,2626
1171,3419
1171,1292
1171,1095
1171,631
1171,3432
1171,791
1171,1717
1171,1406
429,163
429,662
102,1772
102,757
102,163
357,1791
357,2510
41,943
41,93
41,525
1635,2282
2587,1077
2999,1808
142,194
3692,2765
731,194
1255,2678
1599,1038
2359,897
538,463
51,1578
51,211
51,1951
51,2520
51,1948
51,140
51,1432
51,38
51,27
51,1624
51,642
51,1419
51,163
51,1080
51,1616
51,605
51,215
51,443
3012,2702
948,164
948,2282
948,1664
2966,2987
2966,3019
2966,929
2966,503
1125,3671
1851,1998
637,163
63,334
439,201
1904,312
1904,2573
1904,1324
1904,3007
1476,215
2539,312
2539,2765
35,104
35,144
35,4
35,910
35,1301
35,2988
35,185
35,534
35,248
35,54
35,2302
35,163
35,1493
35,408
35,511
35,460
750,2987
750,3221
750,350
3043,2084
2606,2660
2223,731
2223,637
2223,2479
2223,101
2223,194
1676,1930
2400,2987
2400,2575
2400,349
2400,194
1390,1077
1879,761
1879,1077
1879,93
1879,3332
314,334
2614,2860
2614,1080
2614,1763
1088,470
1088,113
2553,1091
2553,3341
2553,2612
2553,87
738,79
738,50
738,163
996,163
120,637
120,278
59,1071
59,589
59,2539
59,1930
59,2011
59,2857
59,143
59,1691
59,422
59,1191
59,3
59,426
59,2634
59,2013
59,3615
59,191
59,853
59,1502
59,432
59,185
59,38
59,27
59,1624
59,2225
59,132
59,464
59,2302
59,795
59,163
59,1693
59,678
59,2678
59,956
813,422
104,1091
104,637
104,1476
104,1578
104,422
104,755
104,1445
104,1139
104,2987
104,426
104,749
104,469
104,1582
104,144
104,1723
104,669
104,1563
104,2404
104,2645
104,2304
104,3615
104,140
104,1428
104,3638
104,280
104,1796
104,1457
104,339
104,578
104,3468
104,94
104,349
104,1715
104,464
104,60
104,1431
104,163
104,3106
104,1699
104,3451
104,1406
104,408
104,2007
104,209
104,281
104,3509
104,503
104,1136
104,418
104,798
104,1833
104,1031
104,596
104,956
104,214
104,3676
1930,1532
2556,2660
1878,1296
1878,599
1878,2735
1878,1018
1878,306
1878,3477
1878,3236
106,1355
106,1313
106,191
1820,1800
2011,73
2011,470
2011,3543
2011,2225
2011,758
9,393
9,248
9,163
2638,2860
1861,1578
1861,204
2006,1752
2006,502
2006,1884
2006,761
2006,1930
2006,1878
2006,241
2006,1496
2006,1578
2006,3293
2006,422
2006,755
2006,2874
2006,2273
2006,2987
2006,426
2006,1077
2006,486
2006,568
2006,896
2006,3539
2006,2058
2006,843
2006,2774
2006,303
2006,522
2006,2404
2006,1037
2006,164
2006,2304
2006,311
2006,1727
2006,1176
2006,974
2006,1428
2006,3371
2006,3377
2006,3673
2006,3300
2006,3299
2006,1502
2006,2807
2006,1943
2006,531
2006,848
2006,401
2006,2529
2006,349
2006,2972
2006,64
2006,3660
2006,109
2006,1515
2006,1889
2006,503
2006,1833
2006,2678
2006,3280
2006,916
2006,768
951,1488
3474,439
3474,2446
3474,2765
3474,748
3474,3075
3474,426
3474,3296
3474,2698
3474,3691
3474,164
3474,743
3474,191
3474,185
3474,2458
3474,2688
3474,797
3474,3327
3474,827
3614,3131
8,472
8,1563
8,479
8,1367
8,1018
8,140
8,1421
8,448
8,1457
8,1605
8,1216
8,1069
8,38
8,132
8,163
8,231
8,408
8,1683
8,431
8,2678
2731,93
770,3385
897,334
2545,637
2545,3342
2545,348
2545,71
2545,2764
2545,2861
2545,89
2891,2573
887,924
887,1662
887,798
1646,298
1646,349
1646,3123
1955,472
1955,3370
1955,1415
1955,1799
241,3256
241,943
241,883
865,1767
2883,215
2883,783
1578,761
1578,642
810,163
937,3075
1965,2807
2907,1930
2907,3342
2907,1954
2907,2926
2907,1243
2907,1301
2907,742
2907,194
2116,1151
2116,1701
442,1266
442,195
442,1632
442,655
442,2975
442,281
442,678
442,3078
374,3398
1888,3604
1888,2480
1888,3492
1888,3358
2686,3383
1524,3218
1524,1376
1524,1884
1524,2771
1524,3288
1524,1547
1524,2923
1524,590
1524,2556
1524,1578
1524,2413
1524,1449
1524,2765
1524,195
1524,1446
1524,755
1524,212
1524,2273
1524,2987
1524,1362
1524,325
1524,2767
1524,2859
1524,1077
1524,2567
1524,3500
1524,3347
1524,486
1524,1245
1524,1304
1524,164
1524,2540
1524,311
1524,1727
1524,1450
1524,1351
1524,1428
1524,853
1524,1502
1524,578
1524,2807
1524,185
1524,1069
1524,1084
1524,2764
1524,1458
1524,771
1524,349
1524,977
1524,464
1524,3425
1524,3249
1524,878
1524,281
1524,2778
1524,941
1524,2678
1524,956
1524,2190
1524,584
2313,163
852,3326
852,1262
638,2011
638,163
638,2872
3652,93
3460,194
32,469
32,1894
32,472
32,1951
32,1948
32,191
32,10
32,185
32,1432
32,38
32,2256
32,186
32,642
32,163
32,194
32,1031
427,3012
427,163
427,2678
3295,1091
3295,241
3295,303
3295,376
737,2807
2347,3164
509,1930
509,3
509,736
509,211
509,71
509,2277
509,2783
696,143
523,303
2685,3341
2685,2698
2685,2474
2685,1895
2478,1077
644,1366
644,1318
2633,1462
2633,2117
2765,1613
3314,761
3314,1445
3314,1077
3314,800
143,1355
143,621
143,1624
143,163
143,800
143,194
143,215
195,2881
195,2228
195,3543
1534,252
1042,2120
2093,2084
2093,2765
2093,3691
123,163
1908,43
3132,195
3132,1437
967,737
3427,3662
2551,637
2551,3356
2551,93
2551,87
2551,432
2551,3097
2551,2017
2551,2302
2551,1763
3013,2011
3013,3080
298,422
298,163
298,1375
422,536
422,29
422,38
422,132
2951,637
2951,2860
2785,422
536,422
536,101
536,1502
2871,3155
2871,472
2871,2735
2871,1018
2871,1320
212,262
2705,3319
2705,3517
2705,1362
2705,3035
2705,1695
2705,3164
2705,599
2705,2579
2705,1238
2705,2646
2705,2678
2504,1695
2504,1895
2658,191
1940,201
210,1570
210,843
210,1802
210,1038
210,2678
940,642
1460,1569
1445,185
926,3039
2874,2765
2874,325
2874,2529
2874,1889
2874,2727
2550,2860
2025,3019
227,2711
2441,93
2441,2735
2441,3159
2441,848
2441,64
2441,1998
3437,637
1191,163
3,637
3,2891
3,737
3,1446
3,1456
3,1195
3,748
3,1366
3,1894
3,752
3,843
3,164
3,1331
3,73
3,1893
3,1621
3,2119
3,853
3,448
3,185
3,440
3,1084
3,1095
3,3450
3,2
3,3274
3,163
3,3451
3,3509
3,1889
3,485
3,605
3,194
3,52
3,1611
3,3292
3,1031
3,2678
3,378
3,1763
3,2373
1690,307
715,3174
1139,3119
741,1091
741,2923
741,2857
741,925
741,3042
741,2807
1941,2860
1941,3600
1941,3134
1941,472
1941,1462
1941,3447
1941,956
447,2987
447,101
2424,2771
2424,3341
2424,1449
2424,1077
2424,2757
2424,3268
2424,2844
2424,472
2424,1428
2424,432
2424,2880
2424,194
2424,783
2424,554
628,3356
2384,3622
2384,472
2384,194
2384,3236
2384,3433
2977,1426
2841,2217
167,1948
924,132
2560,3078
2656,314
2656,143
2656,1366
2656,424
2656,1563
2656,145
2656,185
2656,742
2656,334
2656,2302
2656,163
2656,1493
2656,620
2656,194
2656,1031
2656,214
3359,2240
2549,637
2549,3294
2549,2765
2549,1018
2549,1301
2549,3440
2549,1782
2554,2608
2554,1383
2554,422
2554,2987
2554,1555
2554,1077
2554,2762
2554,174
2554,168
2554,93
2554,1966
2554,2253
2554,306
2554,3401
2554,432
2554,2969
2554,791
2554,452
2554,3007
2554,1798
2554,2791
657,1071
2788,1930
2788,101
2788,3315
171,2283
2716,1930
2716,2238
2716,3500
2716,1954
2716,472
2716,1204
2716,101
2716,2783
3246,1223
3246,2686
3246,2643
3246,755
3246,3695
3246,2977
3246,3680
3246,2480
3246,2762
3246,348
3246,3492
3246,3164
3246,943
3246,843
3246,591
3246,2508
3246,2064
3246,489
3246,2579
3246,94
3246,2474
3246,1521
3246,867
3246,194
3246,3378
3246,2818
3246,1468
3246,916
2433,3211
1886,2226
1886,3078
2566,303
23,66
23,589
23,104
23,143
23,1743
23,1077
23,1951
23,1948
23,2526
23,1531
23,110
23,1432
23,2151
23,334
23,163
23,550
736,669
2555,1293
2555,3075
2555,3691
2555,599
2555,2474
2555,2799
753,3681
753,3358
753,3332
456,2690
456,3681
456,325
456,2698
456,472
456,2474
456,1881
456,1759
456,1895
456,2799
456,2678
456,3332
3151,3385
3151,2421
3151,1664
3265,1914
3356,2033
3356,3638
3356,655
3356,1627
3356,574
3356,215
3356,678
3356,2117
780,163
931,334
1514,619
1514,1452
426,3515
2719,1512
390,642
1426,80
751,1389
2370,1376
2370,299
2370,3567
2370,3113
2370,2600
2370,1109
2370,503
2370,3245
3355,1351
2480,1512
2480,3492
1899,1366
1899,1100
1697,163
484,1691
484,1077
484,791
2612,761
2612,1415
2612,2880
1920,1819
1920,2678
265,195
265,642
265,1763
1215,3385
1215,2670
2894,215
1471,163
1471,194
1482,2690
1482,3292
1482,2799
1801,2765
1077,2857
1077,191
1077,448
1077,244
1077,185
1077,1069
1077,163
211,93
211,1367
1028,864
1028,2311
1028,2086
1028,2190
2762,163
2567,185
3426,761
3426,2840
3426,3155
3426,2702
3426,2768
3426,3156
3426,101
3426,1320
3426,2972
3426,1889
3426,800
3426,1782
3426,3502
3426,3431
3426,3315
3426,1010
2169,93
2447,3492
2447,3128
2447,1389
2447,3018
1633,2157
2679,3683
2679,1884
2679,2703
2679,556
2679,1899
2679,1920
2679,3492
2679,1914
2679,2944
2679,1954
2679,1425
2679,472
2679,3286
2679,3251
2679,1919
2679,3624
2679,1943
2679,1819
2679,1513
2679,2678
1073,1608
1073,8
1073,1191
1073,2656
1073,2226
1073,3539
1073,1563
1073,1454
1073,2807
1073,1432
1073,1624
1073,334
1073,2017
1073,2302
1073,163
1073,1654
1073,1693
253,3012
253,195
253,2897
253,472
253,817
253,164
253,970
253,3019
253,2157
253,2701
253,503
253,740
253,577
253,2678
31,761
31,426
31,174
31,472
31,494
31,719
31,1084
31,132
31,163
31,408
3086,2987
192,1249
2431,1091
2431,985
2431,599
2431,700
2431,3332
1900,71
1900,743
1900,2678
1900,2791
2782,3296
2782,164
2782,2799
2782,1763
3257,3078
3260,3342
3260,1697
3260,3155
3260,472
3260,194
3260,2678
2499,1454
3271,1077
3271,2998
1581,194
3254,1091
3254,3308
3254,2243
3254,3518
3254,3491
3254,1122
3254,2701
3254,1819
3254,2678
3254,2791
2547,985
2547,2860
2547,3431
2547,3078
2178,1300
2178,637
2178,2556
2178,2413
2178,2238
2178,1449
2178,737
2178,1691
2178,901
2178,1139
2178,3318
2178,924
2178,1743
2178,736
2178,1089
2178,33
2178,188
2178,1620
2178,150
2178,2926
2178,2404
2178,2735
2178,1081
2178,2669
2178,455
2178,2063
2178,3673
2178,379
2178,578
2178,1099
2178,2649
2178,2225
2178,132
2178,69
2178,642
2178,2017
2178,2302
2178,3191
2178,3656
2178,109
2178,2600
2178,13
2178,800
2178,1184
2178,511
2178,485
2178,194
2178,1020
2178,554
2178,360
1451,2248
2224,1863
2224,258
2224,738
2224,638
2224,1743
2224,3563
2224,1089
2224,3356
2224,2003
2224,2258
2224,994
2224,2070
2224,150
2224,1951
2224,2076
2224,2295
2224,1177
2224,1190
2224,305
2224,97
2224,2358
2224,3615
2224,2371
2224,2282
2224,3040
2224,3358
2224,2172
2224,1872
2224,2877
2224,100
2224,1528
2224,2225
2224,1017
2224,2029
2224,642
2224,391
2224,721
2224,1616
2224,1623
2224,52
2224,1664
2224,892
2224,916
