dataset,GoodReadsDatasets_RedundancyCut/GoodReads_309t_1312w_15r
ALPHA,0.1
G_Size,5
Iteration Count,75
worker_id,worker_ability
0,0.7843065715553912
1,0.38300583662750703
2,0.47697540066853283
3,0.5900785741927048
4,0.5887936842470953
5,0.5600420644197415
6,0.4739276465963384
7,0.442070130703401
8,0.6866688474414361
9,0.44192388372643826
10,0.3846727860607644
11,0.3594532416910864
12,1.0091220352369317
13,0.171133370349407
14,0.38516352314070956
15,0.7521555625253599
16,0.20464128635182546
17,0.3165370544553715
18,0.3175553750555092
19,0.48389617012789776
20,0.3962363202468622
21,0.23170167605502517
22,0.18028756241339236
23,0.7676129649657206
24,0.15990829686652652
25,0.7083588943269115
26,0.5622866606625009
27,0.6647087883535323
28,0.3187365626621396
29,0.17202215188156972
30,0.3648005938167339
31,0.8642332190745097
32,0.21800270706208077
33,0.4213310100475526
34,0.35620145929905367
35,0.47469367591869804
36,0.37930536940864645
37,0.42807907907714343
38,0.5450700210396211
39,0.14135842366984558
40,0.2052572635340501
41,0.29064842729654117
42,0.08948608714273588
43,0.38050760559264274
44,0.4754716941160196
45,0.22664515599575547
46,0.107353807406801
47,0.43418576304628054
48,0.7490194289531531
49,0.158488189909584
50,0.7170565580548528
51,0.4158035281160511
52,0.26127250951690917
53,0.36610835222996174
54,0.35844815044672196
55,0.17056986796601037
56,0.17910342298952986
57,0.16125635609762515
58,0.20697622403428542
59,0.5802577230020226
60,0.4249646941446146
61,0.42348580754177745
62,0.44633953173234375
63,0.5077446954060703
64,0.5232861676034786
65,0.2903342483137577
66,0.1863091070781058
67,0.41996748308116716
68,0.37048244990784124
69,0.5778074000564688
70,0.3465937088430314
71,0.19121510575241626
72,0.2813855861970286
73,0.32208002854078266
74,0.3670183054005204
75,0.36661741878436466
76,0.3543628492031153
77,0.618742175995848
78,0.7452008058822576
79,0.5722745182153972
80,0.5309950111304704
81,0.4225681132376484
82,0.2749848005759798
83,0.7716953964666471
84,0.4484440637703413
85,0.386296578784979
86,0.2429826522389674
87,0.49420048466791044
88,0.28688827126708266
89,0.10610829973672288
90,0.2390776083814253
91,0.42495926228899034
92,0.3816327883692241
93,0.0561906670239125
94,0.23420693041528678
95,0.8661265321493644
96,0.23936452555398816
97,0.3006688014856187
98,0.29785097764366325
99,0.27180175235617965
100,0.29789507386302727
101,0.34446542173852995
102,0.16796207112689246
103,0.5590903943960833
104,0.12297878086677151
105,0.12519807505648756
106,0.160325927020333
107,0.12762595677312377
108,0.6047090015407283
109,0.23878242090071067
110,0.4687511036060951
111,0.1922397096933656
112,0.22267690420175934
113,0.4739481788681545
114,0.4597048893399264
115,0.36966801249407893
116,0.3566114807156606
117,0.3079134745139719
118,0.48422194181111394
119,0.3453957910666258
120,0.325337144745554
121,0.014907101959078368
122,0.725187870595438
123,0.1858361719698008
124,0.1908343484798284
125,0.1861780612720415
126,0.5356738162116929
127,0.7543627098301015
128,0.1317074760206644
129,0.06478059854920414
130,0.23362206755490916
131,0.3125680394028324
132,0.13991751699271793
133,0.369350752945359
134,0.2707910528922124
135,0.1847566605169823
136,0.33162704372418655
137,0.2280847993128533
138,0.11806036592496491
139,0.46193578813226843
140,0.3883457644753313
141,0.4406328702714865
142,0.4227210280760013
143,0.19293357161776892
144,0.11644228996061994
145,0.556055823463517
146,0.2415787157038231
147,0.11806109078193104
148,0.40960439153861444
149,0.32198278312256234
150,0.36143383390385275
151,0.3401741935512135
152,0.35354382968963616
153,0.15347291814116967
154,0.35391891356918964
155,0.08448731554906375
156,0.18672597214685158
157,0.4157531985685559
158,0.24472592919109845
159,0.16555451196036397
160,0.502942450875561
161,0.16246690419261917
162,0.13870948619254897
163,0.5285110875054969
164,0.1895488646077381
165,0.4543533865244674
166,0.3840408593737538
167,0.43109520683693414
168,0.11809426543380806
169,0.367966089922952
170,0.08393666895214831
171,0.4534814982546275
172,0.11807429645896457
173,0.20824251473457425
174,0.11204178195962806
175,0.23920558657872074
176,0.34722240968265206
177,0.2597057421457697
178,0.1924545988419214
179,0.3014822127459204
180,0.164561550759224
181,0.756071311537945
182,0.06245126072061589
183,0.5379552914630649
184,0.5229022343220194
185,0.3409075148907277
186,0.5775715930152947
187,0.28612589391667037
188,0.5623308406094365
189,0.4831537490243889
190,0.27622594925226013
191,0.5472488045003459
192,0.4432763955839324
193,0.49472073382625786
194,0.30755079395820933
195,0.28529320344366405
196,0.24317801093464256
197,0.2609227405490175
