dataset,GoodReadsDatasets_RedundancyCut/GoodReads_309t_1312w_15r
ALPHA,0.1
G_Size,5
Iteration Count,75
task_id,prediction_label
3,3.49950800721576
0,3.49838144332166
7,3.81881153765581
14,3.5254322674786365
20,4.129578492007705
21,3.983064060536673
298,3.8461396182602625
297,3.993928626357231
25,4.201017156477335
294,3.8600973934351708
293,4.3599107861843
40,4.154286709051981
41,4.166982049225839
44,3.7442298215852383
272,3.1348885951261165
270,3.8172978582262695
60,4.674411476599366
66,4.508364086342048
70,4.011287517806364
100,3.8323296504859954
199,4.6997675440589735
194,3.814377320107791
300,4.173997010708367
62,3.8366267745827174
67,3.1563043383010436
254,3.1935789206703875
244,4.699999999995169
234,3.1848207218047397
93,3.1300791732639563
105,4.167152059660341
158,4.69999999743362
154,4.533327281080716
5,4.16365457694654
6,4.0756054682769545
42,3.4843862325639257
45,3.898811783301205
46,4.497871826496171
73,4.017064153174477
74,3.8028149350916345
152,4.198973445986002
4,3.8329054815131762
308,4.115320183972041
9,3.814531101835982
11,3.828388745480671
12,3.792006759639893
15,4.135046826283598
304,4.112182232507317
301,4.152200466892569
295,4.477688780607013
28,4.192422132746154
32,3.550168854695744
33,3.500001227705463
37,4.499970281175733
38,4.000068729363378
39,3.5076687706554672
43,3.500588131946385
49,3.824733091766801
50,4.019521046118273
51,4.094781743963264
54,4.169410457414549
271,3.501273339758779
269,3.805867203735305
56,3.826872460988906
268,3.500004662468423
58,3.9162177700512504
59,3.1187129506158007
264,4.099998997061965
61,3.9743914812898447
263,4.071903347564988
262,3.503140731004997
63,3.498413132159378
64,3.9646359684418244
65,4.183826400983591
261,4.03684933021536
260,4.460580210243198
258,4.167440672995657
257,4.505626734340668
256,3.163415088663277
75,3.8058376156807814
251,4.0
249,4.186031281040093
246,3.4854606843676694
240,4.498054907706597
239,3.5054570389475237
238,4.193097122717296
85,3.497289064727698
88,3.874440510174265
89,4.501177964999313
91,4.089939574684125
92,3.968815300600933
94,3.5023611122957288
95,4.044149872863605
212,4.104711995894953
211,4.500169432144749
112,3.1929401373761515
193,4.021714093820925
8,3.17809157783657
16,4.011325580016466
17,4.030665049212515
18,3.849027172909967
19,3.146103371027397
299,4.185839469019711
24,3.972744763381921
30,4.035950509290165
71,4.1679963222608505
242,3.801534699925156
236,3.8701004890342277
96,3.499971941978199
97,3.5011197733626753
98,3.5000049014252297
101,3.8615686965222316
102,4.486927228408887
103,3.8000101942820113
106,4.031364698106957
107,3.8407973750243167
108,3.816838757004496
109,3.30631676965584
114,3.982593273166894
115,3.6942024489056644
302,4.165536054103895
252,4.500174290636824
233,4.07069231505772
86,4.367008362951333
231,4.087727113748399
90,3.829447269101596
245,4.496821922061676
34,4.164476853039772
36,3.4999994727426573
78,3.4995187099646445
113,4.142374843877303
306,4.499365249554349
307,4.500075772918157
13,3.574162040307841
305,4.501603243226023
303,4.503214182239026
26,4.204202184542899
232,3.510366239912772
222,4.500003234311872
217,4.171565446530333
134,4.120600685824021
138,4.195359455502683
140,4.199960008829714
142,4.500268920428949
170,4.500167004831767
143,3.8293708128201636
167,4.114428020959442
166,4.5000365174712496
165,3.999400335489944
163,4.500058002379966
160,4.49849061492878
159,3.499999999999438
156,3.5000013108831634
157,4.0
296,4.0000000012526575
83,4.000001871260105
290,3.800000462605246
277,4.199358754575345
237,4.199870414003695
110,3.116266167519513
57,4.168575797955687
275,4.112620013661549
69,4.020937611410331
235,3.4996715666772458
202,4.0
1,3.4994118255822255
53,4.188769513129208
2,4.193074176064914
31,4.045082752877271
243,4.500345740443012
119,4.500004131817942
10,4.184209961658578
84,4.199330883477572
35,3.8120476280042284
188,3.8999999999999524
146,4.198205762016349
203,4.199990686174533
247,3.804498641262149
23,3.854492096430138
27,4.099998994799425
161,4.199273170534782
285,4.198291856555297
29,3.5000113796751022
52,4.060407549771796
135,4.500541467888415
176,4.1
77,3.1804941144346386
47,4.099999657324996
48,4.010195008460021
55,4.188538806893114
266,4.039660975634882
259,4.027131203830699
68,4.499487013287684
255,4.18857804099515
72,4.050250104204963
205,3.800010000126927
191,4.509605000740479
206,3.804008492686993
273,4.0
183,4.50001010390304
150,4.500028781196569
169,4.0
213,3.195199832964495
192,4.1643191712727265
99,4.199888462115146
283,4.026176060722835
280,4.188025203522881
267,3.1000000008939046
76,3.8047888717533054
250,3.4987971418929438
248,4.035053377631676
82,3.4999999999999583
198,4.0026922358014785
178,3.9
200,4.0
