dataset,GoodReadsDatasets_RedundancyCut/GoodReads_309t_1312w_15r
ALPHA,0.1
G_Size,5
Iteration Count,75
k_value,phi_k
0.0,0.0
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0032886799700394616
2.9,0.0
3.0,0.0
3.1,0.030267558087754106
3.2,0.03657740443291681
3.3,0.0
3.4,1.8490284316443874e-16
3.5,0.11182505853556178
3.6,0.0
3.7,0.0
3.8,0.17175020187750223
3.9,0.05909634983236108
4.0,0.1568773289919674
4.1,0.10572811038987501
4.2,0.18221907222231143
4.3,2.297496768356845e-13
4.4,1.1280241386227147e-15
4.5,0.12179308221712233
4.6,0.0
4.7,0.02057715344234472
4.8,0.0
4.9,0.0
5.0,0.0
