worker_id,task_id,label,truth
0,0,5,4.1
0,197,4,2.9
0,135,3,3.0
0,14,5,4.8
1,0,5,4.1
1,1,5,4.2
1,158,5,4.5
1,156,4,3.0
1,109,5,4.8
1,131,5,4.8
1,127,5,4.3
1,11,5,2.9
1,67,5,4.4
1,56,5,4.5
1,44,5,4.0
2,0,5,4.1
2,100,5,4.5
2,73,5,4.8
2,63,4,4.2
2,56,5,4.5
3,200,4,2.8
3,0,5,4.1
3,2,5,4.1
3,148,4,4.7
3,127,4,4.3
3,10,5,4.5
3,12,4,3.4
3,68,4,3.3
3,66,4,3.1
3,63,4,4.2
4,0,4,4.1
4,46,5,3.6
5,0,4,4.1
5,2,5,4.1
5,11,4,2.9
5,14,3,4.8
6,0,5,4.1
6,105,5,3.8
6,28,5,4.8
7,0,5,4.1
7,201,4,3.3
7,96,5,3.8
7,135,3,3.0
7,10,5,4.5
7,39,5,3.9
8,0,5,4.1
8,1,4,4.2
8,6,5,4.8
8,87,5,4.7
8,158,4,4.5
8,95,3,3.9
8,148,4,4.7
8,142,5,3.8
8,140,5,3.9
8,134,4,3.9
8,126,5,4.9
8,123,5,3.2
8,11,4,2.9
8,74,3,3.5
8,69,5,1.5
8,68,4,3.3
8,24,5,4.0
8,26,4,3.2
9,0,5,4.1
9,87,5,4.7
9,83,4,3.1
10,0,5,4.1
10,3,4,3.8
10,168,5,4.2
10,157,3,4.0
10,131,5,4.8
10,11,5,2.9
10,132,5,4.4
10,71,5,3.8
10,70,4,4.2
10,65,5,4.3
10,63,5,4.2
10,43,5,3.9
10,42,4,4.0
10,41,5,3.0
11,0,5,4.1
11,156,5,3.0
11,145,5,4.0
11,56,5,4.5
12,0,5,4.1
12,187,4,4.7
12,4,4,3.2
12,7,5,4.8
12,8,5,3.7
12,172,5,2.5
12,170,5,3.2
12,167,4,3.7
12,91,5,3.4
12,164,5,5.0
12,156,4,3.0
12,95,4,3.9
12,97,4,3.5
12,150,4,4.2
12,100,5,4.5
12,103,5,4.0
12,111,4,3.5
12,114,5,4.6
12,11,5,2.9
12,81,4,4.1
12,12,5,3.4
12,78,4,2.6
12,14,5,4.8
12,15,5,3.8
12,71,5,3.8
12,70,5,4.2
12,68,5,3.3
12,66,4,3.1
12,63,5,4.2
12,54,5,3.5
12,25,5,4.2
12,50,4,2.8
12,47,5,3.5
12,45,5,4.6
12,32,5,4.8
12,35,4,4.0
13,197,5,2.9
13,1,5,4.2
13,184,5,4.5
13,6,5,4.8
13,178,5,3.2
13,177,5,3.5
13,8,5,3.7
13,9,4,3.7
13,89,5,4.3
13,90,5,3.4
13,159,4,2.1
13,96,5,3.8
13,155,5,4.2
13,153,4,3.5
13,150,5,4.2
13,102,5,4.4
13,142,3,3.8
13,141,3,4.3
13,135,5,3.0
13,118,2,4.0
13,120,3,4.0
13,12,4,3.4
13,14,4,4.8
13,67,4,4.4
13,66,4,3.1
13,63,5,4.2
13,21,4,2.2
13,54,4,3.5
13,25,4,4.2
13,28,5,4.8
13,48,4,4.5
13,42,4,4.0
14,1,5,4.2
14,8,5,3.7
15,1,5,4.2
15,73,5,4.8
15,72,4,3.5
16,1,5,4.2
16,171,5,4.7
16,100,5,4.5
16,102,5,4.4
16,135,4,3.0
16,74,4,3.5
16,58,4,2.7
16,54,5,3.5
16,29,4,4.4
16,37,5,3.3
16,35,5,4.0
17,1,5,4.2
17,187,4,4.7
17,6,5,4.8
17,172,3,2.5
17,169,4,4.8
17,161,5,4.0
17,158,5,4.5
17,94,5,3.9
17,156,4,3.0
17,148,4,4.7
17,109,4,4.8
17,81,5,4.1
17,47,3,3.5
17,30,4,3.1
18,1,5,4.2
19,1,5,4.2
19,2,5,4.1
19,135,4,3.0
19,115,3,4.1
19,12,5,3.4
19,27,5,4.7
19,46,5,3.6
20,1,5,4.2
20,11,5,2.9
21,1,4,4.2
21,89,5,4.3
22,1,5,4.2
22,187,4,4.7
22,8,4,3.7
22,149,4,3.6
22,12,3,3.4
22,37,4,3.3
23,1,5,4.2
23,3,4,3.8
23,90,5,3.4
23,44,5,4.0
24,201,4,3.3
24,197,5,2.9
24,192,5,3.5
24,2,3,4.1
24,174,5,3.8
24,165,4,3.6
24,150,3,4.2
24,102,5,4.4
24,135,4,3.0
24,126,5,4.9
24,114,4,4.6
24,81,5,4.1
24,21,5,2.2
24,22,4,4.3
24,37,5,3.3
25,2,5,4.1
25,187,5,4.7
25,5,5,3.0
25,176,4,3.3
25,85,5,4.7
25,161,4,4.0
25,94,5,3.9
25,156,5,3.0
25,96,5,3.8
25,148,4,4.7
25,109,5,4.8
25,123,5,3.2
25,9,5,3.7
25,25,5,4.2
25,26,5,3.2
25,30,4,3.1
25,45,5,4.6
26,2,5,4.1
26,153,5,3.5
26,127,4,4.3
27,2,5,4.1
27,8,4,3.7
27,69,3,1.5
27,58,4,2.7
28,2,4,4.1
28,133,5,4.0
28,16,5,3.9
29,201,4,3.3
29,200,4,2.8
29,197,4,2.9
29,193,4,4.7
29,2,4,4.1
29,3,4,3.8
29,5,4,3.0
29,6,5,4.8
29,183,4,3.1
29,180,4,4.3
29,7,4,4.8
29,177,4,3.5
29,8,4,3.7
29,174,4,3.8
29,173,4,4.9
29,170,3,3.2
29,87,5,4.7
