worker_id,worker_social_influence
0,0.006734006734006734
1,0.0016835016835016834
2,0.04040404040404041
3,0.005050505050505051
4,0.006734006734006734
5,0.015151515151515152
6,0.010101010101010102
7,0.0016835016835016834
8,0.03198653198653199
9,0.008417508417508417
10,0.003367003367003367
11,0.0016835016835016834
12,0.018518518518518517
13,0.026936026936026935
14,0.006734006734006734
15,0.020202020202020204
16,0.0016835016835016834
17,0.006734006734006734
18,0.003367003367003367
19,0.0016835016835016834
20,0.011784511784511785
21,0.0016835016835016834
22,0.015151515151515152
23,0.06228956228956229
24,0.015151515151515152
25,0.003367003367003367
26,0.003367003367003367
27,0.015151515151515152
28,0.008417508417508417
29,0.021885521885521887
30,0.021885521885521887
31,0.018518518518518517
32,0.03367003367003367
33,0.008417508417508417
34,0.03535353535353535
35,0.003367003367003367
36,0.005050505050505051
37,0.018518518518518517
38,0.008417508417508417
39,0.05387205387205387
40,0.005050505050505051
41,0.037037037037037035
42,0.016835016835016835
43,0.016835016835016835
44,0.010101010101010102
45,0.018518518518518517
46,0.005050505050505051
47,0.003367003367003367
48,0.003367003367003367
49,0.0016835016835016834
50,0.010101010101010102
51,0.025252525252525252
52,0.006734006734006734
53,0.006734006734006734
54,0.016835016835016835
55,0.015151515151515152
56,0.03872053872053872
57,0.010101010101010102
58,0.03367003367003367
59,0.045454545454545456
60,0.02356902356902357
61,0.005050505050505051
62,0.010101010101010102
63,0.006734006734006734
64,0.005050505050505051
65,0.016835016835016835
66,0.005050505050505051
67,0.008417508417508417
68,0.015151515151515152
69,0.05555555555555555
70,0.04713804713804714
71,0.04377104377104377
72,0.003367003367003367
73,0.005050505050505051
74,0.1632996632996633
75,0.016835016835016835
76,0.008417508417508417
77,0.003367003367003367
78,0.011784511784511785
79,0.005050505050505051
80,0.0016835016835016834
81,0.003367003367003367
82,0.03535353535353535
83,0.016835016835016835
84,0.0016835016835016834
85,0.013468013468013467
86,0.015151515151515152
87,0.010101010101010102
88,0.0016835016835016834
89,0.0016835016835016834
90,0.03367003367003367
91,0.006734006734006734
92,0.011784511784511785
93,0.026936026936026935
94,0.04208754208754209
95,0.013468013468013467
96,0.0707070707070707
97,0.011784511784511785
98,0.005050505050505051
99,0.0016835016835016834
100,0.03872053872053872
101,0.016835016835016835
102,0.006734006734006734
103,0.03872053872053872
104,0.011784511784511785
105,0.018518518518518517
106,0.026936026936026935
107,0.06734006734006734
108,0.03198653198653199
109,0.0016835016835016834
110,0.0723905723905724
111,0.006734006734006734
112,0.003367003367003367
113,0.03198653198653199
