dataset,GoodReadsDatasets_SWTest/GoodReads_5415_309t
ALPHA,0.1
G_Size,5
Iteration Count,61
task_id,prediction_label
0,3.800004763097478
1,3.800000000002967
2,3.699921318801948
3,3.6999999828428916
4,4.300000006639095
5,4.3000000163218495
6,4.000331270104414
7,4.500000001402225
8,4.100041212868236
9,3.899999936372989
10,4.300001256165342
11,4.302528429200774
12,3.9999990288233978
13,4.0000000002426495
14,4.4000049991567565
15,4.501717335603767
16,3.8052915884575436
17,3.6999989113334255
18,4.40000100184335
19,4.000000020695784
20,3.8000088535063297
21,3.901318906831823
22,3.800000148251177
23,3.899999970157402
24,3.9999975899703086
25,3.700761344492503
26,4.300005443849609
27,3.90000000115434
28,4.299999555854955
29,3.800033486569543
30,3.7000003035200537
31,3.9000527624275145
32,4.199996885522426
33,3.900000297520203
34,4.00000010200359
35,3.899999995832134
36,3.500001126557814
37,3.8999999310877396
38,3.799999273696315
39,4.199999973313741
40,4.199999890273899
41,3.899999997473001
42,4.499999210787401
43,4.093338578228298
44,4.100000147548553
45,4.599999917556065
46,4.499722678842361
47,4.499999969096972
48,4.000010954606178
49,4.400000074781607
50,4.10000038721959
51,3.600022575498903
52,3.9999999906893478
53,3.7999994663957244
54,3.6999078082921617
55,4.100000000796837
56,4.299999904523462
57,3.8000003300714593
58,4.299999985197072
59,4.200000125183226
60,4.0000003662689965
61,3.7000000092475873
62,3.799999929523465
63,3.600000133740364
64,3.700124288384942
65,4.200000000131025
66,3.799588179267726
67,3.59998714097383
68,3.800168586437633
69,3.899999673559941
70,4.000000012138771
71,4.012377774954041
72,3.995497417994177
73,3.79886631979136
74,3.8000203179032375
75,3.699941434915945
76,3.7999699276687897
77,3.9000033792887123
78,3.8000003501470925
79,3.6002016508053774
80,4.099999983648015
81,3.799969944241369
82,4.100000002464983
83,4.49999986518758
84,4.099303589661117
85,4.199999991881824
86,4.0000000010070735
87,4.0980953454560645
88,3.907548643027754
89,4.596482144733261
90,3.8998962261437025
91,4.200000042018879
92,4.299996491575251
93,4.300376825581946
94,3.400000001405427
95,3.7999999988052036
96,4.10000000635303
97,3.5999941210044604
98,3.8000037714243726
99,4.300000031873496
100,3.6050781881005975
101,4.000006308474972
102,4.200126920766208
103,4.0999982861681765
104,3.7999983623191267
105,4.100197503139185
106,4.4999919265011545
107,4.302693286268118
108,3.895485200610856
109,4.100000004940598
110,4.099991053221425
111,4.299999963008929
112,3.800000760714283
113,4.099998360779945
114,4.198660351512703
115,3.8974977717206025
116,4.50007264778792
117,3.9009333692038144
118,3.6019897653201016
119,4.300943838515877
120,4.598667722777034
121,3.9979919771368113
122,4.299982679336868
123,4.300083101628245
124,4.099704293411654
125,3.9999757253937323
126,3.997923184946267
127,3.9010127798364813
128,4.288768109867111
129,4.481418467357126
130,3.900017357857894
131,4.200000294619635
132,4.599999999408117
133,4.100000802764135
134,4.4000073837902836
135,4.099999970341247
136,4.099996513607828
137,3.400000263482384
138,4.495263276703741
139,3.7942309175254754
140,4.100001420021327
141,3.8001123434800768
142,3.9999990637084766
143,4.1011712036317345
144,4.000000043505252
145,3.8008135797049944
146,4.482449267706908
147,4.3000000814243275
148,4.200130726917903
149,3.8305093101652092
150,4.002099582328608
151,3.9921377864987715
152,3.764214317612686
153,3.800204261472868
154,3.8004969440453484
155,4.399999938766207
156,3.8012228125845895
157,3.6003545199023903
158,4.300000037835574
159,3.9999999444582475
160,3.900010473769114
161,3.8000005910046064
162,3.8999991400875995
163,3.998650075867001
164,3.4000227337773476
165,4.199926593486368
166,4.599999999378052
167,4.59999999685051
168,3.5003893152652537
169,4.499997450326489
170,4.299992404983566
171,3.9990058649388214
172,3.801466248939279
173,3.8000138529982452
174,3.8999996935595993
175,3.5000904736628105
176,3.8999999554574956
177,3.9987527615275726
178,4.2980722311493365
179,3.7643905439793635
180,3.9212732418787457
181,4.3999561249394
182,3.6979866186270733
183,4.099623755509639
184,3.952912350813147
185,3.599591339953896
186,4.4999854323923225
187,3.777350272745686
188,4.456661091743093
189,4.100000012555465
190,4.299892179411515
191,4.599999982326142
192,4.299543563712558
193,4.202407656972556
194,3.797065740284241
195,3.800104025822752
196,3.954039797071823
197,3.795138756313121
198,4.299988792598362
199,3.8999869498042194
200,4.299401467940118
201,3.8118094486855707
202,4.100051766586679
203,3.905935175425997
204,4.1016095365453324
205,4.100017190002785
206,4.399988221699626
207,4.063797976237301
208,4.199999837573152
209,3.7163053993213073
