task_id,truth
0,4.2
1,3.9
2,3.6
3,4.3
4,4.4
5,4.5
6,4.0
7,4.4
8,4.0
9,4.1
10,4.6
11,4.2
12,4.1
13,4.0
14,4.6
15,4.5
16,4.2
17,3.9
18,4.4
19,4.2
20,4.0
21,3.7
22,4.0
23,3.8
24,4.1
25,4.0
26,4.2
27,4.3
28,4.3
29,4.1
30,4.4
31,4.7
32,4.7
33,4.3
34,4.3
35,4.2
36,3.8
37,4.0
38,4.4
39,4.0
40,4.0
41,4.4
42,4.8
43,3.2
44,4.5
45,4.8
46,4.6
47,4.3
48,4.4
49,4.3
50,4.7
51,4.2
52,4.1
53,3.8
54,4.3
55,4.5
56,3.8
57,3.6
58,4.7
59,4.5
60,4.5
61,4.2
62,4.4
63,4.4
64,4.5
65,4.7
66,4.2
67,4.1
68,4.6
69,4.4
70,4.3
71,4.2
72,4.8
73,4.0
74,4.3
75,3.9
76,4.4
77,4.4
78,3.8
79,4.4
80,4.5
81,4.0
82,4.2
83,4.4
84,4.3
85,4.6
86,4.4
87,4.4
88,3.9
89,4.5
90,4.2
91,4.6
92,4.7
93,4.3
94,4.0
95,3.9
96,4.4
97,4.1
98,4.1
99,4.4
100,3.9
101,4.3
102,4.5
103,4.3
104,4.1
105,4.3
106,4.5
107,4.4
108,3.8
109,4.1
110,4.5
111,4.3
112,4.5
113,4.4
114,3.3
115,4.5
116,4.8
117,4.0
118,4.8
119,4.6
120,4.6
121,4.6
122,4.1
123,4.0
124,4.0
125,4.5
126,4.2
127,4.0
128,4.4
129,4.5
130,4.6
131,4.6
132,4.4
133,3.8
134,4.7
135,4.4
136,4.2
137,4.3
138,4.3
139,4.4
140,4.2
141,4.2
142,4.4
143,4.6
144,4.6
145,4.4
146,3.8
147,4.6
148,4.2
149,3.2
150,4.5
151,3.9
152,4.2
153,4.7
154,4.1
155,4.2
156,4.4
157,4.3
158,4.0
159,4.8
160,4.5
161,4.2
162,3.9
163,4.5
164,4.7
165,4.8
166,3.7
167,4.7
168,4.4
169,4.2
170,4.1
171,4.3
172,4.1
173,3.8
174,4.7
175,4.2
176,4.7
177,4.0
178,4.7
179,4.5
180,3.8
181,4.1
182,4.4
183,4.4
184,4.3
185,4.5
186,3.0
187,4.7
188,4.5
189,4.7
190,4.4
191,4.9
192,4.6
193,4.2
194,4.0
195,3.8
196,4.4
197,4.4
198,4.5
199,4.3
200,4.4
201,4.9
202,3.7
203,4.2
204,4.7
205,2.8
206,4.5
207,4.4
208,4.6
209,4.5
210,4.5
211,4.3
212,4.5
213,4.3
214,4.3
215,4.7
216,4.1
217,4.4
218,4.6
219,4.3
220,4.3
221,4.4
222,4.3
223,4.3
224,4.7
225,4.5
226,4.5
227,4.3
228,4.7
229,4.3
230,4.2
231,4.2
232,4.1
233,4.2
234,4.7
235,4.9
236,4.6
237,3.8
238,3.6
239,4.2
240,4.1
241,4.3
242,3.2
243,3.6
244,4.5
245,4.3
246,3.6
247,3.9
248,4.4
249,4.2
250,4.4
251,4.3
252,4.7
253,4.2
254,4.4
255,4.5
256,3.7
257,4.8
258,4.2
259,3.8
260,4.7
261,4.4
262,4.1
263,4.5
264,3.7
265,4.1
266,4.6
267,4.3
268,4.2
269,4.6
270,4.7
271,4.8
272,4.1
273,4.3
274,4.1
275,3.5
276,4.6
277,4.0
278,4.1
279,3.9
280,4.0
281,4.8
282,4.5
283,4.2
284,4.7
285,4.7
286,4.0
287,3.9
288,4.6
289,3.8
290,3.6
291,4.0
292,4.4
293,3.6
294,4.7
295,4.0
296,3.8
297,4.1
298,4.1
299,4.8
300,3.0
301,4.1
302,5.0
303,4.6
304,3.5
305,4.8
306,4.3
307,4.8
308,4.5
