worker_id,task_id,label
0,0,2
0,1,4
0,2,3
0,3,4
0,4,4
0,5,2
0,6,2
0,7,2
0,8,3
0,9,4
0,10,4
0,11,4
0,12,4
0,13,3
0,14,4
0,15,4
0,16,4
0,17,2
0,18,2
0,19,3
0,20,2
0,21,4
1,0,2
1,22,2
1,23,2
1,24,4
1,4,5
1,5,5
1,25,3
1,26,4
1,27,4
1,12,5
1,28,4
1,29,3
1,30,3
1,31,4
1,32,4
1,33,3
1,34,4
2,0,2
2,22,2
2,35,2
2,36,2
2,23,5
2,37,3
2,38,2
2,24,4
2,5,2
2,39,2
2,40,3
2,41,2
2,10,4
2,12,5
2,28,5
2,42,5
2,32,5
2,13,1
2,43,4
2,44,5
2,45,4
2,46,4
2,47,4
2,48,5
2,49,2
3,0,5
3,22,4
3,50,5
3,2,5
3,36,3
3,23,5
3,37,4
3,38,5
3,3,4
3,24,5
3,51,5
3,52,4
3,53,5
3,54,5
3,4,5
3,5,5
3,39,5
3,6,4
3,55,5
3,56,4
3,7,5
3,57,3
3,9,5
3,58,5
3,59,5
3,10,5
3,26,5
3,27,5
3,60,4
3,11,5
3,61,4
3,12,5
3,28,5
3,31,5
3,42,5
3,62,5
3,32,4
3,63,5
3,64,4
3,65,5
3,66,5
3,67,5
3,68,4
3,13,5
3,69,4
3,70,4
3,71,5
3,72,5
3,73,4
3,74,4
3,75,5
3,76,5
3,33,5
3,77,4
3,78,5
3,79,4
3,80,5
3,81,5
3,82,5
3,16,4
3,19,5
3,83,5
3,84,4
3,85,5
3,86,5
4,0,5
4,2,2
4,23,4
4,37,3
4,4,5
4,39,4
4,87,3
4,7,4
4,11,4
4,61,2
4,12,5
4,44,4
4,88,3
4,89,5
4,90,5
4,18,5
4,19,4
4,85,4
5,0,5
5,22,5
5,35,3
5,2,3
5,23,5
5,37,4
5,38,2
5,91,5
5,3,2
5,24,4
5,5,5
5,92,4
5,55,4
5,58,4
5,10,4
5,32,4
5,72,5
5,44,3
5,46,5
5,18,5
5,19,5
5,83,3
5,20,3
5,84,5
5,85,2
5,86,5
6,0,2
6,1,4
6,7,5
6,9,5
6,59,5
6,12,4
6,89,5
6,93,5
6,78,4
6,94,3
6,81,4
6,95,4
6,96,5
6,82,3
6,97,3
6,98,5
6,16,5
6,99,4
7,0,4
7,22,4
7,2,4
7,23,4
7,37,4
7,38,3
7,3,4
7,24,4
7,52,3
7,4,4
7,5,4
7,39,3
7,87,4
7,55,4
7,41,4
7,10,4
7,60,4
7,12,4
7,28,4
7,100,3
7,29,4
7,32,4
7,65,4
7,13,4
7,72,4
7,44,5
7,46,5
7,47,4
7,18,4
7,83,4
7,84,4
8,0,5
8,22,4
8,2,3
8,23,4
8,37,3
8,38,4
8,3,3
8,24,4
8,52,4
8,4,4
8,55,3
8,101,5
8,10,4
8,12,4
8,32,4
8,18,5
8,83,4
8,20,5
8,84,4
9,0,5
9,50,3
9,37,5
9,91,5
9,4,4
9,5,3
9,39,5
9,6,5
9,102,5
9,103,5
9,55,5
9,101,5
9,104,4
9,105,4
9,106,5
9,8,5
9,107,4
9,10,5
9,11,5
9,28,3
9,30,5
9,42,5
9,108,4
9,65,5
9,109,5
9,110,5
9,45,5
9,111,2
9,112,5
9,113,4
9,89,4
9,114,1
9,115,3
9,116,5
9,117,5
9,118,4
9,119,5
9,120,5
9,121,5
9,122,5
9,123,5
9,15,5
9,93,5
9,90,5
9,124,5
9,125,5
9,46,5
9,126,3
9,127,5
9,18,5
9,19,5
9,83,4
9,20,4
9,21,5
9,99,5
9,85,4
9,48,5
9,128,5
9,129,4
9,49,5
9,130,5
9,131,5
9,86,4
10,0,5
10,22,4
10,35,3
10,2,4
10,36,3
10,23,5
10,132,2
10,37,5
10,38,3
10,24,4
10,52,4
10,53,4
10,54,3
10,5,5
10,55,4
10,10,4
10,28,5
10,42,4
10,32,4
10,65,4
10,13,5
10,72,4
10,46,5
10,19,3
11,0,2
11,1,4
11,2,5
11,36,2
11,132,4
11,3,4
11,52,3
11,99,3
12,0,5
12,133,3
12,1,4
12,35,5
12,36,4
12,37,5
12,38,4
12,91,5
12,3,3
12,24,4
12,51,2
12,53,2
12,54,3
12,5,5
12,92,5
12,39,5
12,6,5
12,102,4
12,87,4
12,103,3
12,55,3
12,41,5
12,101,5
12,105,5
12,107,5
12,10,3
12,12,4
12,134,4
12,119,5
12,120,4
12,46,5
12,126,3
12,18,4
12,19,4
12,83,5
12,20,4
12,84,4
12,99,4
12,85,4
12,48,5
12,128,5
12,129,5
12,49,4
12,86,4
13,0,3
13,4,5
13,5,5
13,92,4
13,39,3
13,87,4
13,41,4
13,135,3
13,12,4
13,32,4
13,113,3
13,18,5
13,128,5
13,49,5
13,130,5
13,86,4
14,0,5
14,39,5
14,9,4
14,136,4
14,137,5
14,138,4
14,139,5
14,61,4
14,140,4
14,141,5
14,108,4
14,69,5
14,70,5
14,72,5
14,142,4
14,110,5
14,121,4
14,143,4
14,144,5
14,15,4
14,145,5
14,78,5
14,18,4
14,129,5
15,0,4
15,37,4
15,24,3
15,5,4
15,55,4
15,8,4
15,12,4
15,42,5
15,146,4
15,110,4
15,45,5
15,147,4
15,18,5
15,19,4
15,99,5
15,130,5
16,0,4
16,22,3
16,50,4
16,35,4
16,36,2
16,23,4
16,37,4
16,38,2
16,3,2
16,24,3
16,52,4
16,53,4
16,54,3
16,4,4
16,5,5
16,39,3
16,55,4
16,60,2
16,12,3
16,32,4
16,148,4
16,33,3
16,149,4
16,150,4
16,44,3
16,46,5
16,151,3
16,152,3
16,153,5
16,94,3
16,80,4
16,81,4
16,95,4
16,18,4
16,19,4
16,83,5
16,84,5
16,99,4
16,48,5
16,86,4
17,0,5
17,22,5
17,2,4
17,23,4
17,37,4
17,38,5
17,3,5
17,24,4
17,52,4
17,53,4
17,54,3
17,4,5
17,55,5
17,28,3
17,72,4
