dataset,DouBanDatasets_SWTest/Douban_5816w
ALPHA,0.1
G_Size,5
Iteration Count,11
task_id,prediction_label
0,4.7
10,4.5
11,4.5
24,4.5
31,4.5
47,4.4
70,4.4999997389030275
102,4.499999999840282
109,4.3
123,4.20000000000582
156,4.3
39,4.499999999999564
96,4.301658853673482
135,4.399999999929798
201,4.300000058693736
2,4.6
3,4.6
4,4.6
16,4.5
21,4.5
37,4.4
1,4.6
6,4.6
28,4.5
38,4.499999977931617
43,4.499999999999764
51,4.49999999999996
74,4.40000000000002
79,4.200000001366437
92,4.3999999999999995
115,4.3
141,4.399980546073006
151,4.400472512599187
157,4.200390220155165
169,4.299999999999992
193,4.299999999999684
5,4.6
7,4.6
8,4.5
12,4.5
14,4.599999999999781
15,4.499999999999967
19,4.400003420691191
22,4.5
29,4.4
35,4.5
49,4.400002962892195
55,4.399999999999942
63,4.4
67,4.39999999995011
88,4.300000000000161
97,4.4
98,4.300000000017719
99,4.300000001307202
103,4.299999999999983
116,4.200000074844098
117,4.100728054757894
119,4.399999999973423
133,4.3
137,4.299999998482868
150,4.200000000617479
171,4.102187591781399
187,4.2
80,4.200001362817188
112,4.3008837276169105
13,4.5
33,4.400000000000827
44,4.499999999999994
58,4.4
61,4.400000000000147
121,4.299995833730138
41,4.5
53,4.399999999999973
72,4.400000000000042
91,4.4
124,4.299999973967889
168,4.399999999995615
83,4.20314669855068
26,4.499999987051414
36,4.399999999999893
42,4.5
71,4.499999999998466
94,4.300000000075631
128,4.499999714595159
164,4.499593174405575
189,4.199999999998059
17,4.599999999996783
20,4.5
45,4.400001130977969
50,4.499999999999818
52,4.5
54,4.3000000096548
65,4.399999999069819
76,4.400000059842629
100,4.3999999999998956
105,4.400000002829525
125,4.3
126,4.499999899070896
147,4.3000058048404926
179,4.300000224611889
185,4.30000051493344
191,4.300000001550075
197,4.299999999999831
23,4.499999999999999
46,4.499999999998067
57,4.499999999988689
78,4.399999999999983
85,4.300000000000073
87,4.4999999999999485
89,4.399999999999992
90,4.399999998693707
101,4.400001778612584
106,4.299999999999908
107,4.299999998284833
138,4.300338077846686
163,4.300338025002117
166,4.3
177,4.300000115640913
180,4.200024135720405
181,4.299999765530544
186,4.300021641130554
195,4.2001236105272115
139,4.300454785852091
140,4.500000000000037
174,4.499572702234907
160,4.30000000003036
25,4.499999999999607
111,4.399999998409679
81,4.399999968353828
66,4.300000000000437
114,4.499999994910382
84,4.499999995211299
9,4.5
18,4.500000000000352
108,4.300000018671386
144,4.399999999998738
145,4.299999998289732
149,4.2999970863329295
152,4.30010314541454
154,4.200000676052346
162,4.399999970362862
167,4.199999999738967
192,4.399980069232913
62,4.4999999999996145
59,4.500000001082629
69,4.30000000000008
110,4.4000223693658835
142,4.299999999999986
146,4.299999895106371
184,4.300024655219427
190,4.200175070076059
68,4.300000534755393
73,4.300000003243255
27,4.499999999972473
32,4.599999999998096
75,4.4000907275350825
170,4.300000382464164
176,4.299999999999999
30,4.5
48,4.499999997642238
60,4.400089647145451
136,4.300084853022029
182,4.299999700952376
40,4.499996788109384
161,4.300000008440466
77,4.300273053862314
118,4.198939192012256
93,4.300105166250297
122,4.300005525965339
127,4.400000414886441
188,4.400000001082429
200,4.200000961912794
56,4.5
131,4.499950531788592
158,4.499999993926951
95,4.200000730197641
196,3.8000000046178886
82,4.400000489220238
113,4.400012381059953
165,4.497834912740095
120,4.200023780889639
132,4.399999999999991
134,4.299999965474983
143,4.300108700446978
159,4.299999999991222
173,4.400000000010618
34,4.599991321332945
153,4.299999999999971
199,4.499442324262954
64,4.300000005749508
86,4.299619498542743
155,4.400000005845623
178,4.300001194540384
194,4.299999420332249
198,4.200026342498209
175,4.399770891666668
172,4.200000006865693
104,4.400000030045773
130,4.299933421215988
148,4.3
129,4.399989487165711
183,4.300000526353586
